Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Bam Adebayo,18.6,2024-03-31,MIA,@,WAS,W,37.335,6,12,0.5,0,2,0.0,10,12,0.833,0,10,10,5,2,1,5,2,22
DeMar DeRozan,18.0,2024-03-31,CHI,@,MIN,W,39.35,11,23,0.478,1,2,0.5,4,7,0.571,0,2,2,8,1,1,4,0,27
D'Angelo Russell,15.3,2024-03-31,LAL,@,BKN,W,31.866666666666667,6,13,0.462,4,11,0.364,2,4,0.5,0,6,6,6,4,0,4,3,18
Kelly Olynyk,21.6,2024-03-31,TOR,,PHI,L,31.933333333333334,7,8,0.875,1,2,0.5,3,4,0.75,2,3,5,11,3,0,5,3,18
Anthony Edwards,12.7,2024-03-31,MIN,,CHI,L,36.11666666666667,9,20,0.45,0,5,0.0,4,6,0.667,2,9,11,5,0,1,6,1,22
Tobias Harris,21.4,2024-03-31,PHI,@,TOR,W,30.033333333333335,8,13,0.615,1,3,0.333,4,4,1.0,3,6,9,3,0,3,1,2,21
Mike Conley,21.5,2024-03-31,MIN,,CHI,L,29.133333333333333,7,11,0.636,5,9,0.556,0,0,0.0,0,1,1,7,4,0,1,2,19
Kyrie Irving,19.3,2024-03-31,DAL,@,HOU,W,34.25,9,19,0.474,4,9,0.444,2,2,1.0,1,2,3,7,1,0,1,3,24
Jordan Poole,14.2,2024-03-31,WAS,,MIA,L,34.10166666666667,8,20,0.4,4,12,0.333,2,2,1.0,1,3,4,8,1,0,4,3,22
Nikola Vučević,17.2,2024-03-31,CHI,@,MIN,W,33.083333333333336,8,16,0.5,2,6,0.333,1,2,0.5,1,7,8,6,2,0,2,1,19
Keegan Murray,20.4,2024-03-31,SAC,,UTA,W,35.35,10,18,0.556,5,12,0.417,0,0,0.0,2,2,4,3,0,1,0,2,25
Brandon Miller,13.6,2024-03-31,CHA,,LAC,L,39.88333333333333,8,19,0.421,5,13,0.385,1,2,0.5,1,5,6,4,0,1,2,4,22
Domantas Sabonis,16.0,2024-03-31,SAC,,UTA,W,33.88333333333333,7,14,0.5,0,1,0.0,3,3,1.0,5,6,11,6,1,1,4,3,17
Caris LeVert,17.7,2024-03-31,CLE,@,DEN,L,32.88333333333333,5,9,0.556,2,3,0.667,3,3,1.0,0,6,6,5,4,1,3,0,15
Brice Sensabaugh,15.5,2024-03-31,UTA,@,SAC,L,33.68333333333333,6,14,0.429,5,10,0.5,5,6,0.833,1,3,4,3,2,0,4,1,22
Rui Hachimura,20.5,2024-03-31,LAL,@,BKN,W,37.38333333333333,8,12,0.667,1,4,0.25,3,4,0.75,2,8,10,4,0,1,0,3,20
Kentavious Caldwell-Pope,20.3,2024-03-31,DEN,,CLE,W,34.983333333333334,7,10,0.7,6,9,0.667,2,2,1.0,0,3,3,4,1,0,1,3,22
Rudy Gobert,21.1,2024-03-31,MIN,,CHI,L,37.666666666666664,8,9,0.889,0,0,0.0,3,7,0.429,3,7,10,1,2,1,0,2,19
Isaiah Hartenstein,21.7,2024-03-31,NYK,,OKC,L,29.461666666666666,6,8,0.75,0,0,0.0,5,7,0.714,6,6,12,5,1,0,1,2,17
Josh Hart,13.2,2024-03-31,NYK,,OKC,L,45.233333333333334,4,9,0.444,0,1,0.0,5,6,0.833,3,12,15,6,1,0,4,4,13
Miles McBride,15.8,2024-03-31,NYK,,OKC,L,45.68333333333333,6,15,0.4,4,10,0.4,3,3,1.0,2,2,4,3,3,0,1,3,19
Nicolas Batum,21.8,2024-03-31,PHI,@,TOR,W,28.3,7,8,0.875,5,6,0.833,0,0,0.0,1,5,6,2,2,0,0,0,19
Deni Avdija,13.8,2024-03-31,WAS,,MIA,L,38.266666666666666,5,12,0.417,1,3,0.333,4,4,1.0,0,9,9,6,1,1,3,1,15
Bruce Brown,18.3,2024-03-31,TOR,,PHI,L,33.88333333333333,7,9,0.778,3,4,0.75,1,2,0.5,1,3,4,6,2,0,2,4,18
Gary Trent Jr.,15.6,2024-03-31,TOR,,PHI,L,31.833333333333332,10,20,0.5,3,9,0.333,0,0,0.0,0,2,2,2,2,0,1,1,23
Cameron Payne,15.6,2024-03-31,PHI,@,TOR,W,37.61666666666667,9,16,0.563,6,10,0.6,0,0,0.0,0,1,1,3,0,0,2,3,24
Evan Mobley,22.9,2024-03-31,CLE,@,DEN,L,28.6,9,10,0.9,1,2,0.5,4,5,0.8,2,2,4,1,0,2,0,1,23
Harrison Barnes,21.2,2024-03-31,SAC,,UTA,W,29.145,9,12,0.75,5,7,0.714,1,2,0.5,1,1,2,2,0,0,0,0,24
Vasilije Micic,12.2,2024-03-31,CHA,,LAC,L,35.43333333333333,4,14,0.286,2,7,0.286,0,2,0.0,3,2,5,13,1,0,0,4,10
Kawhi Leonard,13.8,2024-03-31,LAC,@,CHA,W,37.13666666666666,10,19,0.526,2,5,0.4,1,2,0.5,1,4,5,2,0,0,2,2,23
Kyle Lowry,15.3,2024-03-31,PHI,@,TOR,W,37.833333333333336,4,6,0.667,3,5,0.6,0,0,0.0,1,0,1,10,1,2,2,3,11
Nikola Jović,14.2,2024-03-31,MIA,@,WAS,W,22.45,4,9,0.444,2,6,0.333,2,2,1.0,2,6,8,4,1,1,0,2,12
Trendon Watford,12.5,2024-03-31,BKN,,LAL,L,29.183333333333334,7,10,0.7,1,2,0.5,0,0,0.0,1,7,8,2,1,1,3,3,15
Grant Williams,15.8,2024-03-31,CHA,,LAC,L,33.46666666666667,8,10,0.8,2,4,0.5,0,1,0.0,0,5,5,5,0,0,1,5,18
Jordan Nwora,13.4,2024-03-31,TOR,,PHI,L,30.433333333333334,8,18,0.444,2,7,0.286,1,1,1.0,2,2,4,3,0,1,1,0,19
Collin Sexton,15.7,2024-03-31,UTA,@,SAC,L,28.866666666666667,7,12,0.583,1,3,0.333,7,10,0.7,0,1,1,4,1,0,2,4,22
Naz Reid,8.5,2024-03-31,MIN,,CHI,L,30.516666666666666,5,14,0.357,3,9,0.333,1,1,1.0,0,3,3,4,1,2,3,2,14
Reggie Jackson,16.6,2024-03-31,DEN,,CLE,W,22.983333333333334,6,10,0.6,5,5,1.0,2,2,1.0,1,2,3,3,0,0,0,3,19
Brandin Podziemski,13.0,2024-03-31,GSW,@,SAS,W,23.581666666666667,5,11,0.455,2,5,0.4,0,0,0.0,3,4,7,4,2,0,1,1,12
Aaron Holiday,14.2,2024-03-31,HOU,,DAL,L,22.666666666666668,6,11,0.545,2,5,0.4,2,2,1.0,1,4,5,2,2,0,1,2,16
Coby White,13.2,2024-03-31,CHI,@,MIN,W,40.583333333333336,6,10,0.6,4,6,0.667,1,1,1.0,0,5,5,3,0,0,2,2,17
Jimmy Butler III,15.8,2024-03-31,MIA,@,WAS,W,34.86833333333333,5,11,0.455,0,0,0.0,7,9,0.778,2,5,7,4,0,0,0,1,17
Donte DiVincenzo,5.0,2024-03-31,NYK,,OKC,L,39.56666666666667,4,18,0.222,4,16,0.25,3,4,0.75,0,1,1,2,2,1,1,5,15
Michael Porter Jr.,10.4,2024-03-31,DEN,,CLE,W,28.616666666666667,8,16,0.5,3,5,0.6,0,0,0.0,0,6,6,0,0,0,2,1,19
Austin Reaves,13.0,2024-03-31,LAL,@,BKN,W,34.63333333333333,5,11,0.455,0,4,0.0,2,2,1.0,1,6,7,6,1,0,1,0,12
Ayo Dosunmu,13.6,2024-03-31,CHI,@,MIN,W,35.583333333333336,5,9,0.556,1,2,0.5,2,2,1.0,0,3,3,6,2,0,1,3,13
Cam Whitmore,12.2,2024-03-31,HOU,,DAL,L,22.136666666666667,5,12,0.417,2,6,0.333,1,4,0.25,4,1,5,1,3,0,0,0,13
P.J. Washington,11.3,2024-03-31,DAL,@,HOU,W,28.15,4,8,0.5,3,5,0.6,1,2,0.5,2,4,6,2,1,1,0,5,12
Tre Jones,11.8,2024-03-31,SAS,,GSW,L,32.25,5,11,0.455,2,4,0.5,0,0,0.0,3,2,5,6,1,0,2,1,12
Shai Gilgeous-Alexander,11.1,2024-03-31,OKC,@,NYK,W,34.86666666666667,7,16,0.438,1,4,0.25,4,4,1.0,1,1,2,3,1,0,2,4,19
Keyonte George,10.0,2024-03-31,UTA,@,SAC,L,36.916666666666664,4,14,0.286,3,10,0.3,7,7,1.0,0,2,2,2,1,0,2,2,18
Cedi Osman,12.7,2024-03-31,SAS,,GSW,L,35.971666666666664,7,12,0.583,4,7,0.571,0,0,0.0,1,1,2,1,1,0,2,1,18
Marvin Bagley III,9.7,2024-03-31,WAS,,MIA,L,25.883333333333333,5,9,0.556,0,0,0.0,2,2,1.0,3,7,10,0,2,0,3,3,12
Nic Claxton,10.9,2024-03-31,BKN,,LAL,L,26.266666666666666,5,7,0.714,0,0,0.0,0,1,0.0,3,3,6,2,4,0,3,3,10
Jarrett Allen,11.5,2024-03-31,CLE,@,DEN,L,26.5,9,15,0.6,0,0,0.0,1,2,0.5,0,4,4,1,0,1,2,2,19
Taylor Hendricks,12.5,2024-03-31,UTA,@,SAC,L,27.97833333333333,6,11,0.545,4,6,0.667,2,3,0.667,2,1,3,1,0,0,1,3,18
Sandro Mamukelashvili,13.0,2024-03-31,SAS,,GSW,L,24.616666666666667,4,6,0.667,0,1,0.0,2,2,1.0,4,7,11,2,0,1,1,1,10
Daniel Gafford,10.8,2024-03-31,DAL,@,HOU,W,21.575,3,4,0.75,0,0,0.0,0,0,0.0,1,3,4,3,1,5,1,2,6
Walker Kessler,10.6,2024-03-31,UTA,@,SAC,L,32.3,3,6,0.5,0,0,0.0,0,0,0.0,4,4,8,3,1,3,0,4,6
James Harden,13.7,2024-03-31,LAC,@,CHA,W,36.24,1,3,0.333,1,3,0.333,3,4,0.75,0,6,6,10,1,0,0,0,6
Delon Wright,15.4,2024-03-31,MIA,@,WAS,W,21.283333333333335,2,2,1.0,1,1,1.0,4,4,1.0,0,1,1,4,4,1,0,2,9
Jalen Green,7.0,2024-03-31,HOU,,DAL,L,31.15,5,15,0.333,0,5,0.0,2,2,1.0,0,6,6,5,1,0,2,2,12
Zach Collins,12.2,2024-03-31,SAS,,GSW,L,16.408333333333335,4,10,0.4,2,3,0.667,3,3,1.0,3,5,8,2,0,0,0,1,13
Mikal Bridges,7.5,2024-03-31,BKN,,LAL,L,37.81666666666667,5,16,0.313,3,11,0.273,0,0,0.0,1,2,3,4,1,0,1,1,13
Julian Champagnie,6.5,2024-03-31,SAS,,GSW,L,38.276666666666664,3,9,0.333,3,7,0.429,0,0,0.0,1,4,5,4,1,1,3,2,9
Jared Butler,13.1,2024-03-31,WAS,,MIA,L,22.75,5,6,0.833,2,3,0.667,2,2,1.0,0,2,2,7,0,0,3,3,14
Aaron Gordon,8.8,2024-03-31,DEN,,CLE,W,28.566666666666666,3,7,0.429,1,3,0.333,1,2,0.5,3,5,8,5,1,0,2,3,8
Russell Westbrook,11.7,2024-03-31,LAC,@,CHA,W,19.733333333333334,4,6,0.667,0,0,0.0,3,4,0.75,2,3,5,4,2,0,3,1,11
Dennis Schröder,10.4,2024-03-31,BKN,,LAL,L,28.333333333333332,5,12,0.417,2,6,0.333,2,2,1.0,0,3,3,3,1,0,0,3,14
Klay Thompson,8.6,2024-03-31,GSW,@,SAS,W,29.266666666666666,5,13,0.385,2,8,0.25,1,1,1.0,0,2,2,3,2,0,2,0,13
Buddy Hield,10.4,2024-03-31,PHI,@,TOR,W,21.85,5,7,0.714,3,5,0.6,0,0,0.0,0,3,3,3,0,1,3,1,13
Trayce Jackson-Davis,11.0,2024-03-31,GSW,@,SAS,W,28.291666666666668,3,5,0.6,0,0,0.0,1,2,0.5,4,3,7,3,2,1,1,2,7
Corey Kispert,7.6,2024-03-31,WAS,,MIA,L,40.80166666666667,5,13,0.385,1,7,0.143,2,4,0.5,0,2,2,3,2,0,1,3,13
Javon Freeman-Liberty,8.0,2024-03-31,TOR,,PHI,L,31.3,4,11,0.364,1,3,0.333,2,2,1.0,1,6,7,2,1,0,1,2,11
Donovan Mitchell,8.2,2024-03-31,CLE,@,DEN,L,30.883333333333333,3,12,0.25,2,6,0.333,5,5,1.0,0,0,0,6,1,0,2,2,13
Anthony Gill,12.4,2024-03-31,WAS,,MIA,L,20.031666666666666,7,12,0.583,1,2,0.5,3,5,0.6,2,2,4,0,0,0,0,3,18
Christian Braun,6.8,2024-03-31,DEN,,CLE,W,28.3,4,8,0.5,2,3,0.667,0,0,0.0,1,5,6,1,1,1,3,2,10
Trey Lyles,8.6,2024-03-31,SAC,,UTA,W,18.94,3,8,0.375,3,5,0.6,2,2,1.0,2,2,4,3,0,1,2,2,11
Davis Bertans,10.4,2024-03-31,CHA,,LAC,L,24.966666666666665,5,9,0.556,5,9,0.556,0,0,0.0,0,2,2,1,0,0,0,4,15
Fred VanVleet,9.7,2024-03-31,HOU,,DAL,L,32.03333333333333,3,4,0.75,3,4,0.75,1,1,1.0,0,2,2,7,0,0,3,3,10
Precious Achiuwa,9.8,2024-03-31,NYK,,OKC,L,21.938333333333333,3,5,0.6,0,1,0.0,2,4,0.5,4,5,9,0,0,2,0,2,8
Jaylin Williams,9.1,2024-03-31,OKC,@,NYK,W,18.525,2,4,0.5,1,1,1.0,3,4,0.75,2,6,8,2,0,1,1,2,8
Amen Thompson,7.0,2024-03-31,HOU,,DAL,L,20.23,3,8,0.375,0,1,0.0,2,2,1.0,2,5,7,1,2,0,1,3,8
Chris Paul,8.5,2024-03-31,GSW,@,SAS,W,22.09,4,9,0.444,1,3,0.333,0,0,0.0,0,4,4,2,2,0,0,1,9
Peyton Watson,9.4,2024-03-31,DEN,,CLE,W,19.916666666666668,4,5,0.8,0,0,0.0,1,2,0.5,1,2,3,2,1,2,2,1,9
Jaden McDaniels,4.7,2024-03-31,MIN,,CHI,L,33.33,3,10,0.3,1,6,0.167,1,2,0.5,2,4,6,3,1,0,2,2,8
Norman Powell,10.1,2024-03-31,LAC,@,CHA,W,26.333333333333332,4,11,0.364,2,5,0.4,6,7,0.857,0,1,1,1,0,0,0,1,16
Malaki Branham,3.9,2024-03-31,SAS,,GSW,L,31.2,5,14,0.357,1,6,0.167,1,1,1.0,2,1,3,4,0,0,4,2,12
Keon Ellis,6.7,2024-03-31,SAC,,UTA,W,27.45,1,4,0.25,1,2,0.5,2,2,1.0,2,6,8,3,1,0,1,3,5
Davion Mitchell,7.4,2024-03-31,SAC,,UTA,W,21.155,3,6,0.5,1,2,0.5,1,2,0.5,1,4,5,3,1,0,1,3,8
Gradey Dick,7.4,2024-03-31,TOR,,PHI,L,31.1,3,8,0.375,1,3,0.333,5,7,0.714,0,0,0,2,2,0,2,2,12
Dante Exum,13.6,2024-03-31,DAL,@,HOU,W,18.216666666666665,5,5,1.0,3,3,1.0,0,0,0.0,1,0,1,2,0,0,0,0,13
Tre Mann,3.6,2024-03-31,CHA,,LAC,L,25.833333333333332,3,7,0.429,1,2,0.5,2,2,1.0,0,2,2,5,1,0,6,2,9
Darius Garland,4.3,2024-03-31,CLE,@,DEN,L,28.7,2,8,0.25,0,1,0.0,1,2,0.5,0,2,2,7,2,0,3,0,5
Jock Landale,8.3,2024-03-31,HOU,,DAL,L,19.133333333333333,5,12,0.417,0,0,0.0,1,1,1.0,2,2,4,1,1,0,0,0,11
Max Strus,9.3,2024-03-31,CLE,@,DEN,L,27.133333333333333,3,5,0.6,1,2,0.5,2,3,0.667,1,1,2,2,2,0,1,1,9
Micah Potter,8.3,2024-03-31,UTA,@,SAC,L,19.766666666666666,3,4,0.75,2,2,1.0,0,0,0.0,0,4,4,0,1,1,1,0,8
Haywood Highsmith,2.9,2024-03-31,MIA,@,WAS,W,29.31833333333333,4,12,0.333,2,6,0.333,0,0,0.0,1,3,4,0,0,1,1,4,10
Kris Dunn,4.9,2024-03-31,UTA,@,SAC,L,27.15,2,9,0.222,0,3,0.0,1,2,0.5,2,3,5,7,0,0,1,1,5
Andre Drummond,5.9,2024-03-31,CHI,@,MIN,W,16.916666666666668,3,6,0.5,0,0,0.0,0,0,0.0,2,7,9,0,1,0,0,4,6
Monte Morris,10.3,2024-03-31,MIN,,CHI,L,16.25,2,4,0.5,1,3,0.333,4,4,1.0,0,2,2,1,2,0,0,0,9
Moses Moody,7.5,2024-03-31,GSW,@,SAS,W,21.966666666666665,3,6,0.5,2,3,0.667,2,2,1.0,0,4,4,1,0,0,1,1,10
Tim Hardaway Jr.,5.1,2024-03-31,DAL,@,HOU,W,24.233333333333334,3,8,0.375,3,6,0.5,0,0,0.0,0,5,5,0,0,0,1,0,9
Cameron Johnson,1.7,2024-03-31,BKN,,LAL,L,19.9,2,10,0.2,1,5,0.2,0,0,0.0,0,3,3,0,1,2,0,1,5
Jaime Jaquez Jr.,5.1,2024-03-31,MIA,@,WAS,W,19.3,3,5,0.6,1,2,0.5,2,2,1.0,0,1,1,2,0,1,4,0,9
Kyle Anderson,7.1,2024-03-31,MIN,,CHI,L,20.77,2,5,0.4,0,0,0.0,1,1,1.0,1,0,1,2,2,1,0,0,5
Nick Richards,7.3,2024-03-31,CHA,,LAC,L,24.583333333333332,4,6,0.667,0,0,0.0,0,0,0.0,1,1,2,0,1,1,0,2,8
Dorian Finney-Smith,5.9,2024-03-31,BKN,,LAL,L,24.983333333333334,2,5,0.4,1,3,0.333,0,0,0.0,1,2,3,1,2,0,0,1,5
Duncan Robinson,2.0,2024-03-31,MIA,@,WAS,W,28.085,2,7,0.286,2,7,0.286,0,0,0.0,1,2,3,1,0,1,1,4,6
Aaron Wiggins,4.3,2024-03-31,OKC,@,NYK,W,13.85,2,5,0.4,0,2,0.0,0,0,0.0,2,1,3,2,1,1,1,2,4
Mo Bamba,4.5,2024-03-31,PHI,@,TOR,W,13.316666666666666,1,3,0.333,0,2,0.0,2,2,1.0,0,4,4,1,1,1,1,1,4
Paul Reed,5.0,2024-03-31,PHI,@,TOR,W,17.788333333333334,4,7,0.571,0,1,0.0,1,3,0.333,0,2,2,0,0,1,0,3,9
Jalen McDaniels,6.9,2024-03-31,TOR,,PHI,L,17.933333333333334,3,6,0.5,0,1,0.0,2,2,1.0,0,4,4,1,0,0,0,0,8
Georges Niang,0.7,2024-03-31,CLE,@,DEN,L,23.233333333333334,2,8,0.25,0,3,0.0,0,0,0.0,1,4,5,2,1,0,2,2,4
Kenrich Williams,7.4,2024-03-31,OKC,@,NYK,W,10.4,3,4,0.75,1,2,0.5,0,0,0.0,1,1,2,1,0,1,0,1,7
Sasha Vezenkov,5.2,2024-03-31,SAC,,UTA,W,9.878333333333334,2,3,0.667,1,1,1.0,0,0,0.0,0,2,2,1,2,0,1,2,5
Javonte Green,4.0,2024-03-31,CHI,@,MIN,W,15.783333333333333,1,4,0.25,1,2,0.5,0,0,0.0,3,3,6,1,0,1,1,0,3
Terance Mann,6.5,2024-03-31,LAC,@,CHA,W,24.9,2,4,0.5,1,3,0.333,2,2,1.0,0,3,3,2,0,0,0,2,7
Justin Holiday,4.3,2024-03-31,DEN,,CLE,W,19.633333333333333,3,7,0.429,1,3,0.333,0,0,0.0,1,0,1,0,1,1,1,1,7
Chet Holmgren,-2.6,2024-03-31,OKC,@,NYK,W,26.22833333333333,2,8,0.25,1,6,0.167,0,2,0.0,1,4,5,0,0,1,3,4,5
Jaden Hardy,2.8,2024-03-31,DAL,@,HOU,W,15.683333333333334,3,7,0.429,2,5,0.4,0,0,0.0,0,2,2,1,0,0,2,2,8
Gary Payton II,5.2,2024-03-31,GSW,@,SAS,W,20.121666666666666,2,3,0.667,0,1,0.0,0,0,0.0,0,3,3,1,1,1,0,2,4
Noah Clowney,4.4,2024-03-31,BKN,,LAL,L,15.383333333333333,1,2,0.5,0,0,0.0,1,2,0.5,1,5,6,0,1,0,0,1,3
Devonte' Graham,3.3,2024-03-31,SAS,,GSW,L,18.3,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,2,0,0,2,1,6
Dereck Lively II,4.7,2024-03-31,DAL,@,HOU,W,13.341666666666667,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,1,2,0,1,2
Kobi Simmons,5.4,2024-03-31,TOR,,PHI,L,15.516666666666667,3,6,0.5,0,1,0.0,0,0,0.0,0,1,1,3,0,0,0,0,6
Derrick Jones Jr.,-0.6,2024-03-31,DAL,@,HOU,W,21.183333333333334,1,6,0.167,0,1,0.0,0,0,0.0,1,4,5,1,1,0,2,1,2
Nickeil Alexander-Walker,1.5,2024-03-31,MIN,,CHI,L,22.183333333333334,2,7,0.286,1,5,0.2,0,0,0.0,0,2,2,2,0,0,1,1,5
Cason Wallace,4.9,2024-03-31,OKC,@,NYK,W,15.596666666666666,2,3,0.667,2,2,1.0,0,0,0.0,0,2,2,0,0,0,0,1,6
Isaiah Joe,4.3,2024-03-31,OKC,@,NYK,W,15.605,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,0,0,0,1,0,6
KJ Martin,3.9,2024-03-31,PHI,@,TOR,W,10.295,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,2,0,0,0,1,2
Johnny Davis,4.6,2024-03-31,WAS,,MIA,L,18.748333333333335,2,3,0.667,0,0,0.0,0,0,0.0,1,4,5,0,0,0,0,0,4
Omer Yurtseven,1.9,2024-03-31,UTA,@,SAC,L,12.371666666666666,2,6,0.333,0,0,0.0,0,0,0.0,2,2,4,1,0,0,1,1,4
Gordon Hayward,3.6,2024-03-31,OKC,@,NYK,W,11.165,2,5,0.4,1,2,0.5,0,0,0.0,1,0,1,0,1,0,0,1,5
Andrew Wiggins,-3.1,2024-03-31,GSW,@,SAS,W,21.581666666666667,2,12,0.167,0,2,0.0,0,0,0.0,2,3,5,0,0,0,1,2,4
Alec Burks,1.5,2024-03-31,NYK,,OKC,L,12.416666666666666,2,8,0.25,1,3,0.333,0,0,0.0,0,2,2,1,0,0,0,0,5
Jules Bernard,6.0,2024-03-31,WAS,,MIA,L,8.166666666666666,2,2,1.0,1,1,1.0,1,2,0.5,0,1,1,1,0,0,0,0,6
Thomas Bryant,1.1,2024-03-31,MIA,@,WAS,W,10.116666666666667,2,3,0.667,0,0,0.0,0,0,0.0,0,3,3,0,0,1,2,3,4
Tristan Vukcevic,2.1,2024-03-31,WAS,,MIA,L,13.333333333333334,1,3,0.333,1,2,0.5,0,0,0.0,0,2,2,2,0,0,0,3,3
Torrey Craig,1.8,2024-03-31,CHI,@,MIN,W,12.95,1,2,0.5,1,1,1.0,0,0,0.0,1,3,4,0,0,0,1,2,3
Marcus Morris Sr.,0.9,2024-03-31,CLE,@,DEN,L,12.316666666666666,3,7,0.429,1,3,0.333,0,0,0.0,0,0,0,0,0,0,2,1,7
Blake Wesley,3.7,2024-03-31,SAS,,GSW,L,11.6,0,1,0.0,0,1,0.0,1,2,0.5,1,0,1,5,0,0,0,1,1
Mouhamadou Gueye,3.7,2024-03-31,TOR,,PHI,L,6.7,1,2,0.5,0,0,0.0,1,2,0.5,1,0,1,1,0,1,0,0,3
Kevon Looney,5.0,2024-03-31,GSW,@,SAS,W,8.8,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,1,0,0,0,1,4
Johnny Juzang,-1.0,2024-03-31,UTA,@,SAC,L,20.966666666666665,1,7,0.143,1,7,0.143,0,0,0.0,0,2,2,1,0,0,0,2,3
Luguentz Dort,-2.3,2024-03-31,OKC,@,NYK,W,28.76,1,5,0.2,1,5,0.2,1,4,0.25,0,1,1,1,0,0,1,5,4
Jalen Pickett,4.1,2024-03-31,DEN,,CLE,W,2.9833333333333334,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,1,0,5
Mason Plumlee,2.0,2024-03-31,LAC,@,CHA,W,6.783333333333333,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,2,0,1,0,1,0
Amir Coffey,0.9,2024-03-31,LAC,@,CHA,W,15.73,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,2,0,1,1,3,2
Gabe Vincent,-0.2,2024-03-31,LAL,@,BKN,W,14.016666666666667,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,1,1,0,1,2,2
Bojan Bogdanovic,2.9,2024-03-31,NYK,,OKC,L,10.731666666666667,2,4,0.5,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,0,5
JT Thor,3.0,2024-03-31,CHA,,LAC,L,7.05,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,3
Reggie Bullock Jr.,2.3,2024-03-31,HOU,,DAL,L,10.783333333333333,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,3
Spencer Dinwiddie,-1.7,2024-03-31,LAL,@,BKN,W,21.183333333333334,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,2,0,1,3,1,0
Maxi Kleber,-0.2,2024-03-31,DAL,@,HOU,W,20.3,1,2,0.5,0,1,0.0,0,0,0.0,1,3,4,0,0,0,2,2,2
Day'Ron Sharpe,2.1,2024-03-31,BKN,,LAL,L,9.25,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,1,0,0,2,0,4
Tristan Thompson,2.0,2024-03-31,CLE,@,DEN,L,9.066666666666666,0,1,0.0,0,0,0.0,0,0,0.0,2,2,4,1,0,0,0,0,0
Collin Gillespie,3.0,2024-03-31,DEN,,CLE,W,2.9833333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2
Alex Len,-0.6,2024-03-31,SAC,,UTA,W,12.131666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,1,1,4,0
Sam Merrill,-0.2,2024-03-31,CLE,@,DEN,L,15.666666666666666,1,5,0.2,1,4,0.25,0,0,0.0,0,0,0,1,0,0,0,2,3
Jamal Cain,3.0,2024-03-31,MIA,@,WAS,W,0.5483333333333333,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3
Jae'Sean Tate,0.3,2024-03-31,HOU,,DAL,L,8.066666666666666,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,0,2,0,2
Jordan McLaughlin,1.7,2024-03-31,MIN,,CHI,L,14.033333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,3,0,0,0,0,0
Dalen Terry,-1.9,2024-03-31,CHI,@,MIN,W,11.116666666666667,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,1,1,3,0
Jalen Wilson,2.0,2024-03-31,BKN,,LAL,L,7.716666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2
Garrett Temple,0.8,2024-03-31,TOR,,PHI,L,9.366666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,2
Damian Jones,1.9,2024-03-31,CLE,@,DEN,L,5.016666666666667,1,2,0.5,0,1,0.0,1,1,1.0,0,1,1,0,0,0,0,1,3
Dillon Brooks,-6.2,2024-03-31,HOU,,DAL,L,27.5,0,8,0.0,0,7,0.0,0,0,0.0,0,3,3,1,0,0,1,3,0
Hunter Tyson,2.3,2024-03-31,DEN,,CLE,W,3.5166666666666666,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3
Chris Duarte,2.7,2024-03-31,SAC,,UTA,W,1.9,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3
Kessler Edwards,1.2,2024-03-31,SAC,,UTA,W,10.283333333333333,1,2,0.5,1,2,0.5,0,2,0.0,0,0,0,0,0,0,0,0,3
Olivier-Maxence Prosper,1.4,2024-03-31,DAL,@,HOU,W,1.9666666666666666,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,0
Nate Williams,2.4,2024-03-31,HOU,,DAL,L,5.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2
