Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Julius Erving,52.0,1975-02-22,BKN,,LAC,"W, 126-93",36.0,19.0,23.0,13.0,15.0,8.0,11.0,19.0,4.0,4.0,2.0,6.0,2.0,51.0
David Thompson,44.4,1976-02-27,DEN,,SAS,"W, 140-116",34.0,17.0,20.0,16.0,19.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,5.0,50.0
Julius Erving,41.6,1975-02-14,BKN,@,LAC,"L, 166-176 (4OT)",66.0,25.0,51.0,13.0,19.0,7.0,16.0,23.0,8.0,2.0,2.0,10.0,5.0,63.0
Julius Erving,41.0,1976-01-09,BKN,,KEN,"W, 107-101",42.0,12.0,19.0,13.0,19.0,8.0,6.0,14.0,6.0,4.0,1.0,1.0,1.0,37.0
George McGinnis,39.9,1975-04-12,IND,,SAS,"L, 109-110",48.0,21.0,40.0,6.0,11.0,7.0,10.0,17.0,10.0,3.0,0.0,5.0,6.0,51.0
Freddie Lewis,38.3,1974-04-18,IND,,UTA,"W, 118-107",45.0,16.0,21.0,6.0,8.0,3.0,3.0,6.0,6.0,4.0,0.0,3.0,2.0,40.0
Julius Erving,37.9,1974-04-30,BKN,,UTA,"W, 89-85",47.0,19.0,29.0,9.0,10.0,1.0,9.0,10.0,3.0,2.0,1.0,3.0,3.0,47.0
Julius Erving,37.6,1976-01-10,BKN,@,SSL,"L, 130-141 (2OT)",53.0,19.0,37.0,9.0,10.0,2.0,6.0,8.0,6.0,5.0,3.0,6.0,3.0,49.0
Maurice Lucas,36.1,1975-03-28,SSL,,IND,"W, 125-96",45.0,13.0,14.0,2.0,2.0,7.0,15.0,22.0,6.0,3.0,1.0,3.0,4.0,28.0
Moses Malone,36.1,1975-04-09,UTA,,DEN,"W, 122-108",39.0,13.0,16.0,4.0,7.0,14.0,18.0,32.0,1.0,0.0,0.0,1.0,4.0,30.0
Artis Gilmore,40.6,1973-04-30,KEN,,IND,"W, 114-102",47.0,11.0,16.0,7.0,12.0,7.0,19.0,26.0,6.0,0.0,7.0,2.0,5.0,29.0
Bo Lamar,35.9,1975-02-14,LAC,,BKN,"W, 176-166 (4OT)",49.0,18.0,30.0,8.0,9.0,3.0,2.0,5.0,4.0,3.0,0.0,3.0,1.0,45.0
George Gervin,35.1,1975-04-14,SAS,,IND,"W, 123-117",46.0,16.0,31.0,10.0,13.0,8.0,9.0,17.0,2.0,1.0,1.0,1.0,2.0,42.0
Willie Wise,35.3,1973-02-19,UTA,,LAC,"W, 99-89",46.0,18.0,33.0,7.0,7.0,7.0,3.0,10.0,4.0,2.0,1.0,2.0,4.0,43.0
Larry Kenon,34.7,1975-12-21,SAS,@,SSL,"W, 108-106",44.0,17.0,30.0,8.0,9.0,7.0,8.0,15.0,3.0,1.0,1.0,3.0,2.0,42.0
Artis Gilmore,34.4,1975-05-17,KEN,@,IND,"W, 109-101",47.0,17.0,28.0,7.0,8.0,11.0,17.0,28.0,1.0,0.0,1.0,6.0,4.0,41.0
Moses Malone,34.2,1974-12-26,UTA,@,DEN,"L, 102-107",44.0,12.0,17.0,12.0,18.0,16.0,9.0,25.0,0.0,2.0,0.0,7.0,3.0,36.0
Maurice Lucas,33.9,1975-03-09,SSL,,KEN,"W, 103-92",44.0,13.0,24.0,4.0,4.0,6.0,9.0,15.0,4.0,6.0,2.0,0.0,4.0,30.0
Artis Gilmore,33.7,1975-05-22,KEN,,IND,"W, 110-105",47.0,11.0,20.0,6.0,8.0,8.0,23.0,31.0,5.0,1.0,3.0,1.0,5.0,28.0
George McGinnis,33.6,1975-03-23,IND,,UTA,"W, 117-112",48.0,16.0,27.0,11.0,15.0,2.0,9.0,11.0,5.0,2.0,1.0,5.0,4.0,44.0
Julius Erving,33.0,1975-03-12,BKN,@,SSL,"W, 124-96",32.0,11.0,16.0,5.0,5.0,4.0,7.0,11.0,8.0,2.0,3.0,1.0,2.0,27.0
Bill Keller,32.9,1974-04-01,IND,,SAS,"W, 128-101",30.0,12.0,19.0,6.0,8.0,2.0,4.0,6.0,4.0,1.0,0.0,2.0,3.0,39.0
Marvin Barnes,32.8,1976-01-10,SSL,,BKN,"W, 141-130 (2OT)",53.0,18.0,27.0,2.0,2.0,5.0,9.0,14.0,3.0,2.0,4.0,5.0,4.0,38.0
Swen Nater,32.3,1975-12-19,BKN,,SAS,"W, 113-97",37.0,13.0,16.0,1.0,1.0,11.0,16.0,27.0,2.0,1.0,0.0,2.0,4.0,27.0
Bill Keller,31.9,1974-12-26,IND,,KEN,"W, 122-111",42.0,13.0,22.0,6.0,6.0,4.0,4.0,8.0,5.0,2.0,0.0,0.0,1.0,33.0
Billy Knight,31.9,1975-05-22,IND,@,KEN,"L, 105-110",47.0,18.0,29.0,4.0,5.0,4.0,4.0,8.0,4.0,2.0,0.0,3.0,1.0,40.0
Billy Knight,31.8,1974-11-06,IND,,DEN,"W, 136-116",38.0,15.0,26.0,8.0,10.0,6.0,8.0,14.0,0.0,4.0,0.0,3.0,2.0,38.0
George McGinnis,31.8,1974-03-08,IND,,MMT,"W, 115-103",44.0,13.0,19.0,6.0,6.0,2.0,13.0,15.0,4.0,4.0,0.0,3.0,3.0,32.0
Julius Erving,37.9,1973-10-10,BKN,@,IND,"L, 99-118",46.0,19.0,36.0,4.0,4.0,8.0,10.0,18.0,3.0,0.0,4.0,5.0,3.0,42.0
George McGinnis,31.7,1975-04-10,IND,,SAS,"W, 113-103 (OT)",50.0,13.0,31.0,15.0,22.0,11.0,13.0,24.0,9.0,2.0,1.0,10.0,4.0,42.0
Artis Gilmore,37.5,1973-05-10,KEN,@,IND,"W, 109-93",46.0,13.0,20.0,3.0,5.0,5.0,16.0,21.0,6.0,1.0,2.0,2.0,2.0,29.0
Marvin Barnes,30.8,1975-04-23,SSL,@,KEN,"L, 103-108",48.0,19.0,38.0,5.0,7.0,10.0,7.0,17.0,1.0,3.0,4.0,6.0,5.0,43.0
Artis Gilmore,29.1,1973-05-03,KEN,@,IND,"W, 92-88",48.0,13.0,21.0,2.0,9.0,7.0,9.0,16.0,6.0,1.0,7.0,1.0,5.0,28.0
Artis Gilmore,30.4,1975-01-19,KEN,,DEN,"W, 114-101",41.0,15.0,19.0,4.0,7.0,4.0,16.0,20.0,2.0,1.0,3.0,6.0,3.0,34.0
George McGinnis,30.2,1975-03-14,IND,,UTA,"W, 121-111",43.0,11.0,28.0,9.0,10.0,7.0,10.0,17.0,13.0,3.0,0.0,4.0,3.0,31.0
Dan Issel,35.3,1973-04-28,KEN,,IND,"L, 107-111 (OT)",50.0,15.0,25.0,3.0,4.0,7.0,13.0,20.0,2.0,0.0,1.0,1.0,3.0,33.0
George McGinnis,29.8,1974-12-04,IND,,UTA,"W, 104-100",46.0,14.0,24.0,9.0,14.0,8.0,9.0,17.0,7.0,3.0,0.0,9.0,3.0,37.0
Donnie Freeman,29.0,1974-01-27,IND,,VIR,"W, 119-113",43.0,15.0,26.0,5.0,6.0,4.0,2.0,6.0,8.0,2.0,0.0,4.0,1.0,35.0
James Silas,28.7,1974-10-18,SAS,@,IND,"W, 129-121 (2OT)",55.0,15.0,20.0,10.0,12.0,0.0,4.0,4.0,1.0,2.0,0.0,6.0,1.0,40.0
George McGinnis,31.8,1973-03-04,IND,,DLC,"W, 121-118",48.0,14.0,28.0,8.0,11.0,5.0,8.0,13.0,5.0,3.0,0.0,3.0,4.0,36.0
Billy Cunningham,29.1,1972-10-27,CAR,,KEN,"W, 114-112",44.0,12.0,24.0,3.0,5.0,7.0,10.0,17.0,6.0,6.0,2.0,4.0,3.0,27.0
Artis Gilmore,28.3,1975-04-27,KEN,@,SSL,"W, 117-98",46.0,12.0,16.0,9.0,12.0,3.0,13.0,16.0,1.0,1.0,2.0,5.0,3.0,33.0
George McGinnis,28.3,1974-10-23,IND,,SSL,"W, 122-107",42.0,13.0,27.0,6.0,9.0,4.0,12.0,16.0,9.0,3.0,1.0,4.0,3.0,32.0
George McGinnis,28.1,1974-12-26,IND,,KEN,"W, 122-111",42.0,12.0,22.0,7.0,9.0,3.0,11.0,14.0,10.0,2.0,1.0,5.0,4.0,31.0
George McGinnis,28.1,1974-12-21,IND,,BKN,"L, 122-134",42.0,12.0,27.0,5.0,8.0,5.0,13.0,18.0,6.0,2.0,2.0,3.0,4.0,33.0
Moses Malone,28.0,1975-03-23,UTA,@,IND,"L, 112-117",47.0,10.0,19.0,8.0,15.0,11.0,18.0,29.0,2.0,1.0,2.0,4.0,2.0,28.0
Artis Gilmore,27.9,1975-01-09,KEN,@,SSL,"W, 123-116",45.0,14.0,21.0,0.0,0.0,4.0,16.0,20.0,4.0,0.0,8.0,5.0,5.0,28.0
Freddie Lewis,27.9,1975-11-28,SSL,,IND,"W, 113-112",45.0,14.0,21.0,3.0,4.0,2.0,7.0,9.0,5.0,2.0,0.0,2.0,4.0,32.0
George Carter,27.7,1974-01-27,VIR,@,IND,"L, 113-119",42.0,15.0,21.0,4.0,4.0,3.0,5.0,8.0,2.0,1.0,0.0,2.0,4.0,34.0
Julius Erving,27.7,1974-05-04,BKN,,UTA,"W, 118-94",40.0,12.0,21.0,8.0,10.0,4.0,5.0,9.0,4.0,3.0,3.0,5.0,2.0,32.0
George McGinnis,37.9,1973-11-23,IND,,KEN,"W, 118-114",48.0,16.0,29.0,5.0,6.0,2.0,18.0,20.0,4.0,3.0,0.0,6.0,4.0,37.0
George Gervin,27.5,1975-04-16,SAS,@,IND,"L, 100-115",43.0,12.0,27.0,10.0,11.0,6.0,4.0,10.0,3.0,1.0,3.0,1.0,4.0,34.0
Julius Erving,27.4,1974-01-06,BKN,,KEN,"W, 103-100",39.0,13.0,21.0,3.0,3.0,5.0,5.0,10.0,5.0,3.0,2.0,3.0,5.0,29.0
Willie Wise,27.2,1974-05-10,UTA,@,BKN,"L, 100-111",48.0,14.0,27.0,5.0,6.0,2.0,6.0,8.0,6.0,2.0,1.0,2.0,3.0,34.0
Julius Erving,27.1,1975-10-24,BKN,@,SSL,"W, 109-94",34.0,11.0,23.0,5.0,6.0,6.0,6.0,12.0,5.0,3.0,1.0,1.0,0.0,27.0
Billy Knight,26.8,1975-05-17,IND,,KEN,"L, 101-109",44.0,13.0,15.0,2.0,3.0,3.0,9.0,12.0,5.0,0.0,0.0,3.0,2.0,28.0
Artis Gilmore,29.3,1973-11-23,KEN,@,IND,"L, 114-118",45.0,11.0,21.0,7.0,9.0,9.0,7.0,16.0,2.0,1.0,3.0,3.0,3.0,29.0
Billy Knight,26.6,1975-04-16,IND,,SAS,"W, 115-100",44.0,14.0,22.0,5.0,7.0,3.0,8.0,11.0,1.0,0.0,0.0,1.0,0.0,33.0
Steve Green,26.5,1975-11-25,UTA,@,KEN,"L, 123-125 (2OT)",53.0,11.0,18.0,7.0,8.0,5.0,2.0,7.0,4.0,2.0,0.0,2.0,2.0,29.0
Maurice Lucas,26.5,1975-11-30,SSL,,SAS,"L, 115-127",41.0,18.0,34.0,3.0,5.0,5.0,13.0,18.0,2.0,1.0,1.0,4.0,4.0,39.0
Billy Paultz,26.5,1975-11-30,SAS,@,SSL,"W, 127-115",40.0,12.0,16.0,5.0,6.0,0.0,9.0,9.0,3.0,0.0,1.0,0.0,3.0,29.0
Artis Gilmore,34.8,1973-11-17,KEN,,IND,"W, 100-96",48.0,9.0,16.0,4.0,5.0,2.0,25.0,27.0,5.0,1.0,8.0,5.0,4.0,22.0
Ticky Burden,26.3,1975-12-03,VIR,@,SSL,"W, 114-112",48.0,12.0,26.0,12.0,13.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,36.0
Artis Gilmore,26.2,1975-01-11,KEN,@,UTA,"W, 95-89",40.0,11.0,19.0,6.0,8.0,8.0,14.0,22.0,1.0,3.0,2.0,5.0,5.0,28.0
George McGinnis,26.2,1974-03-24,IND,,UTA,"W, 101-89",44.0,13.0,22.0,7.0,10.0,2.0,13.0,15.0,3.0,2.0,0.0,4.0,2.0,33.0
George McGinnis,26.2,1974-10-18,IND,,SAS,"L, 121-129 (2OT)",49.0,15.0,32.0,7.0,10.0,6.0,8.0,14.0,6.0,3.0,0.0,5.0,5.0,37.0
George McGinnis,31.6,1973-12-12,IND,,LAC,"L, 113-119",41.0,7.0,15.0,16.0,22.0,6.0,11.0,17.0,2.0,1.0,0.0,2.0,4.0,30.0
Mack Calvin,26.1,1975-01-30,DEN,@,SSL,"W, 123-111",36.0,8.0,13.0,12.0,13.0,0.0,3.0,3.0,13.0,2.0,0.0,6.0,4.0,28.0
Billy Paultz,31.2,1973-12-16,BKN,,UTA,"W, 129-109",33.0,11.0,15.0,4.0,8.0,3.0,13.0,16.0,3.0,0.0,3.0,2.0,1.0,26.0
Freddie Lewis,25.9,1975-01-09,SSL,,KEN,"L, 116-123",45.0,10.0,19.0,5.0,6.0,3.0,0.0,3.0,9.0,5.0,0.0,2.0,2.0,25.0
George McGinnis,35.3,1973-12-28,IND,,MMT,"W, 91-86",46.0,14.0,25.0,9.0,12.0,2.0,13.0,15.0,3.0,1.0,1.0,6.0,3.0,37.0
Moses Malone,25.7,1975-04-06,UTA,@,DEN,"L, 107-122",44.0,10.0,16.0,5.0,5.0,9.0,10.0,19.0,1.0,0.0,1.0,2.0,2.0,25.0
George McGinnis,30.2,1973-04-16,IND,,UTA,"W, 118-108",43.0,14.0,24.0,3.0,7.0,9.0,8.0,17.0,3.0,1.0,1.0,3.0,5.0,31.0
Billy Paultz,25.7,1974-12-21,BKN,@,IND,"W, 134-122",40.0,12.0,18.0,6.0,6.0,2.0,7.0,9.0,3.0,1.0,1.0,3.0,2.0,30.0
John Roche,25.7,1975-04-02,UTA,@,IND,"W, 119-112",33.0,9.0,14.0,9.0,12.0,1.0,1.0,2.0,7.0,1.0,0.0,2.0,2.0,29.0
Billy Knight,25.2,1975-04-02,IND,,UTA,"L, 112-119",38.0,10.0,18.0,5.0,7.0,9.0,5.0,14.0,8.0,2.0,0.0,5.0,2.0,25.0
Roger Brown,25.1,1974-04-12,IND,,SAS,"W, 86-79",48.0,7.0,16.0,12.0,15.0,3.0,8.0,11.0,3.0,3.0,1.0,2.0,4.0,28.0
Billy Paultz,26.5,1973-11-08,BKN,@,UTA,"L, 109-124",31.0,9.0,16.0,8.0,11.0,7.0,6.0,13.0,2.0,1.0,0.0,0.0,3.0,26.0
Bobby Jones,24.9,1974-11-20,DEN,@,IND,"W, 117-106",37.0,12.0,16.0,3.0,3.0,6.0,4.0,10.0,5.0,2.0,2.0,6.0,5.0,27.0
Freddie Lewis,24.9,1975-03-09,SSL,,KEN,"W, 103-92",44.0,12.0,21.0,5.0,7.0,1.0,2.0,3.0,9.0,2.0,0.0,3.0,0.0,29.0
Willie Wise,25.5,1973-04-04,UTA,,LAC,"W, 103-92",45.0,11.0,24.0,7.0,8.0,5.0,5.0,10.0,5.0,3.0,2.0,3.0,3.0,29.0
Willie Wise,26.9,1973-03-28,UTA,,IND,"W, 138-136",39.0,12.0,21.0,4.0,8.0,5.0,5.0,10.0,6.0,3.0,0.0,3.0,2.0,28.0
Donnie Freeman,24.6,1974-01-05,IND,,KEN,"W, 100-92",36.0,8.0,16.0,11.0,15.0,5.0,2.0,7.0,5.0,2.0,0.0,2.0,1.0,27.0
Dan Issel,32.7,1973-04-24,KEN,@,CAR,"W, 107-96",44.0,13.0,19.0,5.0,8.0,0.0,17.0,17.0,1.0,2.0,1.0,4.0,4.0,31.0
Billy Knight,24.6,1975-04-12,IND,,SAS,"L, 109-110",48.0,14.0,20.0,0.0,0.0,2.0,10.0,12.0,2.0,1.0,0.0,1.0,2.0,28.0
Swen Nater,24.5,1975-03-13,SAS,,BKN,"L, 94-108",45.0,9.0,15.0,3.0,3.0,4.0,17.0,21.0,1.0,0.0,4.0,1.0,0.0,21.0
Dan Issel,24.4,1975-05-17,KEN,@,IND,"W, 109-101",43.0,9.0,18.0,8.0,10.0,7.0,5.0,12.0,4.0,1.0,0.0,0.0,5.0,26.0
Moses Malone,24.4,1975-02-03,UTA,,BKN,"W, 111-106",43.0,10.0,14.0,9.0,14.0,10.0,8.0,18.0,1.0,0.0,1.0,6.0,4.0,29.0
Moses Malone,24.3,1975-01-08,UTA,@,LAC,"L, 113-122",47.0,8.0,17.0,13.0,19.0,12.0,12.0,24.0,0.0,1.0,0.0,5.0,4.0,29.0
Marvin Barnes,24.2,1975-01-09,SSL,,KEN,"L, 116-123",48.0,13.0,30.0,3.0,5.0,6.0,8.0,14.0,8.0,3.0,0.0,3.0,1.0,29.0
Moses Malone,24.2,1975-03-26,UTA,@,DEN,"L, 109-121",40.0,11.0,19.0,5.0,9.0,9.0,5.0,14.0,4.0,1.0,1.0,3.0,4.0,27.0
George McGinnis,24.2,1975-04-16,IND,,SAS,"W, 115-100",47.0,10.0,28.0,11.0,16.0,5.0,18.0,23.0,14.0,3.0,1.0,11.0,4.0,32.0
Ron Boone,24.0,1975-12-21,SSL,,SAS,"L, 106-108",46.0,11.0,24.0,6.0,6.0,1.0,3.0,4.0,8.0,4.0,0.0,2.0,2.0,28.0
Freddie Lewis,24.0,1974-04-06,IND,,SAS,"W, 105-100",45.0,10.0,21.0,15.0,19.0,3.0,2.0,5.0,4.0,0.0,0.0,3.0,3.0,35.0
George McGinnis,24.0,1975-05-13,IND,@,KEN,"L, 94-120",41.0,13.0,25.0,8.0,12.0,5.0,7.0,12.0,9.0,0.0,0.0,7.0,5.0,35.0
George McGinnis,23.8,1975-05-15,IND,@,KEN,"L, 93-95",42.0,10.0,19.0,9.0,11.0,3.0,13.0,16.0,5.0,1.0,0.0,5.0,4.0,30.0
George Gervin,23.7,1975-11-12,SAS,,VIR,"W, 144-112",29.0,9.0,18.0,8.0,8.0,5.0,8.0,13.0,1.0,1.0,1.0,0.0,4.0,26.0
Caldwell Jones,23.7,1976-01-10,SSL,,BKN,"W, 141-130 (2OT)",52.0,9.0,17.0,2.0,2.0,6.0,15.0,21.0,4.0,2.0,3.0,2.0,4.0,20.0
Freddie Lewis,24.5,1973-04-28,IND,@,KEN,"W, 111-107 (OT)",53.0,12.0,28.0,5.0,6.0,2.0,2.0,4.0,13.0,1.0,0.0,1.0,3.0,29.0
Artis Gilmore,23.4,1975-11-23,KEN,@,SSL,"W, 93-85",42.0,10.0,19.0,9.0,9.0,5.0,5.0,10.0,4.0,0.0,1.0,4.0,2.0,29.0
George McGinnis,23.4,1974-04-18,IND,,UTA,"W, 118-107",44.0,11.0,18.0,8.0,12.0,7.0,6.0,13.0,2.0,2.0,1.0,6.0,4.0,30.0
Louie Dampier,23.7,1973-05-10,KEN,@,IND,"W, 109-93",42.0,10.0,15.0,4.0,4.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,25.0
Freddie Lewis,26.1,1973-05-08,IND,@,KEN,"W, 89-86",36.0,10.0,16.0,9.0,10.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,31.0
Moses Malone,23.2,1976-03-14,SSL,,SAS,"W, 111-95",39.0,10.0,18.0,7.0,10.0,7.0,5.0,12.0,2.0,1.0,0.0,2.0,2.0,27.0
Julius Erving,23.0,1975-02-06,BKN,@,SSL,"W, 113-92",35.0,9.0,16.0,4.0,5.0,5.0,7.0,12.0,7.0,1.0,1.0,2.0,3.0,22.0
Donnie Freeman,22.0,1973-04-14,IND,@,UTA,"W, 116-110",41.0,13.0,21.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,31.0
Darnell Hillman,23.0,1975-02-15,IND,,MMS,"W, 115-113 (OT)",53.0,12.0,23.0,7.0,9.0,6.0,3.0,9.0,3.0,1.0,3.0,5.0,3.0,31.0
Mike Jackson,23.0,1975-12-03,VIR,@,SSL,"W, 114-112",48.0,12.0,16.0,2.0,2.0,4.0,7.0,11.0,1.0,3.0,0.0,4.0,3.0,26.0
Ralph Simpson,23.0,1975-01-30,DEN,@,SSL,"W, 123-111",37.0,13.0,17.0,2.0,2.0,0.0,5.0,5.0,6.0,2.0,0.0,6.0,0.0,28.0
Don Buse,22.9,1975-02-15,IND,,MMS,"W, 115-113 (OT)",45.0,6.0,10.0,2.0,2.0,1.0,6.0,7.0,6.0,8.0,0.0,0.0,3.0,14.0
Travis Grant,22.9,1975-02-14,LAC,,BKN,"W, 176-166 (4OT)",44.0,12.0,23.0,6.0,8.0,5.0,11.0,16.0,4.0,1.0,0.0,4.0,4.0,30.0
Jimmy Jones,22.9,1974-05-08,UTA,,BKN,"W, 97-89",38.0,9.0,13.0,6.0,7.0,0.0,4.0,4.0,4.0,3.0,0.0,1.0,3.0,24.0
Bill Keller,29.1,1973-11-23,IND,,KEN,"W, 118-114",36.0,11.0,16.0,4.0,4.0,2.0,8.0,10.0,3.0,1.0,0.0,4.0,3.0,28.0
Freddie Lewis,22.9,1975-03-28,SSL,,IND,"W, 125-96",43.0,11.0,17.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,0.0,4.0,2.0,24.0
James Silas,22.9,1975-11-30,SAS,@,SSL,"W, 127-115",41.0,11.0,16.0,8.0,11.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,30.0
Marvin Barnes,22.8,1975-12-21,SSL,,SAS,"L, 106-108",38.0,11.0,19.0,4.0,7.0,4.0,11.0,15.0,1.0,3.0,3.0,3.0,5.0,26.0
Marvin Barnes,22.8,1975-12-03,SSL,,VIR,"L, 112-114",42.0,10.0,31.0,6.0,8.0,12.0,11.0,23.0,6.0,3.0,2.0,3.0,5.0,26.0
George McGinnis,22.8,1975-05-22,IND,@,KEN,"L, 105-110",43.0,10.0,20.0,8.0,11.0,1.0,10.0,11.0,9.0,1.0,0.0,6.0,5.0,31.0
John Williamson,22.8,1976-01-10,BKN,@,SSL,"L, 130-141 (2OT)",45.0,15.0,22.0,2.0,5.0,4.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,32.0
James Silas,22.7,1974-04-06,SAS,@,IND,"L, 100-105",43.0,9.0,22.0,10.0,12.0,3.0,5.0,8.0,7.0,2.0,0.0,2.0,3.0,28.0
Coby Dietrick,25.5,1973-03-04,DLC,@,IND,"L, 118-121",34.0,10.0,16.0,1.0,1.0,5.0,9.0,14.0,5.0,1.0,1.0,1.0,4.0,21.0
Moses Malone,22.6,1974-12-19,UTA,,SAS,"W, 105-100",42.0,10.0,15.0,3.0,4.0,8.0,17.0,25.0,0.0,2.0,2.0,6.0,4.0,23.0
Billy Knight,22.5,1974-10-23,IND,,SSL,"W, 122-107",33.0,9.0,9.0,3.0,5.0,2.0,7.0,9.0,1.0,4.0,2.0,3.0,4.0,21.0
George Gervin,22.4,1975-11-30,SAS,@,SSL,"W, 127-115",37.0,9.0,20.0,11.0,11.0,0.0,13.0,13.0,4.0,0.0,1.0,2.0,4.0,29.0
Billy Knight,22.3,1975-11-28,IND,@,SSL,"L, 112-113",45.0,16.0,34.0,6.0,8.0,3.0,7.0,10.0,5.0,0.0,0.0,5.0,3.0,39.0
Darnell Hillman,22.2,1975-03-14,IND,,UTA,"W, 121-111",32.0,10.0,15.0,3.0,3.0,4.0,8.0,12.0,3.0,0.0,0.0,0.0,4.0,23.0
Ron Boone,22.1,1976-01-10,SSL,,BKN,"W, 141-130 (2OT)",55.0,11.0,23.0,8.0,10.0,1.0,2.0,3.0,8.0,4.0,1.0,5.0,5.0,30.0
James Silas,22.0,1975-04-12,SAS,@,IND,"W, 110-109",41.0,9.0,16.0,7.0,8.0,1.0,1.0,2.0,10.0,2.0,0.0,3.0,5.0,25.0
Brian Taylor,22.0,1975-02-14,BKN,@,LAC,"L, 166-176 (4OT)",47.0,12.0,22.0,1.0,1.0,1.0,3.0,4.0,2.0,9.0,0.0,3.0,6.0,26.0
Zelmo Beaty,21.8,1974-05-06,UTA,,BKN,"L, 100-103 (OT)",46.0,7.0,13.0,8.0,10.0,3.0,13.0,16.0,1.0,2.0,2.0,2.0,3.0,22.0
Joe Caldwell,28.3,1973-03-09,CAR,@,IND,"L, 105-110",48.0,11.0,20.0,4.0,8.0,5.0,8.0,13.0,8.0,1.0,1.0,5.0,3.0,26.0
Larry Kenon,21.8,1974-12-21,BKN,@,IND,"W, 134-122",43.0,9.0,14.0,7.0,11.0,4.0,12.0,16.0,2.0,2.0,0.0,4.0,3.0,25.0
Randy Denton,21.7,1974-03-08,MMT,@,IND,"L, 103-115",35.0,9.0,17.0,0.0,0.0,4.0,11.0,15.0,3.0,4.0,2.0,0.0,4.0,18.0
Billy Paultz,21.7,1976-04-11,SAS,@,BKN,"W, 105-79",40.0,8.0,13.0,4.0,5.0,1.0,17.0,18.0,2.0,0.0,4.0,0.0,5.0,20.0
Willie Wise,23.5,1973-10-14,UTA,@,SAS,"W, 101-95",41.0,10.0,19.0,8.0,9.0,3.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,28.0
Lee Davis,21.6,1975-02-14,LAC,,BKN,"W, 176-166 (4OT)",40.0,8.0,16.0,9.0,12.0,4.0,6.0,10.0,1.0,1.0,3.0,1.0,4.0,25.0
Jimmy Jones,21.5,1974-05-06,UTA,,BKN,"L, 100-103 (OT)",50.0,12.0,20.0,4.0,4.0,4.0,5.0,9.0,6.0,0.0,2.0,6.0,3.0,28.0
George McGinnis,28.1,1973-04-14,IND,@,UTA,"W, 116-110",43.0,11.0,24.0,7.0,10.0,7.0,9.0,16.0,5.0,2.0,0.0,5.0,5.0,29.0
Swen Nater,29.0,1973-12-13,SAS,@,VIR,"W, 96-94",35.0,10.0,17.0,4.0,4.0,5.0,13.0,18.0,1.0,0.0,1.0,3.0,1.0,24.0
Mel Daniels,28.6,1973-10-10,IND,,BKN,"W, 118-99",43.0,8.0,17.0,6.0,7.0,5.0,13.0,18.0,5.0,0.0,0.0,2.0,1.0,22.0
George Gervin,21.4,1974-03-30,SAS,@,IND,"W, 113-109",36.0,9.0,19.0,6.0,6.0,3.0,7.0,10.0,4.0,2.0,1.0,1.0,4.0,24.0
Jimmy Jones,21.4,1973-10-14,UTA,@,SAS,"W, 101-95",45.0,9.0,13.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,26.0
Maurice Lucas,21.4,1975-10-26,SSL,,SDS,"W, 101-85",48.0,12.0,19.0,1.0,2.0,2.0,9.0,11.0,4.0,1.0,0.0,1.0,4.0,25.0
Donnie Freeman,24.1,1973-04-16,IND,,UTA,"W, 118-108",38.0,12.0,22.0,5.0,8.0,6.0,2.0,8.0,3.0,1.0,0.0,3.0,2.0,29.0
Larry Kenon,21.3,1975-03-12,BKN,@,SSL,"W, 124-96",34.0,9.0,13.0,3.0,3.0,1.0,9.0,10.0,4.0,1.0,0.0,1.0,1.0,21.0
Maurice Lucas,21.3,1976-01-11,KEN,@,SSL,"L, 111-113",36.0,11.0,20.0,4.0,5.0,4.0,10.0,14.0,1.0,1.0,4.0,5.0,0.0,26.0
Artis Gilmore,21.2,1975-03-24,KEN,,UTA,"W, 99-84",45.0,9.0,16.0,4.0,5.0,3.0,15.0,18.0,1.0,1.0,3.0,2.0,3.0,22.0
Larry Kenon,21.2,1975-02-06,BKN,@,SSL,"W, 113-92",43.0,9.0,19.0,6.0,6.0,5.0,11.0,16.0,4.0,0.0,1.0,3.0,1.0,24.0
George McGinnis,25.3,1973-04-30,IND,@,KEN,"L, 102-114",46.0,9.0,23.0,10.0,13.0,3.0,12.0,15.0,3.0,2.0,1.0,2.0,4.0,28.0
Ron Boone,21.1,1974-05-08,UTA,,BKN,"W, 97-89",47.0,11.0,22.0,0.0,0.0,3.0,4.0,7.0,10.0,1.0,0.0,0.0,3.0,22.0
