Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Wendell Ladner,-2.0,1974-02-01,BKN,,SAS,"W, 95-91",23.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0
Wendell Ladner,9.3,1974-02-02,BKN,@,CAR,"L, 117-125",22.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,13.0
Wendell Ladner,-1.2,1974-02-03,BKN,,KEN,"L, 91-123",32.0,4.0,15.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,6.0,10.0
Wendell Ladner,3.5,1974-02-06,BKN,@,IND,"W, 121-100",28.0,4.0,10.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,3.0,8.0
Wendell Ladner,10.0,1974-02-10,BKN,,MMT,"W, 121-91",26.0,6.0,8.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,3.0,13.0
Wendell Ladner,-1.4,1974-02-13,BKN,,VIR,"W, 123-117",19.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,6.0
Wendell Ladner,-3.6,1974-02-14,BKN,@,CAR,"W, 125-108",9.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0
Wendell Ladner,5.3,1974-02-15,BKN,@,KEN,"W, 115-101",21.0,5.0,8.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,10.0
Wendell Ladner,4.9,1974-02-16,BKN,@,UTA,"L, 105-116",27.0,5.0,14.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,5.0,14.0
Wendell Ladner,5.2,1974-02-20,BKN,,MMT,"W, 117-104",20.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,8.0
Wendell Ladner,-3.5,1974-02-22,BKN,@,LAC,"W, 121-113",14.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0
Wendell Ladner,0.2,1974-02-23,BKN,@,MMT,"L, 97-102",21.0,2.0,9.0,2.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0
Wendell Ladner,-2.5,1974-02-27,BKN,,SAS,"L, 103-107",16.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,4.0
Wendell Ladner,4.0,1974-03-02,BKN,@,VIR,"L, 101-106",23.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,9.0
Wendell Ladner,-4.3,1974-03-03,BKN,,IND,"L, 99-120",24.0,2.0,13.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,5.0
Wendell Ladner,-0.4,1974-03-07,BKN,@,DEN,"W, 114-100",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Wendell Ladner,3.6,1974-03-08,BKN,,KEN,"L, 100-111",22.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0
Wendell Ladner,18.8,1974-03-10,BKN,,VIR,"W, 114-76",23.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,2.0,17.0
Wendell Ladner,3.0,1974-03-11,BKN,,IND,"W, 124-117 (2OT)",39.0,5.0,18.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,5.0,10.0
Wendell Ladner,1.8,1974-03-13,BKN,,UTA,"W, 97-76",26.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,3.0,3.0,2.0
Wendell Ladner,0.9,1974-03-15,BKN,,DEN,"W, 112-93",24.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,0.0,0.0,6.0,2.0
Wendell Ladner,-4.5,1974-03-16,BKN,@,KEN,"W, 114-112 (OT)",22.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0
Wendell Ladner,15.5,1974-03-17,BKN,@,IND,"L, 105-117",36.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,5.0,24.0
Wendell Ladner,1.5,1974-03-20,BKN,,MMT,"W, 103-101",20.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0
Wendell Ladner,-0.9,1974-03-22,BKN,,LAC,"W, 111-106",8.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0
Wendell Ladner,1.4,1974-03-23,BKN,@,DEN,"W, 112-100",20.0,3.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0
Wendell Ladner,-2.7,1974-03-24,BKN,@,SAS,"W, 99-97",18.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0
Wendell Ladner,-2.9,1974-03-27,BKN,,DEN,"W, 102-96",11.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Wendell Ladner,-1.7,1975-04-06,BKN,,SSL,"W, 111-105",10.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
Wendell Ladner,0.9,1975-04-09,BKN,,SSL,"L, 97-115",17.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,9.0
Wendell Ladner,-4.3,1975-04-11,BKN,@,SSL,"L, 108-113",8.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Bo Lamar,9.5,1975-02-21,LAC,@,KEN,"W, 110-108",36.0,8.0,15.0,5.0,8.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0,21.0
Bo Lamar,10.6,1975-02-22,LAC,@,BKN,"L, 93-126",42.0,6.0,16.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,18.0
Bo Lamar,10.5,1975-02-23,LAC,@,VIR,"L, 98-105",44.0,11.0,23.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,22.0
Bo Lamar,5.5,1975-02-24,LAC,@,IND,"L, 108-120",38.0,3.0,10.0,1.0,4.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,7.0
Bo Lamar,19.2,1975-02-26,LAC,,UTA,"W, 115-108 (OT)",50.0,8.0,19.0,7.0,11.0,0.0,0.0,4.0,8.0,5.0,1.0,3.0,1.0,23.0
Bo Lamar,12.8,1975-02-28,LAC,,IND,"W, 115-102",44.0,12.0,21.0,2.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,8.0,4.0,26.0
Bo Lamar,-1.5,1975-03-02,LAC,,DEN,"L, 117-133",38.0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,3.0,12.0
Bo Lamar,3.9,1975-03-04,LAC,@,UTA,"L, 99-118",36.0,4.0,15.0,2.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,10.0
Bo Lamar,23.9,1975-03-07,LAC,,IND,"W, 118-116",38.0,17.0,29.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,35.0
Bo Lamar,26.6,1975-03-09,LAC,,MMS,"W, 113-107",27.0,16.0,23.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,35.0
Bo Lamar,6.2,1975-03-12,LAC,,VIR,"W, 113-103",38.0,3.0,19.0,9.0,11.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,15.0
Bo Lamar,-3.0,1975-03-19,LAC,,MMS,"L, 108-121",39.0,6.0,20.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,2.0,13.0
Bo Lamar,15.7,1975-03-21,LAC,@,IND,"L, 103-115",24.0,9.0,16.0,0.0,0.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,19.0
Bo Lamar,6.1,1975-03-23,LAC,@,SAS,"L, 102-122",18.0,5.0,14.0,3.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,13.0
Bo Lamar,14.9,1975-03-26,LAC,,IND,"L, 111-121 (OT)",41.0,11.0,26.0,4.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,26.0
Bo Lamar,7.7,1975-03-29,LAC,@,UTA,"L, 100-119",45.0,9.0,28.0,6.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,24.0
Bo Lamar,22.5,1975-03-30,LAC,@,SSL,"L, 112-116",45.0,17.0,33.0,2.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,37.0
Bo Lamar,15.0,1975-04-01,LAC,@,SAS,"L, 113-130",31.0,9.0,22.0,3.0,3.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,22.0
Bo Lamar,1.8,1975-04-02,LAC,,SSL,"L, 110-134",20.0,4.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,9.0
Bo Lamar,2.4,1975-10-24,SDS,,DEN,"L, 108-120",40.0,6.0,19.0,1.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,5.0,5.0,13.0
Bo Lamar,12.1,1975-10-25,SDS,@,UTA,"W, 99-97",39.0,13.0,25.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,7.0,1.0,29.0
Bo Lamar,10.8,1975-10-29,SDS,@,IND,"L, 100-105",46.0,9.0,20.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,1.0,18.0
Bo Lamar,16.5,1975-10-30,SDS,@,SAS,"L, 100-102",42.0,10.0,20.0,4.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,4.0,26.0
Bo Lamar,3.3,1975-11-01,SDS,,VIR,"L, 105-109",21.0,4.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0
Bo Lamar,24.8,1973-10-10,LAC,@,SAS,"W, 121-106",33.0,10.0,21.0,8.0,9.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,30.0
Bo Lamar,10.5,1974-03-30,LAC,@,UTA,"L, 99-114",40.0,10.0,21.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,2.0,23.0
Bo Lamar,9.5,1973-10-11,LAC,@,DEN,"L, 111-135",33.0,8.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
Bo Lamar,22.1,1974-04-01,LAC,@,UTA,"L, 105-119",43.0,18.0,34.0,2.0,2.0,0.0,0.0,3.0,5.0,1.0,0.0,6.0,2.0,41.0
Bo Lamar,16.8,1973-10-12,LAC,,MMT,"L, 113-118",,4.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Bo Lamar,9.9,1974-04-03,LAC,,UTA,"W, 97-96",42.0,9.0,24.0,3.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,3.0,22.0
Bo Lamar,13.7,1973-10-19,LAC,,DEN,"L, 100-113",34.0,10.0,21.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,21.0
Bo Lamar,15.7,1974-04-04,LAC,,UTA,"W, 100-98",38.0,12.0,27.0,7.0,8.0,0.0,0.0,2.0,4.0,1.0,2.0,5.0,5.0,32.0
Bo Lamar,13.5,1973-10-21,LAC,,IND,"L, 105-112 (2OT)",47.0,13.0,33.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,28.0
Bo Lamar,0.3,1974-04-06,LAC,@,UTA,"L, 93-110",40.0,7.0,21.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,3.0,14.0
Bo Lamar,20.4,1973-10-23,LAC,,SAS,"L, 110-112",42.0,14.0,25.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,31.0
Bo Lamar,16.5,1974-04-08,LAC,,UTA,"L, 99-110",38.0,15.0,34.0,2.0,2.0,0.0,0.0,9.0,7.0,0.0,0.0,2.0,4.0,33.0
Bo Lamar,24.7,1973-10-26,LAC,,UTA,"W, 122-102",36.0,15.0,29.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,36.0
Bo Lamar,16.4,1973-10-28,LAC,,MMT,"W, 146-133",34.0,7.0,17.0,5.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,2.0,19.0
Bo Lamar,5.1,1973-10-31,LAC,@,KEN,"L, 105-146",32.0,6.0,18.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0
Bo Lamar,6.4,1973-11-01,LAC,@,MMT,"W, 103-100",36.0,8.0,22.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,20.0
Bo Lamar,6.1,1973-11-02,LAC,@,UTA,"L, 110-126",38.0,9.0,25.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,2.0,18.0
Bo Lamar,9.3,1973-11-06,LAC,,DEN,"L, 104-110",37.0,9.0,23.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,21.0
Bo Lamar,29.9,1973-11-07,LAC,@,SAS,"L, 104-105",40.0,12.0,18.0,7.0,9.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,34.0
Bo Lamar,0.5,1973-11-10,LAC,,BKN,"W, 107-105",31.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0
Bo Lamar,-0.4,1973-11-11,LAC,,IND,"W, 102-101",31.0,1.0,11.0,3.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
Bo Lamar,7.4,1973-11-14,LAC,@,UTA,"L, 119-129",30.0,6.0,17.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,15.0
Bo Lamar,0.1,1973-11-16,LAC,,DEN,"L, 126-130 (OT)",26.0,3.0,17.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0
Bo Lamar,13.4,1973-11-17,LAC,@,SAS,"L, 96-118",,6.0,14.0,4.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,18.0
Bo Lamar,28.2,1973-11-21,LAC,,CAR,"W, 139-125",36.0,14.0,27.0,7.0,9.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,36.0
Bo Lamar,6.3,1973-11-23,LAC,@,CAR,"W, 110-107 (OT)",35.0,7.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0
Bo Lamar,16.4,1973-11-24,LAC,@,KEN,"L, 121-124",38.0,12.0,23.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,2.0,25.0
Bo Lamar,12.3,1973-11-27,LAC,@,IND,"L, 117-129",31.0,8.0,20.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,19.0
Bo Lamar,-2.9,1973-11-28,LAC,@,BKN,"L, 108-134",21.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Bo Lamar,22.2,1973-11-30,LAC,,VIR,"W, 145-139",32.0,12.0,22.0,5.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,29.0
Bo Lamar,8.3,1973-12-02,LAC,,UTA,"W, 105-100",31.0,6.0,20.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,15.0
Bo Lamar,7.9,1973-12-04,LAC,@,MMT,"W, 112-101",29.0,2.0,13.0,6.0,6.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,10.0
Bo Lamar,-0.6,1973-12-05,LAC,@,DEN,"L, 108-138",22.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
Bo Lamar,18.1,1973-12-07,LAC,@,UTA,"L, 113-121",37.0,11.0,28.0,2.0,4.0,0.0,0.0,7.0,6.0,4.0,0.0,2.0,0.0,25.0
Bo Lamar,18.0,1973-12-08,LAC,,SAS,"L, 85-95",,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Bo Lamar,18.8,1973-12-13,LAC,@,MMT,"W, 107-104",35.0,9.0,16.0,5.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,23.0
Bo Lamar,4.1,1973-12-14,LAC,@,BKN,"W, 112-104",32.0,2.0,15.0,3.0,7.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0
Bo Lamar,1.2,1973-12-16,LAC,,KEN,"L, 101-106",25.0,3.0,15.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,7.0
Bo Lamar,6.4,1973-12-19,LAC,@,DEN,"W, 118-113",23.0,4.0,14.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,12.0
Bo Lamar,17.6,1973-12-21,LAC,,CAR,"W, 140-130",33.0,11.0,22.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,23.0
Bo Lamar,25.7,1973-12-22,LAC,@,SAS,"W, 129-123 (OT)",39.0,10.0,20.0,8.0,9.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,31.0
Bo Lamar,17.4,1973-12-23,LAC,,KEN,"L, 120-123",29.0,10.0,20.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,25.0
Bo Lamar,5.8,1973-12-26,LAC,@,UTA,"L, 98-102",29.0,6.0,19.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,13.0
Bo Lamar,6.5,1973-12-27,LAC,,SAS,"L, 76-104",28.0,2.0,7.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0
Bo Lamar,-1.4,1973-12-29,LAC,,BKN,"W, 124-119",23.0,3.0,15.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0
Bo Lamar,1.2,1973-12-30,LAC,,IND,"L, 108-109",22.0,2.0,11.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0
Bo Lamar,12.9,1974-01-04,LAC,,SAS,"L, 105-112",44.0,9.0,19.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,20.0
Bo Lamar,2.8,1974-01-05,LAC,@,DEN,"L, 122-146",28.0,8.0,26.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,19.0
Bo Lamar,5.1,1974-01-06,LAC,,CAR,"L, 109-120",32.0,9.0,24.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,20.0
Bo Lamar,1.5,1974-01-09,LAC,@,UTA,"L, 112-115",25.0,2.0,11.0,3.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,7.0
Bo Lamar,-1.1,1974-01-10,LAC,@,IND,"W, 109-107",10.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Bo Lamar,2.5,1974-01-12,LAC,,UTA,"L, 99-104",24.0,3.0,13.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,8.0
Bo Lamar,28.9,1974-01-13,LAC,,IND,"W, 141-130",46.0,22.0,46.0,3.0,5.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1.0,50.0
Bo Lamar,14.3,1974-01-16,LAC,@,VIR,"L, 109-116",31.0,11.0,24.0,6.0,6.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,6.0,28.0
Bo Lamar,8.9,1974-01-17,LAC,@,SAS,"L, 97-101",25.0,6.0,22.0,7.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,21.0
Bo Lamar,6.3,1974-01-18,LAC,,DEN,"L, 113-120",30.0,7.0,18.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,14.0
Bo Lamar,26.0,1974-01-20,LAC,@,IND,"L, 122-123",40.0,16.0,31.0,4.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0
Bo Lamar,12.7,1974-01-23,LAC,@,KEN,"W, 106-99",38.0,9.0,23.0,6.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,4.0,25.0
Bo Lamar,4.2,1974-01-24,LAC,@,VIR,"W, 125-108",23.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0
Bo Lamar,0.6,1974-01-25,LAC,@,CAR,"L, 104-116",32.0,4.0,16.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,10.0
Bo Lamar,0.1,1974-01-27,LAC,,KEN,"L, 103-105",35.0,6.0,19.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,12.0
Bo Lamar,12.7,1974-01-28,LAC,@,UTA,"L, 109-120",31.0,11.0,22.0,5.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,27.0
Bo Lamar,17.7,1974-02-01,LAC,,IND,"W, 124-119",42.0,12.0,25.0,2.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,27.0
Bo Lamar,11.8,1974-02-03,LAC,,VIR,"W, 107-104",42.0,10.0,22.0,5.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,3.0,25.0
Bo Lamar,15.9,1974-02-06,LAC,,MMT,"W, 136-120",37.0,9.0,20.0,5.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,23.0
Bo Lamar,29.6,1974-02-08,LAC,,SAS,"W, 120-105",40.0,12.0,24.0,12.0,13.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,40.0
Bo Lamar,21.0,1974-02-10,LAC,,UTA,"L, 107-120",41.0,13.0,24.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,30.0
Bo Lamar,14.4,1974-02-13,LAC,,IND,"L, 119-128",41.0,9.0,24.0,7.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,25.0
Bo Lamar,8.5,1974-02-17,LAC,,CAR,"W, 129-123",38.0,6.0,21.0,8.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,21.0
Bo Lamar,6.9,1974-02-20,LAC,,UTA,"W, 109-97",38.0,7.0,17.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,3.0,3.0,14.0
Bo Lamar,5.0,1974-02-22,LAC,,BKN,"L, 113-121",37.0,7.0,22.0,3.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,4.0,3.0,19.0
Bo Lamar,2.8,1974-02-26,LAC,@,VIR,"W, 126-119",27.0,5.0,16.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,13.0
Bo Lamar,14.1,1974-02-27,LAC,@,CAR,"W, 119-117",30.0,11.0,25.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,26.0
Bo Lamar,2.2,1974-03-01,LAC,@,BKN,"L, 119-138",32.0,6.0,25.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,15.0
Bo Lamar,7.1,1974-03-03,LAC,@,DEN,"L, 112-139",34.0,7.0,23.0,7.0,9.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,21.0
Bo Lamar,-0.8,1974-03-06,LAC,,BKN,"L, 97-123",33.0,5.0,19.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0
Bo Lamar,27.1,1974-03-08,LAC,,SAS,"L, 113-115",41.0,15.0,28.0,7.0,12.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,39.0
Bo Lamar,19.5,1974-03-09,LAC,,DEN,"W, 100-96",38.0,10.0,21.0,3.0,5.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,2.0,24.0
Bo Lamar,21.4,1974-03-10,LAC,@,DEN,"W, 114-99",45.0,14.0,28.0,4.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,33.0
Bo Lamar,20.6,1974-03-13,LAC,,VIR,"W, 119-103",39.0,11.0,21.0,5.0,5.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,27.0
Bo Lamar,6.6,1974-03-15,LAC,@,IND,"L, 129-142",27.0,6.0,19.0,0.0,0.0,4.0,2.0,6.0,5.0,0.0,0.0,1.0,1.0,12.0
Bo Lamar,16.0,1974-03-16,LAC,@,CAR,"W, 101-90",42.0,12.0,22.0,2.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,26.0
Bo Lamar,13.4,1974-03-17,LAC,,MMT,"L, 115-118",42.0,13.0,35.0,8.0,10.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,34.0
Bo Lamar,14.8,1974-03-20,LAC,,VIR,"W, 125-122",41.0,10.0,23.0,7.0,9.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,2.0,27.0
Bo Lamar,3.3,1974-03-22,LAC,@,BKN,"L, 106-111",37.0,3.0,15.0,3.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,10.0
Bo Lamar,8.6,1974-03-23,LAC,@,VIR,"L, 101-109",37.0,8.0,22.0,5.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,22.0
Bo Lamar,3.1,1974-03-24,LAC,@,KEN,"L, 111-122",35.0,5.0,21.0,6.0,7.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,16.0
Bo Lamar,18.6,1974-03-26,LAC,@,MMT,"W, 110-105",39.0,13.0,28.0,7.0,12.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,33.0
Bo Lamar,27.3,1974-03-27,LAC,,KEN,"W, 121-108",32.0,17.0,23.0,3.0,5.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,37.0
Bo Lamar,13.4,1974-10-20,LAC,,BKN,"W, 116-110",44.0,10.0,22.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,20.0
Bo Lamar,-1.8,1974-10-22,LAC,@,MMS,"W, 109-106",40.0,6.0,22.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,12.0
Bo Lamar,33.0,1974-10-23,LAC,@,SAS,"L, 119-121",45.0,18.0,30.0,1.0,2.0,0.0,0.0,4.0,8.0,1.0,2.0,0.0,2.0,40.0
Bo Lamar,-3.8,1974-10-25,LAC,@,UTA,"L, 88-105",39.0,3.0,19.0,1.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,7.0
Bo Lamar,1.4,1974-10-26,LAC,@,DEN,"L, 101-137",29.0,3.0,11.0,6.0,7.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,12.0
