Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Martin,21.2,2015-04-15,MIN,,OKC,L,32.483333333333334,9,15,0.6,3,5,0.6,8,8,1.0,0,1,1,0,2,0,2,3,29
Bojan Bogdanovic,20.0,2015-04-15,BKN,,ORL,W,33.86666666666667,12,17,0.706,4,8,0.5,0,0,0.0,0,3,3,2,0,0,2,3,28
Brook Lopez,16.5,2015-04-15,BKN,,ORL,W,33.416666666666664,4,8,0.5,0,0,0.0,6,7,0.857,3,4,7,1,4,3,2,3,14
Andre Drummond,16.0,2015-04-15,DET,@,NYK,W,22.3,7,12,0.583,0,0,0.0,3,6,0.5,6,6,12,0,1,2,1,4,17
Ray McCallum,17.0,2015-04-15,SAC,@,LAL,W,31.833333333333332,7,14,0.5,0,1,0.0,5,9,0.556,1,3,4,6,3,0,1,3,19
Rasual Butler,13.1,2015-04-15,WAS,@,CLE,L,44.75,7,19,0.368,3,8,0.375,0,0,0.0,1,6,7,2,2,1,0,0,17
Henry Walker,16.4,2015-04-15,MIA,@,PHI,W,48.0,6,10,0.6,6,10,0.6,3,5,0.6,2,2,4,2,1,0,2,4,21
Klay Thompson,19.4,2015-04-15,GSW,,DEN,W,16.016666666666666,8,12,0.667,5,7,0.714,4,4,1.0,0,3,3,0,0,1,2,0,25
Tim Hardaway Jr.,19.3,2015-04-15,NYK,,DET,L,33.5,7,12,0.583,5,8,0.625,6,8,0.75,1,2,3,2,0,0,2,0,25
Tyler Johnson,7.9,2015-04-15,MIA,@,PHI,W,48.0,5,15,0.333,1,5,0.2,0,0,0.0,2,8,10,4,4,0,4,3,11
Kevin Seraphin,8.0,2015-04-15,WAS,@,CLE,L,38.515,6,13,0.462,0,0,0.0,0,1,0.0,3,9,12,2,1,3,5,3,12
Thaddeus Young,11.8,2015-04-15,BKN,,ORL,W,36.88333333333333,5,13,0.385,0,1,0.0,6,12,0.5,3,6,9,3,2,1,3,1,16
Zoran Dragic,14.2,2015-04-15,MIA,@,PHI,W,40.68333333333333,9,17,0.529,3,7,0.429,1,2,0.5,2,1,3,2,2,0,3,3,22
Tim Duncan,17.5,2015-04-15,SAS,@,NOP,L,33.44,6,9,0.667,0,0,0.0,3,4,0.75,1,9,10,6,1,0,1,2,15
Stephen Curry,14.1,2015-04-15,GSW,,DEN,W,19.333333333333332,4,10,0.4,2,4,0.5,0,0,0.0,2,2,4,7,5,0,2,1,10
Joe Johnson,15.2,2015-04-15,BKN,,ORL,W,40.87166666666667,7,15,0.467,2,4,0.5,0,1,0.0,0,7,7,6,1,0,0,0,16
Robert Covington,14.0,2015-04-15,PHI,,MIA,L,29.466666666666665,4,14,0.286,2,9,0.222,9,10,0.9,2,2,4,2,1,2,1,3,19
Vander Blue,5.6,2015-04-15,LAL,,SAC,L,48.0,6,23,0.261,1,8,0.125,2,3,0.667,2,5,7,8,1,0,4,2,15
Iman Shumpert,17.2,2015-04-15,CLE,,WAS,W,29.35,7,12,0.583,3,5,0.6,1,2,0.5,1,5,6,2,2,0,0,1,18
Ersan Ilyasova,20.2,2015-04-15,MIL,,BOS,L,26.066666666666666,8,13,0.615,3,5,0.6,2,2,1.0,3,2,5,4,0,0,0,1,21
Derrick Williams,14.7,2015-04-15,SAC,@,LAL,W,33.583333333333336,9,16,0.563,2,4,0.5,2,4,0.5,0,6,6,3,0,0,2,2,22
Troy Daniels,16.2,2015-04-15,CHA,@,TOR,L,29.133333333333333,7,15,0.467,6,13,0.462,4,4,1.0,1,1,2,1,0,0,1,2,24
Ed Davis,9.9,2015-04-15,LAL,,SAC,L,28.516666666666666,3,9,0.333,0,0,0.0,1,1,1.0,4,8,12,3,2,3,1,6,7
Erick Green,16.8,2015-04-15,DEN,@,GSW,L,26.966666666666665,7,13,0.538,2,3,0.667,1,1,1.0,1,3,4,7,1,0,1,1,17
LaMarcus Aldridge,7.9,2015-04-15,POR,@,DAL,L,29.65,8,24,0.333,1,3,0.333,2,3,0.667,3,5,8,0,1,1,2,1,19
Andrew Nicholson,16.5,2015-04-15,ORL,@,BKN,L,28.406666666666666,8,10,0.8,2,3,0.667,0,0,0.0,3,6,9,1,0,1,1,5,18
Jonas Jerebko,12.9,2015-04-15,BOS,@,MIL,W,23.133333333333333,7,13,0.538,2,3,0.667,0,0,0.0,0,6,6,4,2,0,3,1,16
Jusuf Nurkić,9.9,2015-04-15,DEN,@,GSW,L,30.111666666666668,7,13,0.538,0,0,0.0,3,5,0.6,3,6,9,2,1,1,5,5,17
Kentavious Caldwell-Pope,16.2,2015-04-15,DET,@,NYK,W,34.483333333333334,5,9,0.556,4,6,0.667,3,4,0.75,1,4,5,4,1,0,1,2,17
Gigi Datome,17.1,2015-04-15,BOS,@,MIL,W,27.49,9,15,0.6,3,7,0.429,1,1,1.0,1,2,3,2,0,1,1,1,22
Thomas Robinson,11.1,2015-04-15,PHI,,MIA,L,25.733333333333334,5,7,0.714,0,0,0.0,3,3,1.0,1,9,10,4,2,0,6,3,13
Al Horford,17.3,2015-04-15,ATL,@,CHI,L,22.0,7,10,0.7,0,0,0.0,0,0,0.0,4,3,7,4,1,2,1,1,14
Kemba Walker,12.6,2015-04-15,CHA,@,TOR,L,29.833333333333332,6,15,0.4,1,5,0.2,4,4,1.0,0,3,3,4,3,0,3,0,17
Nik Stauskas,14.1,2015-04-15,SAC,@,LAL,W,31.633333333333333,5,9,0.556,3,4,0.75,1,2,0.5,0,5,5,5,2,0,1,3,14
Nikola Mirotic,10.5,2015-04-15,CHI,,ATL,W,31.933333333333334,3,9,0.333,2,7,0.286,3,3,1.0,2,4,6,3,1,3,2,3,11
DeMar DeRozan,13.5,2015-04-15,TOR,,CHA,W,34.0,8,13,0.615,0,2,0.0,0,0,0.0,1,3,4,6,2,0,4,1,16
Tony Parker,15.0,2015-04-15,SAS,@,NOP,L,35.026666666666664,11,17,0.647,0,0,0.0,1,2,0.5,0,1,1,6,0,0,3,4,23
Boris Diaw,15.2,2015-04-15,SAS,@,NOP,L,34.13666666666666,10,14,0.714,0,1,0.0,0,0,0.0,0,5,5,5,0,0,4,0,20
Martell Webster,17.0,2015-04-15,WAS,@,CLE,L,35.583333333333336,5,9,0.556,3,5,0.6,7,8,0.875,1,2,3,2,1,0,2,0,20
Kawhi Leonard,10.6,2015-04-15,SAS,@,NOP,L,38.325,6,14,0.429,0,0,0.0,2,2,1.0,2,8,10,3,0,1,1,4,14
Will Barton,16.7,2015-04-15,DEN,@,GSW,L,21.416666666666668,6,9,0.667,0,0,0.0,4,4,1.0,0,4,4,3,2,1,1,1,16
Marreese Speights,12.2,2015-04-15,GSW,,DEN,W,20.618333333333332,6,14,0.429,0,1,0.0,5,6,0.833,2,6,8,0,2,0,1,3,17
Kelly Olynyk,14.1,2015-04-15,BOS,@,MIL,W,22.393333333333334,5,8,0.625,4,5,0.8,2,2,1.0,0,5,5,2,1,0,1,3,16
Victor Oladipo,8.1,2015-04-15,ORL,@,BKN,L,44.2,7,17,0.412,3,7,0.429,2,5,0.4,0,2,2,3,0,1,4,0,19
Tim Frazier,12.8,2015-04-15,POR,@,DAL,L,30.183333333333334,4,6,0.667,1,2,0.5,4,4,1.0,1,3,4,10,0,0,5,3,13
Nick Calathes,11.1,2015-04-15,MEM,,IND,W,31.816666666666666,3,7,0.429,0,0,0.0,2,4,0.5,3,3,6,6,4,0,2,4,8
Corey Brewer,11.6,2015-04-15,HOU,,UTA,W,22.95,6,15,0.4,0,3,0.0,2,2,1.0,0,3,3,3,3,1,1,0,14
Ryan Kelly,10.0,2015-04-15,LAL,,SAC,L,38.0,4,12,0.333,2,6,0.333,2,4,0.5,0,2,2,6,1,2,0,4,12
Jared Sullinger,7.1,2015-04-15,BOS,@,MIL,W,27.615,5,14,0.357,1,3,0.333,0,2,0.0,1,3,4,4,1,3,2,2,11
Josh Smith,11.2,2015-04-15,HOU,,UTA,W,18.0,4,9,0.444,3,5,0.6,2,4,0.5,0,2,2,2,1,3,1,1,13
Steve Blake,12.4,2015-04-15,POR,@,DAL,L,26.32,5,8,0.625,4,7,0.571,0,0,0.0,0,3,3,5,1,0,3,1,14
Paul Millsap,7.3,2015-04-15,ATL,@,CHI,L,27.166666666666668,2,9,0.222,0,1,0.0,1,2,0.5,1,5,6,4,4,2,1,3,5
Marcus Smart,13.0,2015-04-15,BOS,@,MIL,W,24.275,2,5,0.4,2,5,0.4,1,2,0.5,1,3,4,6,3,1,0,1,7
Danilo Gallinari,16.9,2015-04-15,DEN,@,GSW,L,23.261666666666667,6,10,0.6,0,1,0.0,6,7,0.857,1,4,5,2,1,0,0,1,18
Terrence Jones,15.4,2015-04-15,HOU,,UTA,W,20.4,6,6,1.0,1,1,1.0,2,4,0.5,0,2,2,3,0,3,1,2,15
Hollis Thompson,13.6,2015-04-15,PHI,,MIA,L,31.366666666666667,8,15,0.533,3,7,0.429,0,0,0.0,0,1,1,4,0,0,0,3,19
Zach Randolph,11.3,2015-04-15,MEM,,IND,W,35.31166666666667,7,12,0.583,0,0,0.0,4,4,1.0,1,8,9,0,0,0,3,3,18
Kevin Love,12.9,2015-04-15,CLE,,WAS,W,18.35,6,12,0.5,5,6,0.833,2,2,1.0,0,3,3,0,0,0,1,0,19
Henry Sims,10.1,2015-04-15,PHI,,MIA,L,40.35,5,10,0.5,0,0,0.0,0,0,0.0,4,7,11,3,0,1,1,4,10
Ryan Hollins,11.5,2015-04-15,SAC,@,LAL,W,23.266666666666666,5,7,0.714,0,0,0.0,2,7,0.286,3,3,6,0,0,4,1,1,12
Dwight Howard,13.3,2015-04-15,HOU,,UTA,W,21.216666666666665,6,7,0.857,0,0,0.0,2,4,0.5,2,6,8,0,0,2,2,0,14
Noah Vonleh,9.9,2015-04-15,CHA,@,TOR,L,23.3,3,7,0.429,1,2,0.5,2,2,1.0,4,8,12,0,0,2,2,0,9
Justin Holiday,14.3,2015-04-15,GSW,,DEN,W,19.698333333333334,3,7,0.429,2,4,0.5,6,6,1.0,1,1,2,4,2,0,1,2,14
Elijah Millsap,11.1,2015-04-15,UTA,@,HOU,L,25.266666666666666,3,8,0.375,1,4,0.25,2,4,0.5,0,4,4,7,2,0,0,2,9
Rodney Stuckey,8.9,2015-04-15,IND,@,MEM,L,28.116666666666667,3,13,0.231,1,3,0.333,4,4,1.0,2,1,3,4,2,1,1,1,11
Carl Landry,10.8,2015-04-15,SAC,@,LAL,W,33.233333333333334,4,9,0.444,0,0,0.0,6,8,0.75,2,7,9,0,1,0,1,3,14
Anthony Bennett,6.4,2015-04-15,MIN,,OKC,L,21.9,4,11,0.364,1,3,0.333,0,0,0.0,3,6,9,2,2,0,3,2,9
Tyler Ennis,7.4,2015-04-15,MIL,,BOS,L,27.016666666666666,5,13,0.385,1,4,0.25,0,0,0.0,1,2,3,8,1,0,4,1,11
Monta Ellis,7.7,2015-04-15,DAL,,POR,W,28.175,7,13,0.538,0,1,0.0,1,2,0.5,0,4,4,2,2,0,4,3,15
Dirk Nowitzki,7.9,2015-04-15,DAL,,POR,W,27.346666666666668,5,14,0.357,2,6,0.333,4,4,1.0,0,5,5,0,1,0,2,2,16
Wilson Chandler,10.1,2015-04-15,DEN,@,GSW,L,22.583333333333332,7,13,0.538,1,6,0.167,3,4,0.75,0,4,4,0,1,0,3,1,18
Dennis Schröder,13.7,2015-04-15,ATL,@,CHI,L,16.683333333333334,9,13,0.692,2,3,0.667,1,1,1.0,0,2,2,0,0,0,2,1,21
Rudy Gobert,9.7,2015-04-15,UTA,@,HOU,L,24.291666666666668,3,6,0.5,0,0,0.0,2,2,1.0,3,5,8,0,1,3,2,0,8
Tristan Thompson,13.0,2015-04-15,CLE,,WAS,W,21.581666666666667,4,7,0.571,0,0,0.0,4,4,1.0,3,5,8,2,0,1,1,1,12
Deron Williams,6.5,2015-04-15,BKN,,ORL,W,36.25666666666667,4,12,0.333,0,5,0.0,2,2,1.0,0,5,5,7,0,1,3,2,10
Jonas Valančiūnas,15.3,2015-04-15,TOR,,CHA,W,27.066666666666666,9,11,0.818,0,0,0.0,0,0,0.0,0,5,5,1,0,0,0,2,18
Ramon Sessions,12.6,2015-04-15,WAS,@,CLE,L,37.42666666666667,4,8,0.5,2,2,1.0,4,6,0.667,0,2,2,6,0,0,1,1,14
O.J. Mayo,10.5,2015-04-15,MIL,,BOS,L,26.1,7,14,0.5,1,6,0.167,1,1,1.0,0,5,5,2,0,0,1,1,16
Jeff Green,6.6,2015-04-15,MEM,,IND,W,34.455,6,14,0.429,1,4,0.25,1,1,1.0,2,0,2,3,1,1,4,3,14
Khris Middleton,11.8,2015-04-15,MIL,,BOS,L,20.983333333333334,8,10,0.8,2,3,0.667,0,0,0.0,0,1,1,3,0,0,4,2,18
Norris Cole,13.1,2015-04-15,NOP,,SAS,W,15.061666666666667,6,10,0.6,0,1,0.0,1,1,1.0,0,0,0,2,3,1,0,1,13
Jeremy Evans,12.0,2015-04-15,UTA,@,HOU,L,21.666666666666668,4,9,0.444,0,1,0.0,2,3,0.667,4,2,6,3,2,0,0,1,10
Will Bynum,8.3,2015-04-15,WAS,@,CLE,L,20.925,5,15,0.333,0,5,0.0,1,2,0.5,2,2,4,8,0,0,1,1,11
Glenn Robinson III,10.6,2015-04-15,PHI,,MIA,L,36.38333333333333,5,9,0.556,0,2,0.0,0,0,0.0,4,4,8,3,1,0,1,3,10
Joffrey Lauvergne,10.6,2015-04-15,DEN,@,GSW,L,23.205,4,6,0.667,0,0,0.0,3,4,0.75,2,5,7,3,1,0,1,6,11
DeJuan Blair,7.3,2015-04-15,WAS,@,CLE,L,24.133333333333333,5,10,0.5,0,0,0.0,0,0,0.0,3,4,7,0,3,0,2,5,10
Eric Gordon,7.3,2015-04-15,NOP,,SAS,W,32.91,5,12,0.417,2,4,0.5,2,2,1.0,1,3,4,1,1,0,2,4,14
Damian Lillard,6.8,2015-04-15,POR,@,DAL,L,28.533333333333335,5,11,0.455,1,3,0.333,6,7,0.857,1,2,3,2,0,0,6,2,17
Allen Crabbe,5.1,2015-04-15,POR,@,DAL,L,31.858333333333334,4,13,0.308,0,4,0.0,0,1,0.0,1,4,5,3,3,0,0,5,8
Raymond Felton,10.6,2015-04-15,DAL,,POR,W,21.933333333333334,4,9,0.444,1,5,0.2,1,2,0.5,1,2,3,4,2,0,0,1,10
Arinze Onuaku,14.0,2015-04-15,MIN,,OKC,L,26.05,5,6,0.833,0,0,0.0,2,6,0.333,5,1,6,2,1,0,0,1,12
Amar'e Stoudemire,9.0,2015-04-15,DAL,,POR,W,18.433333333333334,5,12,0.417,0,0,0.0,3,4,0.75,2,4,6,1,0,1,0,3,13
Al-Farouq Aminu,9.1,2015-04-15,DAL,,POR,W,32.611666666666665,2,4,0.5,1,2,0.5,2,2,1.0,1,8,9,3,0,1,1,2,7
Rajon Rondo,9.2,2015-04-15,DAL,,POR,W,24.333333333333332,4,7,0.571,0,1,0.0,1,2,0.5,1,1,2,7,2,0,4,0,9
Jason Terry,9.9,2015-04-15,HOU,,UTA,W,21.741666666666667,3,6,0.5,3,4,0.75,0,0,0.0,0,2,2,2,2,1,0,2,9
Lorenzo Brown,10.2,2015-04-15,MIN,,OKC,L,20.038333333333334,6,10,0.6,1,3,0.333,0,0,0.0,1,2,3,1,2,0,1,3,13
Langston Galloway,6.5,2015-04-15,NYK,,DET,L,32.266666666666666,2,8,0.25,0,1,0.0,3,3,1.0,0,1,1,7,2,1,2,4,7
Elfrid Payton,3.5,2015-04-15,ORL,@,BKN,L,34.5,1,5,0.2,0,1,0.0,0,2,0.0,0,3,3,6,4,1,4,1,2
Joel Freeland,10.5,2015-04-15,POR,@,DAL,L,23.138333333333332,4,7,0.571,0,0,0.0,2,2,1.0,2,3,5,0,2,1,0,3,10
Greg Monroe,9.0,2015-04-15,DET,@,NYK,W,21.423333333333332,3,7,0.429,0,0,0.0,4,4,1.0,0,2,2,1,4,0,1,4,10
Ian Clark,9.9,2015-04-15,DEN,@,GSW,L,15.833333333333334,3,5,0.6,1,2,0.5,2,2,1.0,0,2,2,1,3,1,1,2,9
Jodie Meeks,8.6,2015-04-15,DET,@,NYK,W,24.0,4,9,0.444,0,3,0.0,2,2,1.0,2,2,4,1,3,0,2,1,10
Kyrie Irving,8.8,2015-04-15,CLE,,WAS,W,17.866666666666667,4,9,0.444,1,3,0.333,0,0,0.0,0,2,2,7,1,0,2,0,9
Jason Thompson,9.3,2015-04-15,SAC,@,LAL,W,24.733333333333334,5,8,0.625,0,0,0.0,2,4,0.5,0,7,7,2,0,0,1,2,12
Gerald Henderson,11.7,2015-04-15,CHA,@,TOR,L,28.85,7,12,0.583,1,1,1.0,0,0,0.0,1,2,3,2,0,0,0,1,15
Nick Collison,9.1,2015-04-15,OKC,@,MIN,W,26.216666666666665,5,7,0.714,1,1,1.0,1,2,0.5,1,2,3,3,1,0,2,5,12
Terrence Ross,6.8,2015-04-15,TOR,,CHA,W,33.43333333333333,5,15,0.333,3,13,0.231,0,0,0.0,0,2,2,3,0,0,0,1,13
Marcin Gortat,7.5,2015-04-15,WAS,@,CLE,L,14.333333333333334,4,11,0.364,0,0,0.0,0,0,0.0,1,5,6,4,1,0,0,1,8
Shawn Marion,8.6,2015-04-15,CLE,,WAS,W,32.78333333333333,4,10,0.4,0,1,0.0,0,0,0.0,4,5,9,1,1,0,0,0,8
Jerami Grant,2.2,2015-04-15,PHI,,MIA,L,41.4,3,13,0.231,0,6,0.0,2,5,0.4,1,5,6,4,0,1,2,1,8
Greivis Vasquez,5.4,2015-04-15,TOR,,CHA,W,24.966666666666665,2,8,0.25,2,4,0.5,0,0,0.0,0,4,4,6,1,0,1,3,6
Jeff Teague,6.0,2015-04-15,ATL,@,CHI,L,22.683333333333334,5,11,0.455,0,1,0.0,0,0,0.0,0,2,2,4,1,1,3,1,10
Jordan Hill,3.9,2015-04-15,LAL,,SAC,L,26.416666666666668,5,14,0.357,0,3,0.0,2,2,1.0,1,5,6,0,0,1,2,3,12
Bryce Cotton,7.6,2015-04-15,UTA,@,HOU,L,24.85,7,14,0.5,0,2,0.0,0,0,0.0,0,3,3,3,0,0,2,1,14
Harrison Barnes,10.6,2015-04-15,GSW,,DEN,W,17.35,5,8,0.625,2,2,1.0,0,0,0.0,2,3,5,1,0,0,0,2,12
Rodney Hood,3.7,2015-04-15,UTA,@,HOU,L,21.716666666666665,4,12,0.333,2,3,0.667,0,0,0.0,0,2,2,2,1,1,2,3,10
Anthony Tolliver,6.3,2015-04-15,DET,@,NYK,W,30.166666666666668,4,9,0.444,2,5,0.4,0,0,0.0,0,6,6,0,1,0,1,2,10
Jarrett Jack,6.9,2015-04-15,BKN,,ORL,W,23.276666666666667,3,9,0.333,3,6,0.5,0,0,0.0,0,3,3,5,0,0,1,1,9
Patty Mills,11.7,2015-04-15,SAS,@,NOP,L,10.533333333333333,6,8,0.75,2,4,0.5,1,1,1.0,0,0,0,3,0,0,1,3,15
Caron Butler,12.3,2015-04-15,DET,@,NYK,W,24.0,4,5,0.8,4,5,0.8,2,2,1.0,0,2,2,0,0,0,0,1,14
Clint Capela,7.5,2015-04-15,HOU,,UTA,W,17.408333333333335,3,4,0.75,0,0,0.0,2,4,0.5,0,6,6,1,0,2,0,5,8
Michael Carter-Williams,6.8,2015-04-15,MIL,,BOS,L,21.9,2,8,0.25,0,2,0.0,3,3,1.0,1,4,5,5,1,0,1,2,7
Shaun Livingston,11.5,2015-04-15,GSW,,DEN,W,25.283333333333335,4,6,0.667,0,0,0.0,2,2,1.0,1,1,2,5,1,0,1,1,10
Kris Humphries,12.4,2015-04-15,WAS,@,CLE,L,28.866666666666667,4,7,0.571,0,1,0.0,4,4,1.0,3,2,5,2,0,0,0,1,12
Jrue Holiday,9.2,2015-04-15,NOP,,SAS,W,25.166666666666668,4,9,0.444,1,1,1.0,2,2,1.0,1,2,3,4,0,0,0,3,11
Pablo Prigioni,9.6,2015-04-15,HOU,,UTA,W,19.6,3,3,1.0,2,2,1.0,0,0,0.0,1,4,5,2,1,0,1,2,8
Mitch McGary,5.9,2015-04-15,OKC,@,MIN,W,14.901666666666667,2,5,0.4,0,1,0.0,0,1,0.0,1,4,5,1,0,4,0,1,4
Miles Plumlee,10.5,2015-04-15,MIL,,BOS,L,20.833333333333332,4,4,1.0,0,0,0.0,1,2,0.5,0,3,3,0,3,0,0,2,9
Omer Asik,9.7,2015-04-15,NOP,,SAS,W,28.533333333333335,3,3,1.0,0,0,0.0,3,8,0.375,2,2,4,1,1,1,0,2,9
Jack Cooley,6.2,2015-04-15,UTA,@,HOU,L,17.466666666666665,3,7,0.429,0,0,0.0,2,5,0.4,3,3,6,0,1,1,0,4,8
Meyers Leonard,5.3,2015-04-15,POR,@,DAL,L,26.166666666666668,3,7,0.429,0,3,0.0,1,1,1.0,2,7,9,0,0,1,1,3,7
Charlie Villanueva,5.6,2015-04-15,DAL,,POR,W,13.475,3,8,0.375,2,4,0.5,0,0,0.0,1,3,4,0,0,2,1,0,8
Chris Johnson,8.6,2015-04-15,UTA,@,HOU,L,30.166666666666668,6,10,0.6,1,4,0.25,0,0,0.0,0,2,2,0,1,0,1,1,13
Brian Roberts,5.2,2015-04-15,CHA,@,TOR,L,18.166666666666668,1,7,0.143,1,6,0.167,0,0,0.0,0,0,0,5,4,0,0,2,3
Phil Pressey,6.7,2015-04-15,BOS,@,MIL,W,26.426666666666666,2,7,0.286,0,1,0.0,1,1,1.0,2,3,5,7,0,0,1,1,5
David Stockton,7.8,2015-04-15,SAC,@,LAL,W,19.383333333333333,2,3,0.667,1,1,1.0,0,1,0.0,0,0,0,7,2,0,2,1,5
Evan Turner,6.7,2015-04-15,BOS,@,MIL,W,17.983333333333334,3,5,0.6,0,1,0.0,1,2,0.5,0,2,2,6,1,0,3,1,7
Kendrick Perkins,4.1,2015-04-15,CLE,,WAS,W,27.5,3,6,0.5,0,0,0.0,1,2,0.5,1,4,5,1,1,1,3,2,7
Kyle O'Quinn,6.4,2015-04-15,ORL,@,BKN,L,18.633333333333333,4,6,0.667,0,1,0.0,1,2,0.5,3,4,7,1,0,0,2,4,9
Jason Smith,2.5,2015-04-15,NYK,,DET,L,22.266666666666666,3,9,0.333,0,0,0.0,3,4,0.75,0,5,5,1,1,0,3,3,9
Aron Baynes,7.8,2015-04-15,SAS,@,NOP,L,25.633333333333333,4,6,0.667,0,0,0.0,0,0,0.0,1,5,6,2,0,0,0,3,8
Draymond Green,7.2,2015-04-15,GSW,,DEN,W,20.283333333333335,2,5,0.4,0,2,0.0,4,4,1.0,1,2,3,3,0,1,1,3,8
Roy Hibbert,5.4,2015-04-15,IND,@,MEM,L,25.423333333333332,3,4,0.75,0,0,0.0,1,2,0.5,1,3,4,1,1,1,2,4,7
Carlos Boozer,8.9,2015-04-15,LAL,,SAC,L,10.0,4,7,0.571,0,0,0.0,2,2,1.0,3,3,6,0,0,0,0,2,10
Mike Dunleavy,1.4,2015-04-15,CHI,,ATL,W,28.466666666666665,2,6,0.333,1,4,0.25,0,0,0.0,0,6,6,0,2,0,2,5,5
Leandro Barbosa,5.2,2015-04-15,GSW,,DEN,W,23.266666666666666,5,10,0.5,0,3,0.0,0,2,0.0,0,3,3,3,0,0,2,0,10
DeMarre Carroll,2.0,2015-04-15,ATL,@,CHI,L,27.166666666666668,4,14,0.286,2,6,0.333,0,0,0.0,0,2,2,0,1,0,1,1,10
Kyle Korver,6.1,2015-04-15,ATL,@,CHI,L,21.2,3,6,0.5,2,5,0.4,1,1,1.0,0,4,4,1,0,0,1,2,9
