Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar,26.5,1973-03-19,MIL,N,DET,"W, 118-99",39.0,13.0,24.0,1.0,1.0,,,13.0,4.0,,,,2.0,27.0
Kareem Abdul-Jabbar,39.5,1973-03-21,MIL,@,OKC,"W, 119-96",45.0,15.0,24.0,6.0,12.0,,,11.0,14.0,,,,2.0,36.0
Kareem Abdul-Jabbar,23.2,1973-03-22,MIL,@,GSW,"W, 108-98",42.0,11.0,25.0,5.0,6.0,,,9.0,6.0,,,,2.0,27.0
Kareem Abdul-Jabbar,40.2,1973-03-25,MIL,@,PHO,"W, 114-112",48.0,13.0,22.0,10.0,11.0,,,17.0,7.0,,,,5.0,36.0
Kareem Abdul-Jabbar,30.1,1973-03-26,MIL,@,POR,"W, 118-99",44.0,14.0,23.0,3.0,3.0,,,12.0,4.0,,,,4.0,31.0
Kareem Abdul-Jabbar,19.6,1973-03-27,MIL,@,LAL,"W, 85-84",45.0,12.0,31.0,0.0,1.0,,,18.0,1.0,,,,1.0,24.0
Kareem Abdul-Jabbar,25.1,1973-03-30,MIL,,GSW,"W, 110-90",45.0,10.0,24.0,2.0,2.0,,,24.0,1.0,,,,4.0,22.0
Kareem Abdul-Jabbar,26.2,1973-04-01,MIL,,GSW,"L, 92-95",48.0,12.0,20.0,2.0,5.0,,,15.0,3.0,,,,5.0,26.0
Kareem Abdul-Jabbar,15.6,1973-04-05,MIL,@,GSW,"W, 113-93",45.0,8.0,24.0,2.0,4.0,,,18.0,2.0,,,,5.0,18.0
Kareem Abdul-Jabbar,26.2,1973-04-07,MIL,@,GSW,"L, 97-102",44.0,8.0,19.0,9.0,10.0,,,14.0,5.0,,,,4.0,25.0
Kareem Abdul-Jabbar,12.6,1973-04-10,MIL,,GSW,"L, 97-100",48.0,8.0,24.0,3.0,10.0,,,12.0,4.0,,,,3.0,19.0
Kareem Abdul-Jabbar,21.3,1973-04-13,MIL,@,GSW,"L, 86-100",46.0,13.0,27.0,1.0,4.0,,,14.0,2.0,,,,5.0,27.0
Kareem Abdul-Jabbar,36.9,1973-02-06,MIL,,PHO,"W, 126-111",43.0,17.0,29.0,1.0,6.0,,,19.0,7.0,,,,2.0,35.0
Kareem Abdul-Jabbar,28.3,1973-03-18,MIL,@,ATL,"W, 105-104",48.0,9.0,23.0,4.0,4.0,,,20.0,8.0,,,,2.0,22.0
Kareem Abdul-Jabbar,37.8,1972-11-18,MIL,@,NYK,"L, 86-87",46.0,14.0,26.0,4.0,4.0,,,20.0,8.0,,,,3.0,32.0
Kareem Abdul-Jabbar,54.8,1972-12-28,MIL,,DET,"W, 115-91",46.0,19.0,27.0,6.0,9.0,,,28.0,7.0,,,,3.0,44.0
Kareem Abdul-Jabbar,22.2,1972-04-18,MIL,@,LAL,"L, 90-115",43.0,13.0,33.0,2.0,2.0,,,16.0,3.0,,,,3.0,28.0
Kareem Abdul-Jabbar,34.0,1972-12-29,MIL,@,HOU,"W, 114-101",43.0,19.0,31.0,1.0,4.0,,,15.0,2.0,,,,4.0,39.0
Kareem Abdul-Jabbar,51.9,1973-01-25,MIL,N,HOU,"L, 125-129",44.0,24.0,32.0,0.0,0.0,,,24.0,1.0,,,,2.0,48.0
Kareem Abdul-Jabbar,42.8,1972-12-01,MIL,,NYK,"W, 100-74",45.0,18.0,27.0,4.0,7.0,,,16.0,7.0,,,,1.0,40.0
Kareem Abdul-Jabbar,34.3,1973-03-16,MIL,@,CHI,"W, 99-91 (OT)",52.0,9.0,21.0,6.0,9.0,,,27.0,7.0,,,,3.0,24.0
Kareem Abdul-Jabbar,33.0,1972-11-17,MIL,@,BOS,"W, 95-88",46.0,13.0,28.0,6.0,9.0,,,19.0,7.0,,,,4.0,32.0
Kareem Abdul-Jabbar,38.6,1972-04-22,MIL,,LAL,"L, 100-104",48.0,16.0,37.0,5.0,5.0,,,25.0,8.0,,,,5.0,37.0
Kareem Abdul-Jabbar,30.2,1973-02-07,MIL,@,SAC,"L, 98-105",45.0,11.0,22.0,5.0,7.0,,,19.0,3.0,,,,1.0,27.0
Kareem Abdul-Jabbar,34.6,1972-11-29,MIL,,CHI,"W, 105-97",40.0,10.0,18.0,7.0,9.0,,,19.0,7.0,,,,3.0,27.0
Kareem Abdul-Jabbar,30.6,1972-11-21,MIL,,BOS,"L, 102-116",48.0,15.0,27.0,3.0,7.0,,,12.0,7.0,,,,3.0,33.0
Kareem Abdul-Jabbar,40.7,1973-03-12,MIL,,PHO,"W, 126-95",38.0,14.0,21.0,6.0,8.0,,,23.0,3.0,,,,4.0,34.0
Kareem Abdul-Jabbar,35.2,1972-11-14,MIL,,LAL,"L, 92-95",44.0,17.0,32.0,3.0,4.0,,,16.0,6.0,,,,3.0,37.0
Kareem Abdul-Jabbar,25.3,1972-03-28,MIL,,GSW,"L, 106-117",47.0,13.0,29.0,2.0,4.0,,,15.0,5.0,,,,2.0,28.0
Kareem Abdul-Jabbar,35.2,1973-02-09,MIL,,LAL,"W, 109-88",45.0,14.0,24.0,1.0,2.0,,,24.0,2.0,,,,1.0,29.0
Kareem Abdul-Jabbar,38.2,1972-12-26,MIL,@,DET,"L, 105-112",46.0,21.0,35.0,1.0,3.0,,,17.0,2.0,,,,3.0,43.0
Kareem Abdul-Jabbar,24.5,1972-12-30,MIL,@,CHI,"L, 92-99",45.0,8.0,19.0,8.0,11.0,,,18.0,0.0,,,,2.0,24.0
Kareem Abdul-Jabbar,28.5,1973-01-21,MIL,,GSW,"W, 124-108",40.0,8.0,18.0,11.0,13.0,,,13.0,6.0,,,,4.0,27.0
Kareem Abdul-Jabbar,35.2,1972-12-03,MIL,@,PHO,"W, 119-101",40.0,13.0,21.0,7.0,7.0,,,13.0,6.0,,,,4.0,33.0
Kareem Abdul-Jabbar,26.4,1973-03-09,MIL,,POR,"W, 116-96",33.0,10.0,16.0,5.0,7.0,,,12.0,2.0,,8.0,,1.0,25.0
Kareem Abdul-Jabbar,31.5,1972-03-30,MIL,,GSW,"W, 118-93",46.0,12.0,27.0,1.0,2.0,,,22.0,8.0,,,,0.0,25.0
Kareem Abdul-Jabbar,30.7,1972-11-11,MIL,@,ATL,"L, 102-111",45.0,16.0,27.0,3.0,4.0,,,8.0,6.0,,,,3.0,35.0
Kareem Abdul-Jabbar,26.6,1973-01-30,MIL,@,CLE,"L, 98-112",42.0,11.0,26.0,6.0,7.0,,,13.0,7.0,,,,3.0,28.0
Kareem Abdul-Jabbar,30.6,1973-02-10,MIL,,GSW,"W, 135-108",43.0,13.0,20.0,2.0,2.0,,,14.0,4.0,,,,3.0,28.0
Kareem Abdul-Jabbar,38.8,1973-01-26,MIL,@,DET,"W, 117-105",47.0,14.0,18.0,7.0,7.0,,,10.0,6.0,,,,1.0,35.0
Kareem Abdul-Jabbar,32.9,1973-03-06,MIL,,CHI,"W, 96-88",47.0,15.0,25.0,1.0,2.0,,,17.0,5.0,,,,4.0,31.0
Kareem Abdul-Jabbar,32.5,1972-12-25,MIL,@,SAC,"W, 104-99",45.0,14.0,20.0,4.0,4.0,,,13.0,2.0,,,,4.0,32.0
Kareem Abdul-Jabbar,21.9,1972-04-01,MIL,@,GSW,"W, 122-94",46.0,10.0,26.0,3.0,5.0,,,16.0,5.0,,,,2.0,23.0
Kareem Abdul-Jabbar,24.5,1972-11-10,MIL,,WAS,"W, 120-82",35.0,8.0,14.0,3.0,4.0,,,15.0,4.0,,,,2.0,19.0
Kareem Abdul-Jabbar,29.1,1972-12-05,MIL,@,LAL,"L, 94-116",45.0,11.0,30.0,7.0,7.0,,,17.0,8.0,,,,2.0,29.0
Kareem Abdul-Jabbar,30.2,1973-03-04,MIL,@,HOU,"W, 116-101",43.0,10.0,18.0,9.0,13.0,,,13.0,5.0,,,,3.0,29.0
Kareem Abdul-Jabbar,22.5,1972-04-04,MIL,@,GSW,"W, 106-99",48.0,6.0,17.0,3.0,4.0,,,20.0,6.0,,,,2.0,15.0
Kareem Abdul-Jabbar,28.4,1972-11-08,MIL,,OKC,"W, 116-103",42.0,11.0,24.0,7.0,7.0,,,12.0,6.0,,,,2.0,29.0
Kareem Abdul-Jabbar,22.6,1973-02-11,MIL,@,BOS,"L, 96-120",33.0,12.0,28.0,1.0,1.0,,,15.0,5.0,,,,4.0,25.0
Kareem Abdul-Jabbar,31.2,1973-01-16,MIL,,PHI,"W, 108-92",40.0,11.0,16.0,6.0,9.0,,,13.0,3.0,,,,0.0,28.0
Kareem Abdul-Jabbar,38.3,1972-12-06,MIL,@,OKC,"L, 91-95",48.0,18.0,29.0,2.0,4.0,,,16.0,6.0,,,,3.0,38.0
Kareem Abdul-Jabbar,25.9,1972-04-06,MIL,,GSW,"W, 108-100",48.0,8.0,22.0,7.0,10.0,,,22.0,3.0,,,,3.0,23.0
Kareem Abdul-Jabbar,25.8,1973-02-04,MIL,@,CHI,"L, 99-121",44.0,7.0,14.0,10.0,13.0,,,16.0,0.0,,,,3.0,24.0
Kareem Abdul-Jabbar,21.4,1972-12-23,MIL,,BOS,"W, 104-98",41.0,13.0,26.0,0.0,2.0,,,13.0,3.0,,,,5.0,26.0
Kareem Abdul-Jabbar,39.8,1973-03-01,MIL,,NYK,"W, 114-100",43.0,16.0,27.0,4.0,4.0,,,14.0,11.0,,,,3.0,36.0
Kareem Abdul-Jabbar,30.9,1973-01-01,MIL,,WAS,"L, 87-88",47.0,13.0,26.0,1.0,4.0,,,20.0,7.0,,,,2.0,27.0
Kareem Abdul-Jabbar,36.4,1972-10-13,MIL,@,PHO,"W, 117-105",42.0,17.0,25.0,7.0,13.0,,,11.0,4.0,,,,5.0,41.0
Kareem Abdul-Jabbar,18.5,1972-11-05,MIL,,PHI,"W, 131-113",27.0,11.0,18.0,0.0,0.0,,,5.0,4.0,,,,4.0,22.0
Kareem Abdul-Jabbar,28.1,1973-02-13,MIL,@,DET,"W, 110-96",47.0,13.0,22.0,2.0,2.0,,,14.0,3.0,,,,4.0,28.0
Kareem Abdul-Jabbar,27.6,1972-11-25,MIL,@,WAS,"W, 101-91",43.0,12.0,28.0,4.0,6.0,,,19.0,5.0,,,,4.0,28.0
Kareem Abdul-Jabbar,37.1,1973-01-14,MIL,,CHI,"W, 100-95",48.0,15.0,21.0,5.0,11.0,,,17.0,3.0,,,,2.0,35.0
Kareem Abdul-Jabbar,27.2,1972-12-08,MIL,,GSW,"W, 124-91",34.0,6.0,12.0,7.0,8.0,,,17.0,5.0,,,,2.0,19.0
Kareem Abdul-Jabbar,26.2,1973-02-28,MIL,,OKC,"W, 124-110",45.0,12.0,18.0,2.0,2.0,,,5.0,7.0,,,,1.0,26.0
Kareem Abdul-Jabbar,21.5,1972-10-14,MIL,@,GSW,"W, 81-77",47.0,12.0,28.0,3.0,4.0,,,10.0,5.0,,,,2.0,27.0
Kareem Abdul-Jabbar,29.1,1972-11-04,MIL,,PHO,"L, 104-105",42.0,9.0,16.0,4.0,8.0,,,21.0,4.0,,,,3.0,22.0
Kareem Abdul-Jabbar,51.6,1972-12-20,MIL,,POR,"W, 123-104",41.0,21.0,27.0,2.0,2.0,,,21.0,6.0,,5.0,,2.0,44.0
Kareem Abdul-Jabbar,35.1,1972-11-26,MIL,,ATL,"W, 108-96",40.0,10.0,16.0,6.0,9.0,,,19.0,6.0,,,,0.0,26.0
Kareem Abdul-Jabbar,36.5,1973-01-02,MIL,@,NYK,"L, 92-102",48.0,16.0,24.0,6.0,8.0,,,15.0,0.0,,,,2.0,38.0
Kareem Abdul-Jabbar,30.3,1973-02-14,MIL,@,PHI,"L, 104-106",35.0,9.0,17.0,11.0,12.0,,,13.0,3.0,,,,3.0,29.0
Kareem Abdul-Jabbar,23.0,1973-02-25,MIL,@,LAL,"L, 82-91",43.0,10.0,27.0,1.0,2.0,,,21.0,6.0,,,,4.0,21.0
Kareem Abdul-Jabbar,45.6,1972-10-17,MIL,@,POR,"L, 108-111",46.0,20.0,38.0,9.0,12.0,,,23.0,1.0,,,,1.0,49.0
Kareem Abdul-Jabbar,43.3,1973-01-12,MIL,,SAC,"W, 117-98",38.0,15.0,20.0,8.0,10.0,,,18.0,5.0,,,,5.0,38.0
Kareem Abdul-Jabbar,37.8,1973-02-02,MIL,@,LAC,"W, 114-108",47.0,16.0,32.0,6.0,9.0,,,20.0,6.0,,,,3.0,38.0
Kareem Abdul-Jabbar,30.0,1972-10-28,MIL,@,PHI,"W, 96-92",44.0,11.0,17.0,1.0,2.0,,,19.0,4.0,,,,3.0,23.0
Kareem Abdul-Jabbar,32.3,1972-12-09,MIL,,DET,"L, 103-107",46.0,14.0,31.0,3.0,3.0,,,20.0,6.0,,,,2.0,31.0
Kareem Abdul-Jabbar,33.4,1972-12-19,MIL,,OKC,"W, 121-77",39.0,14.0,23.0,5.0,10.0,,,15.0,4.0,,,,1.0,33.0
Kareem Abdul-Jabbar,29.5,1973-02-24,MIL,@,GSW,"L, 93-102",48.0,12.0,24.0,3.0,4.0,,,19.0,4.0,,,,3.0,27.0
Kareem Abdul-Jabbar,29.3,1972-11-24,MIL,,SAC,"W, 115-106",39.0,9.0,22.0,8.0,10.0,,,17.0,8.0,,,,4.0,26.0
Kareem Abdul-Jabbar,34.1,1973-01-03,MIL,,ATL,"W, 105-97",43.0,11.0,19.0,4.0,6.0,,,20.0,6.0,,,,1.0,26.0
Kareem Abdul-Jabbar,23.4,1972-10-26,MIL,@,SAC,"W, 114-107",45.0,9.0,20.0,3.0,4.0,,,16.0,4.0,,,,2.0,21.0
Kareem Abdul-Jabbar,30.7,1973-01-07,MIL,,LAL,"W, 99-92",48.0,17.0,36.0,3.0,4.0,,,12.0,7.0,,,,2.0,37.0
Kareem Abdul-Jabbar,25.1,1973-02-22,MIL,@,SAC,"W, 116-113 (OT)",49.0,11.0,20.0,5.0,8.0,,,12.0,3.0,,,,4.0,27.0
Kareem Abdul-Jabbar,38.7,1972-12-12,MIL,@,POR,"W, 115-94",38.0,15.0,26.0,5.0,7.0,,,16.0,9.0,,,,2.0,35.0
Kareem Abdul-Jabbar,20.0,1972-12-15,MIL,,CLE,"W, 98-82",35.0,6.0,13.0,2.0,2.0,,,14.0,7.0,,,,5.0,14.0
Kareem Abdul-Jabbar,25.5,1972-10-25,MIL,,LAC,"W, 109-92",34.0,10.0,18.0,5.0,7.0,,,16.0,1.0,,,,5.0,25.0
Kareem Abdul-Jabbar,16.9,1973-02-18,MIL,N,WAS,"L, 93-96",43.0,8.0,21.0,2.0,2.0,,,13.0,3.0,,,,2.0,18.0
Kareem Abdul-Jabbar,39.4,1973-01-06,MIL,,LAC,"W, 110-96",37.0,17.0,24.0,3.0,5.0,,,16.0,4.0,,,,2.0,37.0
Kareem Abdul-Jabbar,36.5,1973-02-20,MIL,N,CLE,"W, 118-100",39.0,12.0,20.0,4.0,5.0,,,19.0,8.0,,,,2.0,28.0
Kareem Abdul-Jabbar,24.3,1972-12-13,MIL,@,OKC,"W, 104-103 (OT)",44.0,8.0,15.0,2.0,5.0,,,18.0,6.0,,,,5.0,18.0
Kareem Abdul-Jabbar,34.8,1971-11-30,MIL,,GSW,"L, 103-106",45.0,13.0,24.0,4.0,7.0,,,24.0,4.0,,,,5.0,30.0
Kareem Abdul-Jabbar,25.4,1972-04-16,MIL,,LAL,"W, 114-88",41.0,14.0,33.0,3.0,5.0,,,18.0,3.0,,7.0,,5.0,31.0
Kareem Abdul-Jabbar,46.7,1971-12-04,MIL,,CHI,"W, 108-105",45.0,15.0,24.0,11.0,16.0,,,23.0,4.0,,,,1.0,41.0
Kareem Abdul-Jabbar,29.2,1972-04-14,MIL,,LAL,"L, 105-108",48.0,15.0,37.0,3.0,6.0,,,21.0,6.0,,,,4.0,33.0
Kareem Abdul-Jabbar,22.5,1971-11-27,MIL,@,SAC,"W, 114-81",39.0,7.0,17.0,6.0,11.0,,,16.0,4.0,,,,1.0,20.0
Kareem Abdul-Jabbar,33.7,1972-04-12,MIL,@,LAL,"L, 134-135",48.0,18.0,31.0,4.0,4.0,,,7.0,7.0,,,,4.0,40.0
Kareem Abdul-Jabbar,34.8,1971-10-14,MIL,@,PHO,"W, 110-97",46.0,13.0,22.0,5.0,8.0,,,19.0,5.0,,,,4.0,31.0
Kareem Abdul-Jabbar,28.0,1971-12-07,MIL,,OKC,"W, 116-83",38.0,14.0,21.0,1.0,4.0,,,11.0,4.0,,,,3.0,29.0
Kareem Abdul-Jabbar,51.3,1971-12-10,MIL,,BOS,"W, 120-104",47.0,23.0,36.0,9.0,11.0,,,18.0,3.0,,,,4.0,55.0
Kareem Abdul-Jabbar,31.6,1972-04-09,MIL,@,LAL,"W, 93-72",47.0,14.0,26.0,5.0,7.0,,,18.0,2.0,,7.0,,5.0,33.0
Kareem Abdul-Jabbar,42.6,1971-12-11,MIL,@,WAS,"W, 107-101",48.0,16.0,30.0,7.0,11.0,,,27.0,3.0,,,,3.0,39.0
Kareem Abdul-Jabbar,42.2,1972-03-25,MIL,,SAC,"W, 119-95",40.0,17.0,25.0,5.0,6.0,,,17.0,4.0,,,,1.0,39.0
Kareem Abdul-Jabbar,32.5,1971-11-26,MIL,,POR,"W, 120-105",41.0,15.0,24.0,3.0,4.0,,,14.0,3.0,,,,3.0,33.0
Kareem Abdul-Jabbar,27.0,1971-10-16,MIL,@,OKC,"W, 98-91",48.0,12.0,17.0,1.0,6.0,,,12.0,5.0,,,,2.0,25.0
Kareem Abdul-Jabbar,30.1,1971-12-14,MIL,,HOU,"W, 106-98",44.0,11.0,19.0,4.0,5.0,,,18.0,4.0,,,,5.0,26.0
Kareem Abdul-Jabbar,23.0,1972-03-24,MIL,,NYK,"W, 131-88",30.0,9.0,16.0,2.0,5.0,,,12.0,6.0,,,,2.0,20.0
Kareem Abdul-Jabbar,31.7,1971-12-15,MIL,N,LAC,"W, 122-108",47.0,12.0,25.0,11.0,16.0,,,14.0,4.0,,,,3.0,35.0
Kareem Abdul-Jabbar,35.5,1972-03-21,MIL,,HOU,"W, 111-94",39.0,16.0,29.0,5.0,6.0,,,17.0,3.0,,,,3.0,37.0
Kareem Abdul-Jabbar,22.7,1971-10-17,MIL,@,POR,"W, 127-94",34.0,10.0,23.0,5.0,10.0,,,15.0,3.0,,,,2.0,25.0
Kareem Abdul-Jabbar,43.6,1971-12-17,MIL,,OKC,"W, 120-113",46.0,18.0,28.0,8.0,11.0,,,17.0,3.0,,,,2.0,44.0
Kareem Abdul-Jabbar,33.3,1971-11-24,MIL,,ATL,"W, 141-107",33.0,13.0,26.0,7.0,12.0,,,19.0,4.0,,,,2.0,33.0
Kareem Abdul-Jabbar,38.7,1971-12-19,MIL,,WAS,"W, 111-96",46.0,15.0,28.0,4.0,4.0,,,24.0,5.0,,,,5.0,34.0
Kareem Abdul-Jabbar,41.7,1972-03-18,MIL,@,HOU,"W, 120-116 (OT)",47.0,17.0,27.0,8.0,12.0,,,14.0,8.0,,,,5.0,42.0
Kareem Abdul-Jabbar,27.1,1971-12-22,MIL,N,BOS,"L, 98-104",47.0,12.0,25.0,6.0,9.0,,,13.0,5.0,,,,4.0,30.0
Kareem Abdul-Jabbar,36.5,1972-03-17,MIL,@,LAL,"L, 107-123",46.0,22.0,39.0,6.0,8.0,,,8.0,2.0,,,,3.0,50.0
Kareem Abdul-Jabbar,33.6,1972-03-15,MIL,@,PHO,"L, 106-110",48.0,13.0,26.0,10.0,12.0,,,12.0,6.0,,,,3.0,36.0
Kareem Abdul-Jabbar,20.7,1971-10-19,MIL,,CLE,"W, 116-82",34.0,11.0,18.0,2.0,5.0,,,10.0,1.0,,,,4.0,24.0
Kareem Abdul-Jabbar,36.8,1971-11-23,MIL,@,DET,"W, 112-104",48.0,15.0,24.0,4.0,8.0,,,17.0,7.0,,,,4.0,34.0
Kareem Abdul-Jabbar,36.8,1971-12-25,MIL,@,DET,"L, 118-120 (OT)",53.0,18.0,34.0,2.0,5.0,,,18.0,8.0,,,,4.0,38.0
Kareem Abdul-Jabbar,43.3,1972-03-14,MIL,@,POR,"W, 109-98",41.0,17.0,22.0,2.0,3.0,,,17.0,8.0,,,,3.0,36.0
Kareem Abdul-Jabbar,36.8,1971-11-21,MIL,@,LAL,"L, 105-112",48.0,17.0,33.0,5.0,6.0,,,17.0,6.0,,,13.0,4.0,39.0
Kareem Abdul-Jabbar,27.9,1971-12-26,MIL,,ATL,"W, 114-92",45.0,9.0,17.0,6.0,9.0,,,18.0,4.0,,,,5.0,24.0
Kareem Abdul-Jabbar,34.7,1972-03-12,MIL,@,OKC,"W, 109-99",47.0,13.0,29.0,4.0,5.0,,,27.0,3.0,,,,2.0,30.0
Kareem Abdul-Jabbar,32.9,1971-12-28,MIL,@,CHI,"L, 105-116",48.0,14.0,21.0,7.0,17.0,,,16.0,2.0,,,,4.0,35.0
Kareem Abdul-Jabbar,34.6,1972-03-07,MIL,@,NYK,"L, 101-110",48.0,17.0,29.0,1.0,3.0,,,17.0,4.0,,,,2.0,35.0
Kareem Abdul-Jabbar,37.2,1971-10-22,MIL,,LAC,"W, 124-105",38.0,18.0,23.0,2.0,6.0,,,10.0,5.0,,,,2.0,38.0
Kareem Abdul-Jabbar,36.0,1971-12-29,MIL,,POR,"W, 123-84",36.0,15.0,22.0,2.0,4.0,,,16.0,6.0,6.0,10.0,,3.0,32.0
Kareem Abdul-Jabbar,45.8,1972-03-06,MIL,,BOS,"W, 132-127 (OT)",50.0,19.0,34.0,7.0,12.0,,,25.0,5.0,,,,5.0,45.0
Kareem Abdul-Jabbar,31.3,1971-11-20,MIL,@,GSW,"L, 100-107",48.0,7.0,14.0,3.0,3.0,,,25.0,6.0,,,,1.0,17.0
Kareem Abdul-Jabbar,29.6,1972-03-03,MIL,@,PHI,"W, 94-81",44.0,13.0,29.0,1.0,1.0,,,23.0,4.0,,,,3.0,27.0
Kareem Abdul-Jabbar,39.4,1972-01-03,MIL,@,NYK,"L, 99-101",48.0,14.0,28.0,10.0,15.0,,,22.0,4.0,,,,2.0,38.0
Kareem Abdul-Jabbar,27.5,1972-03-01,MIL,N,LAL,"L, 108-109",48.0,13.0,33.0,7.0,7.0,,,12.0,8.0,,3.0,,4.0,33.0
Kareem Abdul-Jabbar,32.3,1972-01-04,MIL,,NYK,"W, 121-100",43.0,15.0,26.0,6.0,9.0,,,9.0,6.0,,,,2.0,36.0
Kareem Abdul-Jabbar,49.2,1971-10-23,MIL,@,PHI,"W, 110-88",46.0,16.0,25.0,8.0,12.0,,,29.0,4.0,,,,3.0,40.0
Kareem Abdul-Jabbar,42.9,1971-11-19,MIL,@,OKC,"W, 108-107",48.0,12.0,21.0,12.0,17.0,,,23.0,5.0,,,,2.0,36.0
Kareem Abdul-Jabbar,38.2,1972-02-29,MIL,,DET,"W, 131-113",48.0,15.0,20.0,4.0,4.0,,,13.0,5.0,,,,1.0,34.0
Kareem Abdul-Jabbar,44.4,1972-01-05,MIL,@,SAC,"W, 115-106",48.0,18.0,28.0,4.0,4.0,,,19.0,5.0,,,,0.0,40.0
Kareem Abdul-Jabbar,51.5,1972-02-26,MIL,N,PHO,"W, 119-117 (OT)",53.0,18.0,26.0,8.0,12.0,,,20.0,11.0,,,,4.0,44.0
Kareem Abdul-Jabbar,35.2,1972-01-08,MIL,,DET,"W, 136-119",32.0,15.0,24.0,6.0,6.0,,,13.0,3.0,,,,3.0,36.0
Kareem Abdul-Jabbar,36.7,1972-02-23,MIL,@,WAS,"W, 113-105",46.0,16.0,28.0,3.0,4.0,,,17.0,6.0,,,,2.0,35.0
Kareem Abdul-Jabbar,25.7,1971-10-26,MIL,,WAS,"W, 120-90",42.0,10.0,19.0,4.0,7.0,,,13.0,5.0,,,,1.0,24.0
Kareem Abdul-Jabbar,37.5,1972-01-09,MIL,,LAL,"W, 120-104",47.0,18.0,34.0,3.0,5.0,,,20.0,5.0,,,,4.0,39.0
Kareem Abdul-Jabbar,37.2,1971-11-16,MIL,@,POR,"W, 125-105",40.0,11.0,20.0,11.0,14.0,,,17.0,5.0,,,,1.0,33.0
Kareem Abdul-Jabbar,42.4,1972-02-20,MIL,,CHI,"W, 103-100",48.0,16.0,30.0,12.0,15.0,,,18.0,4.0,,,,3.0,44.0
Kareem Abdul-Jabbar,26.3,1972-01-11,MIL,,PHO,"L, 114-115",36.0,10.0,16.0,7.0,11.0,,,10.0,5.0,,,,6.0,27.0
Kareem Abdul-Jabbar,31.6,1972-02-19,MIL,@,CHI,"L, 97-104",42.0,12.0,20.0,7.0,10.0,,,14.0,4.0,,,,4.0,31.0
Kareem Abdul-Jabbar,26.0,1972-01-12,MIL,@,ATL,"L, 102-104",48.0,10.0,16.0,6.0,6.0,,,12.0,0.0,,,,3.0,26.0
Kareem Abdul-Jabbar,52.0,1972-02-18,MIL,,PHI,"L, 126-132",48.0,18.0,28.0,17.0,22.0,,,13.0,9.0,,,,5.0,53.0
Kareem Abdul-Jabbar,39.5,1971-10-29,MIL,@,BOS,"L, 114-125",44.0,18.0,32.0,7.0,10.0,,,17.0,2.0,,,,1.0,43.0
Kareem Abdul-Jabbar,46.6,1971-11-14,MIL,N,PHI,"W, 125-114",42.0,15.0,24.0,16.0,22.0,,,19.0,3.0,,,,4.0,46.0
Kareem Abdul-Jabbar,27.9,1972-01-14,MIL,,CHI,"W, 104-77",40.0,12.0,25.0,7.0,14.0,,,17.0,3.0,,,,4.0,31.0
Kareem Abdul-Jabbar,26.9,1972-01-16,MIL,,POR,"W, 126-97",32.0,12.0,18.0,5.0,9.0,,,7.0,4.0,,,,1.0,29.0
Kareem Abdul-Jabbar,41.0,1972-02-17,MIL,@,SAC,"W, 111-97",44.0,13.0,16.0,8.0,12.0,,,14.0,8.0,,,,2.0,34.0
Kareem Abdul-Jabbar,48.2,1972-02-13,MIL,@,BOS,"W, 117-109",48.0,21.0,36.0,9.0,14.0,,,17.0,7.0,,,,2.0,51.0
Kareem Abdul-Jabbar,34.5,1971-11-13,MIL,@,LAC,"W, 127-106",45.0,11.0,18.0,7.0,9.0,,,19.0,4.0,,,,4.0,29.0
Kareem Abdul-Jabbar,28.7,1972-01-21,MIL,,CLE,"W, 120-91",40.0,11.0,24.0,7.0,9.0,,,16.0,3.0,,,,1.0,29.0
Kareem Abdul-Jabbar,35.5,1971-10-31,MIL,@,CLE,"W, 118-102",40.0,14.0,19.0,7.0,13.0,,,14.0,4.0,,,,5.0,35.0
Kareem Abdul-Jabbar,33.4,1972-01-23,MIL,,ATL,"L, 113-118",48.0,15.0,28.0,3.0,6.0,,,23.0,1.0,,,,4.0,33.0
Kareem Abdul-Jabbar,27.6,1972-02-12,MIL,,GSW,"W, 123-100",46.0,13.0,30.0,8.0,11.0,,,13.0,5.0,,,,5.0,34.0
Kareem Abdul-Jabbar,33.0,1972-02-11,MIL,,NYK,"L, 107-113",48.0,16.0,30.0,5.0,8.0,,,13.0,5.0,,,,2.0,37.0
Kareem Abdul-Jabbar,39.1,1971-11-12,MIL,,HOU,"W, 111-102",47.0,14.0,22.0,3.0,7.0,,,24.0,5.0,,,,2.0,31.0
Kareem Abdul-Jabbar,30.0,1972-01-25,MIL,,OKC,"W, 123-91",39.0,11.0,22.0,4.0,5.0,,,18.0,4.0,,,,0.0,26.0
Kareem Abdul-Jabbar,54.7,1972-02-09,MIL,@,CLE,"W, 126-121",48.0,23.0,31.0,7.0,9.0,,,14.0,8.0,,,,1.0,53.0
Kareem Abdul-Jabbar,35.1,1971-11-05,MIL,@,CHI,"W, 104-102",48.0,12.0,23.0,9.0,11.0,,,18.0,4.0,,,,3.0,33.0
Kareem Abdul-Jabbar,33.9,1972-01-26,MIL,@,DET,"W, 120-94",43.0,11.0,22.0,12.0,15.0,,,15.0,4.0,,,,3.0,34.0
