Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Taj Gibson,13.7,2010-04-14,CHI,@,CHA,W,33.805,4,7,0.571,0,0,0.0,3,5,0.6,7,6,13,0,1,1,0,4,11
Dan Gadzuric,13.0,2010-04-14,MIL,@,BOS,W,25.633333333333333,7,12,0.583,0,0,0.0,0,1,0.0,4,5,9,1,2,0,0,5,14
Kevin Love,8.6,2010-04-14,MIN,,DET,L,18.2,4,10,0.4,0,1,0.0,1,2,0.5,5,5,10,5,1,1,4,2,9
Tayshaun Prince,14.1,2010-04-14,DET,@,MIN,W,30.641666666666666,9,14,0.643,0,1,0.0,2,3,0.667,0,1,1,3,1,1,3,1,20
Dante Cunningham,11.8,2010-04-14,POR,,GSW,L,28.616666666666667,6,11,0.545,0,0,0.0,1,1,1.0,3,8,11,1,0,1,1,2,13
Shelden Williams,14.6,2010-04-14,BOS,,MIL,L,27.833333333333332,3,6,0.5,0,0,0.0,6,6,1.0,1,3,4,1,2,3,0,2,12
Maurice Evans,10.9,2010-04-14,ATL,,CLE,W,33.21666666666667,6,15,0.4,1,5,0.2,2,2,1.0,1,3,4,3,1,1,1,1,15
Jared Dudley,11.6,2010-04-14,PHX,@,UTA,W,26.4,4,7,0.571,2,5,0.4,1,2,0.5,1,5,6,2,2,1,2,0,11
Shannon Brown,11.4,2010-04-14,LAL,@,LAC,L,38.56666666666667,7,16,0.438,1,4,0.25,3,4,0.75,1,4,5,3,0,0,1,2,18
Darko Milicic,10.8,2010-04-14,MIN,,DET,L,35.733333333333334,6,10,0.6,0,1,0.0,3,3,1.0,2,4,6,2,2,0,4,4,15
Martell Webster,13.8,2010-04-14,POR,,GSW,L,31.383333333333333,5,9,0.556,2,3,0.667,6,7,0.857,1,3,4,3,0,0,2,3,18
Chuck Hayes,16.0,2010-04-14,HOU,,NOH,L,38.03333333333333,6,6,1.0,0,0,0.0,2,2,1.0,0,3,3,1,2,2,0,3,14
Austin Daye,9.1,2010-04-14,DET,@,MIN,W,29.6,3,7,0.429,0,3,0.0,6,6,1.0,0,8,8,2,2,0,3,5,12
Stephen Jackson,9.6,2010-04-14,CHA,,CHI,L,24.0,6,13,0.462,2,4,0.5,0,0,0.0,1,2,3,1,2,1,2,1,14
Jeff Green,9.2,2010-04-14,OKC,,MEM,W,34.36666666666667,6,13,0.462,2,8,0.25,2,4,0.5,1,3,4,2,0,1,1,5,16
CJ Miles,7.8,2010-04-14,UTA,,PHX,L,34.083333333333336,6,14,0.429,2,5,0.4,0,0,0.0,3,4,7,1,1,0,3,2,14
Joe Smith,6.7,2010-04-14,ATL,,CLE,W,30.8,5,13,0.385,0,1,0.0,0,0,0.0,4,6,10,1,1,1,2,3,10
Russell Westbrook,8.6,2010-04-14,OKC,,MEM,W,25.416666666666668,3,10,0.3,0,1,0.0,3,3,1.0,4,3,7,7,1,0,3,3,9
DeAndre Jordan,11.0,2010-04-14,LAC,,LAL,W,31.683333333333334,5,6,0.833,0,0,0.0,2,2,1.0,2,7,9,0,1,1,2,5,12
Jose Calderon,13.7,2010-04-14,TOR,,NYK,W,21.433333333333334,6,10,0.6,1,2,0.5,2,2,1.0,0,3,3,2,2,0,1,0,15
James Singleton,8.8,2010-04-14,WAS,,IND,W,25.5,1,4,0.25,0,0,0.0,4,5,0.8,7,10,17,0,0,1,3,0,6
Jerryd Bayless,6.4,2010-04-14,POR,,GSW,L,29.95,4,13,0.308,2,5,0.4,2,2,1.0,0,2,2,9,0,0,3,5,12
Toney Douglas,10.3,2010-04-14,NYK,@,TOR,L,35.25,5,12,0.417,2,5,0.4,2,2,1.0,1,1,2,5,1,0,2,2,14
Tony Parker,7.8,2010-04-14,SAS,@,DAL,L,29.416666666666668,6,16,0.375,1,1,1.0,3,4,0.75,0,2,2,4,1,0,3,1,16
Craig Smith,10.7,2010-04-14,LAC,,LAL,W,28.511666666666667,5,9,0.556,0,1,0.0,2,2,1.0,1,5,6,4,1,0,1,5,12
Luis Scola,11.3,2010-04-14,HOU,,NOH,L,36.166666666666664,6,12,0.5,0,0,0.0,3,5,0.6,1,4,5,4,0,0,0,4,15
Ramon Sessions,7.5,2010-04-14,MIN,,DET,L,40.66833333333334,3,12,0.25,0,1,0.0,8,10,0.8,0,1,1,5,1,1,2,5,14
Garrett Temple,7.0,2010-04-14,SAS,@,DAL,L,25.493333333333332,6,13,0.462,1,6,0.167,1,2,0.5,0,0,0,3,1,2,2,6,14
Goran Dragic,9.6,2010-04-14,PHX,@,UTA,W,20.08,4,7,0.571,1,3,0.333,3,6,0.5,0,4,4,3,2,0,2,3,12
Marcin Gortat,15.7,2010-04-14,ORL,,PHI,W,15.666666666666666,5,6,0.833,0,0,0.0,6,6,1.0,2,4,6,0,0,1,1,1,16
Mike Conley,10.4,2010-04-14,MEM,@,OKC,L,35.96666666666667,5,12,0.417,0,2,0.0,6,7,0.857,0,3,3,5,0,0,2,3,16
Jason Richardson,6.5,2010-04-14,PHX,@,UTA,W,26.95,5,12,0.417,2,5,0.4,0,0,0.0,1,3,4,2,1,1,3,2,12
Troy Murphy,5.2,2010-04-14,IND,@,WAS,L,35.016666666666666,1,10,0.1,0,6,0.0,1,2,0.5,4,5,9,3,4,0,0,3,3
Ben Wallace,12.7,2010-04-14,DET,@,MIN,W,21.6,3,6,0.5,0,1,0.0,3,4,0.75,3,2,5,1,3,1,0,0,9
Steve Nash,10.5,2010-04-14,PHX,@,UTA,W,27.92,2,4,0.5,1,1,1.0,0,0,0.0,0,2,2,11,2,0,2,2,5
Mario West,11.4,2010-04-14,ATL,,CLE,W,32.53333333333333,4,5,0.8,0,0,0.0,2,3,0.667,0,5,5,4,2,0,1,4,10
Lou Williams,12.1,2010-04-14,PHI,@,ORL,L,27.266666666666666,3,7,0.429,1,5,0.2,3,4,0.75,0,1,1,9,1,0,1,1,10
Reggie Williams,8.1,2010-04-14,GSW,@,POR,W,48.0,4,10,0.4,0,5,0.0,3,4,0.75,1,3,4,4,1,1,2,3,11
Josh Powell,6.8,2010-04-14,LAL,@,LAC,L,27.116666666666667,3,7,0.429,1,1,1.0,0,3,0.0,4,5,9,4,1,0,3,1,7
JJ Hickson,9.5,2010-04-14,CLE,@,ATL,L,30.95,6,12,0.5,0,0,0.0,2,4,0.5,2,4,6,3,0,0,2,1,14
Josh Boone,10.1,2010-04-14,NJN,@,MIA,L,23.75,4,5,0.8,0,0,0.0,0,4,0.0,4,3,7,1,1,2,0,3,8
Brad Miller,8.9,2010-04-14,CHI,@,CHA,W,24.111666666666668,4,9,0.444,1,4,0.25,2,2,1.0,1,6,7,1,1,0,0,4,11
James Posey,10.5,2010-04-14,NOH,@,HOU,W,24.0,3,7,0.429,2,5,0.4,2,2,1.0,0,5,5,1,2,0,0,0,10
James Jones,8.7,2010-04-14,MIA,,NJN,W,36.31666666666667,3,10,0.3,2,7,0.286,3,3,1.0,0,5,5,0,2,0,0,0,11
Rasual Butler,8.8,2010-04-14,LAC,,LAL,W,33.266666666666666,4,10,0.4,2,6,0.333,0,0,0.0,1,1,2,6,1,0,2,0,10
Ersan Ilyasova,12.5,2010-04-14,MIL,@,BOS,W,18.283333333333335,5,7,0.714,2,3,0.667,3,4,0.75,0,3,3,0,0,1,0,2,15
Zaza Pachulia,8.8,2010-04-14,ATL,,CLE,W,28.05,6,9,0.667,0,0,0.0,1,2,0.5,2,5,7,0,1,0,3,2,13
Gerald Wallace,10.4,2010-04-14,CHA,,CHI,L,24.0,4,8,0.5,0,0,0.0,7,7,1.0,1,0,1,0,2,1,4,0,15
Earl Watson,10.5,2010-04-14,IND,@,WAS,L,39.13333333333333,7,9,0.778,0,1,0.0,0,0,0.0,2,1,3,3,1,0,4,2,14
Boris Diaw,11.0,2010-04-14,CHA,,CHI,L,21.933333333333334,5,8,0.625,0,2,0.0,0,0,0.0,1,3,4,3,1,1,0,2,10
Matt Barnes,11.5,2010-04-14,ORL,,PHI,W,25.266666666666666,6,10,0.6,0,1,0.0,0,0,0.0,3,2,5,2,1,0,1,0,12
Rudy Fernandez,9.2,2010-04-14,POR,,GSW,L,30.566666666666666,3,9,0.333,2,7,0.286,0,0,0.0,1,1,2,9,0,0,1,0,8
Earl Barron,8.4,2010-04-14,NYK,@,TOR,L,39.86666666666667,4,10,0.4,0,0,0.0,3,4,0.75,4,3,7,1,1,0,1,3,11
Grant Hill,9.5,2010-04-14,PHX,@,UTA,W,20.3,4,9,0.444,1,4,0.25,2,2,1.0,1,5,6,1,0,1,0,1,11
Jason Terry,6.0,2010-04-14,DAL,,SAS,W,26.05,3,11,0.273,2,4,0.5,2,2,1.0,0,1,1,2,3,0,1,3,10
Marquis Daniels,10.8,2010-04-14,BOS,,MIL,L,31.233333333333334,6,9,0.667,1,2,0.5,0,1,0.0,2,3,5,2,0,0,0,4,13
Emeka Okafor,7.7,2010-04-14,NOH,@,HOU,W,28.083333333333332,3,4,0.75,0,0,0.0,2,4,0.5,3,6,9,2,1,0,3,3,8
Aaron Brooks,7.6,2010-04-14,HOU,,NOH,L,28.283333333333335,5,10,0.5,2,3,0.667,0,0,0.0,0,2,2,3,0,1,2,2,12
Morris Peterson,10.8,2010-04-14,NOH,@,HOU,W,24.0,5,7,0.714,3,3,1.0,0,0,0.0,0,4,4,1,0,0,0,3,13
Brook Lopez,0.8,2010-04-14,NJN,@,MIA,L,42.68833333333333,3,12,0.25,0,0,0.0,6,8,0.75,2,5,7,0,0,1,6,2,12
Carlos Delfino,11.4,2010-04-14,MIL,@,BOS,W,18.836666666666666,3,5,0.6,1,3,0.333,2,2,1.0,1,4,5,3,0,1,0,0,9
Samuel Dalembert,10.9,2010-04-14,PHI,@,ORL,L,22.55,6,9,0.667,0,0,0.0,0,0,0.0,2,3,5,1,1,0,0,3,12
Paul Millsap,2.9,2010-04-14,UTA,,PHX,L,39.03333333333333,3,11,0.273,0,0,0.0,1,1,1.0,3,4,7,2,1,1,2,5,7
Shawn Marion,2.3,2010-04-14,DAL,,SAS,W,30.71,3,13,0.231,0,0,0.0,2,4,0.5,1,5,6,4,1,0,3,0,8
Quentin Richardson,6.9,2010-04-14,MIA,,NJN,W,24.033333333333335,3,7,0.429,1,3,0.333,1,2,0.5,2,3,5,2,1,1,2,1,8
Marco Belinelli,9.9,2010-04-14,TOR,,NYK,W,21.933333333333334,5,8,0.625,3,3,1.0,1,2,0.5,0,2,2,1,0,0,1,1,14
Kyle Lowry,8.3,2010-04-14,HOU,,NOH,L,19.716666666666665,2,6,0.333,0,1,0.0,0,0,0.0,1,1,2,7,3,0,0,3,4
Hasheem Thabeet,7.4,2010-04-14,MEM,@,OKC,L,34.78333333333333,2,3,0.667,0,0,0.0,2,2,1.0,2,4,6,1,1,2,1,5,6
Nazr Mohammed,7.2,2010-04-14,CHA,,CHI,L,21.53,3,8,0.375,0,0,0.0,3,4,0.75,2,3,5,1,2,0,0,5,9
Shaun Livingston,9.3,2010-04-14,WAS,,IND,W,28.905,4,8,0.5,0,0,0.0,2,4,0.5,0,2,2,7,0,0,1,1,10
Larry Hughes,6.6,2010-04-14,CHA,,CHI,L,24.0,3,8,0.375,1,2,0.5,1,2,0.5,0,1,1,3,3,0,2,0,8
Chris Duhon,11.2,2010-04-14,NYK,@,TOR,L,24.0,4,7,0.571,2,4,0.5,0,0,0.0,0,0,0,5,1,0,0,0,10
Marvin Williams,8.9,2010-04-14,ATL,,CLE,W,27.6,4,7,0.571,0,0,0.0,3,3,1.0,0,3,3,3,1,0,2,2,11
Delonte West,1.3,2010-04-14,CLE,@,ATL,L,24.9,2,7,0.286,0,3,0.0,2,5,0.4,1,1,2,3,3,1,5,3,6
Cartier Martin,3.5,2010-04-14,WAS,,IND,W,31.833333333333332,5,14,0.357,1,5,0.2,0,0,0.0,1,4,5,2,0,0,1,5,11
James Harden,5.6,2010-04-14,OKC,,MEM,W,26.266666666666666,4,9,0.444,2,6,0.333,2,2,1.0,0,4,4,1,0,0,2,4,12
Rashard Lewis,6.6,2010-04-14,ORL,,PHI,W,27.566666666666666,2,8,0.25,1,5,0.2,4,6,0.667,0,4,4,2,1,0,0,1,9
Jarrett Jack,7.3,2010-04-14,TOR,,NYK,W,26.566666666666666,3,8,0.375,1,4,0.25,1,2,0.5,1,2,3,6,0,0,1,1,8
Andre Iguodala,6.6,2010-04-14,PHI,@,ORL,L,31.333333333333332,3,8,0.375,1,2,0.5,2,2,1.0,0,2,2,4,1,0,2,1,9
Luol Deng,4.7,2010-04-14,CHI,@,CHA,W,32.25,4,10,0.4,0,2,0.0,3,3,1.0,0,1,1,2,2,0,3,4,11
Dorell Wright,3.6,2010-04-14,MIA,,NJN,W,33.416666666666664,5,13,0.385,1,4,0.25,0,0,0.0,0,3,3,1,0,1,1,4,11
Nate Robinson,4.1,2010-04-14,BOS,,MIL,L,21.43,4,13,0.308,2,7,0.286,2,2,1.0,0,4,4,0,0,0,0,4,12
Devin Harris,3.1,2010-04-14,NJN,@,MIA,L,31.933333333333334,4,12,0.333,1,5,0.2,1,1,1.0,0,4,4,3,0,0,3,1,10
Lou Amundson,5.2,2010-04-14,PHX,@,UTA,W,19.133333333333333,0,1,0.0,0,0,0.0,4,6,0.667,1,4,5,0,0,4,0,5,4
Anthony Parker,10.4,2010-04-14,CLE,@,ATL,L,24.9,3,5,0.6,0,1,0.0,2,2,1.0,0,3,3,4,1,0,0,0,8
Antonio McDyess,4.0,2010-04-14,SAS,@,DAL,L,19.533333333333335,2,5,0.4,0,0,0.0,0,0,0.0,1,8,9,0,2,0,2,1,4
Rodney Carney,7.1,2010-04-14,PHI,@,ORL,L,23.35,4,7,0.571,0,1,0.0,3,5,0.6,0,2,2,0,0,2,1,2,11
Dahntay Jones,7.5,2010-04-14,IND,@,WAS,L,17.216666666666665,4,9,0.444,0,0,0.0,3,3,1.0,1,2,3,1,1,0,1,2,11
Willie Green,10.4,2010-04-14,PHI,@,ORL,L,17.516666666666666,5,7,0.714,1,1,1.0,0,0,0.0,0,2,2,3,0,0,0,1,11
Rasheed Wallace,6.0,2010-04-14,BOS,,MIL,L,28.7,4,9,0.444,1,4,0.25,0,0,0.0,1,5,6,1,0,0,0,3,9
DaJuan Summers,8.6,2010-04-14,DET,@,MIN,W,26.725,5,8,0.625,1,2,0.5,1,2,0.5,1,1,2,2,0,0,1,2,12
Juwan Howard,7.7,2010-04-14,POR,,GSW,L,16.833333333333332,5,7,0.714,0,0,0.0,3,4,0.75,0,4,4,0,0,0,2,3,13
Kirk Hinrich,3.4,2010-04-14,CHI,@,CHA,W,34.305,3,7,0.429,2,4,0.5,0,0,0.0,0,2,2,3,1,0,3,4,8
Joel Anthony,4.8,2010-04-14,MIA,,NJN,W,38.93333333333333,0,1,0.0,0,0,0.0,0,0,0.0,3,3,6,0,2,3,0,4,0
Elton Brand,7.4,2010-04-14,PHI,@,ORL,L,16.1,3,6,0.5,0,0,0.0,3,4,0.75,1,2,3,0,1,1,0,3,9
Sebastian Telfair,4.6,2010-04-14,CLE,@,ATL,L,23.766666666666666,3,10,0.3,0,2,0.0,2,2,1.0,0,1,1,5,1,0,2,1,8
Shavlik Randolph,5.8,2010-04-14,MIA,,NJN,W,23.3,4,8,0.5,0,0,0.0,0,0,0.0,4,2,6,0,1,0,1,4,8
Jodie Meeks,7.5,2010-04-14,PHI,@,ORL,L,25.483333333333334,3,7,0.429,1,4,0.25,2,2,1.0,1,4,5,1,0,0,0,1,9
Randolph Morris,2.4,2010-04-14,ATL,,CLE,W,14.6,2,2,1.0,0,0,0.0,2,5,0.4,2,4,6,0,2,0,4,6,6
Wesley Matthews,-1.5,2010-04-14,UTA,,PHX,L,35.53333333333333,2,8,0.25,0,2,0.0,3,4,0.75,0,3,3,2,2,0,6,4,7
Patty Mills,4.3,2010-04-14,POR,,GSW,L,13.083333333333334,4,8,0.5,2,3,0.667,1,3,0.333,0,1,1,2,0,0,2,4,11
Chris Quinn,4.4,2010-04-14,NJN,@,MIA,L,29.65,2,7,0.286,1,3,0.333,0,0,0.0,1,6,7,2,0,0,0,1,5
Raymond Felton,2.1,2010-04-14,CHA,,CHI,L,24.0,2,7,0.286,0,1,0.0,1,2,0.5,1,2,3,5,1,0,3,3,5
John Salmons,8.6,2010-04-14,MIL,@,BOS,W,22.386666666666667,2,7,0.286,0,2,0.0,8,8,1.0,0,1,1,2,0,0,1,0,12
Steve Novak,6.6,2010-04-14,LAC,,LAL,W,16.5,4,9,0.444,2,7,0.286,0,0,0.0,0,1,1,0,1,0,0,0,10
Thabo Sefolosha,5.6,2010-04-14,OKC,,MEM,W,26.8,4,9,0.444,2,4,0.5,0,0,0.0,0,1,1,0,1,0,1,0,10
Gerald Henderson,6.2,2010-04-14,CHA,,CHI,L,18.4,1,3,0.333,0,1,0.0,2,2,1.0,0,2,2,2,2,1,0,2,4
Roger Mason Jr.,0.3,2010-04-14,SAS,@,DAL,L,37.016666666666666,1,9,0.111,0,3,0.0,0,0,0.0,0,6,6,6,0,0,1,2,2
Anderson Varejao,8.5,2010-04-14,CLE,@,ATL,L,10.4,2,2,1.0,0,0,0.0,3,5,0.6,0,2,2,1,2,0,0,1,7
Jrue Holiday,2.6,2010-04-14,PHI,@,ORL,L,22.383333333333333,3,9,0.333,0,2,0.0,1,2,0.5,1,1,2,3,1,0,3,0,7
Oliver Lafayette,6.0,2010-04-14,BOS,,MIL,L,21.53,3,6,0.5,1,2,0.5,0,0,0.0,1,3,4,2,0,0,1,0,7
Mike Dunleavy,4.1,2010-04-14,IND,@,WAS,L,21.366666666666667,3,8,0.375,2,4,0.5,1,1,1.0,0,2,2,1,0,0,1,2,9
