Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Olden Polynice,14.9,1998-04-19,SAC,,VAN,L,28.93166666666667,8,15,0.533,0,0,0.0,0,0,0.0,5,3,8,4,0,2,2,1,16
Chris Gatling,11.4,1998-04-19,NJN,,DET,W,35.45,5,13,0.385,0,0,0.0,8,10,0.8,2,8,10,0,0,1,2,3,18
LaPhonso Ellis,14.4,1998-04-19,DEN,@,SAS,L,37.63333333333333,6,12,0.5,1,4,0.25,2,2,1.0,0,7,7,3,2,0,0,2,15
Nick Van Exel,17.3,1998-04-19,LAL,,UTA,W,30.75,7,10,0.7,1,2,0.5,5,6,0.833,1,1,2,7,0,0,2,5,20
Voshon Lenard,8.0,1998-04-19,MIA,@,ATL,L,37.15,7,15,0.467,4,8,0.5,0,1,0.0,0,3,3,2,1,0,4,3,18
Theo Ratliff,12.7,1998-04-19,PHI,@,TOR,W,25.783333333333335,5,9,0.556,0,0,0.0,1,2,0.5,5,2,7,0,0,5,0,3,11
Clyde Drexler,8.1,1998-04-19,HOU,,PHX,L,28.266666666666666,4,15,0.267,0,4,0.0,3,4,0.75,3,6,9,4,1,1,2,0,11
Christian Laettner,14.7,1998-04-19,ATL,,MIA,W,27.533333333333335,7,10,0.7,0,0,0.0,3,5,0.6,1,2,3,0,4,0,1,4,17
Howard Eisley,12.2,1998-04-19,UTA,@,LAL,L,26.566666666666666,8,11,0.727,2,4,0.5,0,0,0.0,0,2,2,4,0,1,5,1,18
Anthony Mason,12.5,1998-04-19,CHH,,ORL,W,36.583333333333336,5,8,0.625,0,0,0.0,0,0,0.0,1,10,11,6,0,0,1,2,10
Steve Nash,9.4,1998-04-19,PHX,@,HOU,W,28.133333333333333,4,9,0.444,2,4,0.5,0,0,0.0,0,1,1,12,1,0,4,4,10
Corliss Williamson,8.0,1998-04-19,SAC,,VAN,L,40.4,7,20,0.35,0,0,0.0,3,10,0.3,1,3,4,6,0,0,0,2,17
Bobby Phills,13.3,1998-04-19,CHH,,ORL,W,26.25,7,10,0.7,0,0,0.0,0,0,0.0,0,5,5,2,3,0,2,1,14
Mookie Blaylock,8.2,1998-04-19,ATL,,MIA,W,37.583333333333336,3,12,0.25,2,7,0.286,2,4,0.5,0,2,2,10,1,0,2,1,10
Chris Robinson,11.1,1998-04-19,SAC,,VAN,L,25.266666666666666,7,13,0.538,4,5,0.8,0,1,0.0,2,2,4,0,0,0,1,3,18
Dikembe Mutombo,12.5,1998-04-19,ATL,,MIA,W,34.1,4,6,0.667,0,0,0.0,2,4,0.5,4,6,10,1,0,2,0,2,10
Cory Alexander,5.0,1998-04-19,DEN,@,SAS,L,36.8,3,11,0.273,1,5,0.2,2,2,1.0,1,5,6,5,2,0,4,3,9
Danny Fortson,6.9,1998-04-19,DEN,@,SAS,L,34.818333333333335,8,18,0.444,0,1,0.0,0,0,0.0,6,2,8,1,0,0,4,3,16
Eric Snow,8.9,1998-04-19,PHI,@,TOR,W,26.92,2,4,0.5,0,0,0.0,0,0,0.0,0,6,6,4,2,3,1,2,4
Antonio Daniels,10.2,1998-04-19,VAN,@,SAC,W,36.416666666666664,6,15,0.4,0,0,0.0,1,3,0.333,0,2,2,5,2,0,0,0,13
Dell Curry,9.9,1998-04-19,CHH,,ORL,W,16.65,4,9,0.444,3,4,0.75,0,0,0.0,0,1,1,1,4,0,1,1,11
Lawrence Funderburke,8.0,1998-04-19,SAC,,VAN,L,31.805,5,10,0.5,0,1,0.0,2,4,0.5,1,7,8,2,1,0,3,1,12
Detlef Schrempf,11.9,1998-04-19,SEA,@,POR,W,40.39333333333333,4,8,0.5,1,1,1.0,5,5,1.0,3,3,6,3,0,0,2,3,14
Eric Murdock,7.6,1998-04-19,MIA,@,ATL,L,34.9,1,9,0.111,1,3,0.333,0,0,0.0,0,2,2,11,3,0,0,2,3
Alan Henderson,10.7,1998-04-19,ATL,,MIA,W,28.233333333333334,4,10,0.4,0,0,0.0,5,8,0.625,2,2,4,0,2,1,0,1,13
Antonio McDyess,7.7,1998-04-19,PHX,@,HOU,W,24.816666666666666,5,11,0.455,0,0,0.0,3,5,0.6,2,2,4,4,1,0,3,4,13
Anthony Goldwire,13.4,1998-04-19,DEN,@,SAS,L,37.528333333333336,5,7,0.714,2,2,1.0,2,2,1.0,0,3,3,2,1,0,1,0,14
Jaren Jackson,9.5,1998-04-19,SAS,,DEN,W,26.616666666666667,5,10,0.5,3,7,0.429,0,0,0.0,0,2,2,1,2,0,1,2,13
Lindsey Hunter,3.9,1998-04-19,DET,@,NJN,L,34.45,4,10,0.4,4,7,0.571,2,4,0.5,1,1,2,1,1,0,5,4,14
Bo Outlaw,7.9,1998-04-19,ORL,@,CHH,L,34.13333333333333,0,3,0.0,0,0,0.0,5,8,0.625,3,3,6,1,0,5,1,0,5
Horace Grant,9.7,1998-04-19,ORL,@,CHH,L,36.06666666666667,4,9,0.444,0,0,0.0,2,2,1.0,0,8,8,2,1,0,0,1,10
George Lynch,12.6,1998-04-19,VAN,@,SAC,W,22.788333333333334,4,8,0.5,0,0,0.0,4,6,0.667,4,4,8,2,0,0,0,0,12
Duane Causwell,9.1,1998-04-19,MIA,@,ATL,L,33.68333333333333,7,9,0.778,0,0,0.0,1,2,0.5,0,5,5,0,0,1,3,3,15
Matt Bullard,9.4,1998-04-19,HOU,,PHX,L,29.983333333333334,5,9,0.556,0,2,0.0,0,0,0.0,0,3,3,0,4,0,0,3,10
Jerome Williams,10.1,1998-04-19,DET,@,NJN,L,24.643333333333334,3,5,0.6,0,0,0.0,3,6,0.5,3,2,5,1,3,0,1,2,9
Eddie Jones,5.5,1998-04-19,LAL,,UTA,W,43.685,4,9,0.444,1,3,0.333,0,0,0.0,1,2,3,4,1,1,3,4,9
Tracy McGrady,6.4,1998-04-19,TOR,,PHI,L,22.133333333333333,3,5,0.6,0,0,0.0,3,4,0.75,2,5,7,1,1,1,4,3,9
Malik Rose,12.0,1998-04-19,SAS,,DEN,W,12.776666666666667,5,6,0.833,0,0,0.0,1,2,0.5,0,2,2,3,1,1,0,2,11
Arvydas Sabonis,5.5,1998-04-19,POR,,SEA,L,33.94,1,10,0.1,0,0,0.0,9,10,0.9,1,5,6,1,1,0,0,6,11
Scot Pollard,10.6,1998-04-19,DET,@,NJN,L,28.216666666666665,5,6,0.833,0,0,0.0,1,1,1.0,1,2,3,0,2,1,1,3,11
B.J. Armstrong,11.1,1998-04-19,CHH,,ORL,W,25.066666666666666,4,5,0.8,0,0,0.0,2,2,1.0,0,4,4,6,0,0,2,1,10
Tim Thomas,6.6,1998-04-19,PHI,@,TOR,W,27.866666666666667,1,8,0.125,1,2,0.5,6,6,1.0,2,3,5,5,0,0,3,0,9
Anthony Parker,7.1,1998-04-19,PHI,@,TOR,W,17.033333333333335,3,9,0.333,0,1,0.0,1,2,0.5,3,3,6,2,2,0,0,2,7
Bryon Russell,7.4,1998-04-19,UTA,@,LAL,L,36.46,2,7,0.286,0,3,0.0,4,5,0.8,2,2,4,3,2,0,1,3,8
John Wallace,6.7,1998-04-19,TOR,,PHI,L,19.933333333333334,3,8,0.375,0,0,0.0,3,6,0.5,2,2,4,2,1,1,1,2,9
Jerome Kersey,6.8,1998-04-19,SEA,@,POR,W,27.423333333333332,5,10,0.5,0,0,0.0,0,0,0.0,2,3,5,0,1,1,1,3,10
Antoine Carr,10.4,1998-04-19,UTA,@,LAL,L,16.831666666666667,5,8,0.625,0,0,0.0,3,4,0.75,3,2,5,1,0,0,0,5,13
George McCloud,5.8,1998-04-19,PHX,@,HOU,W,31.416666666666668,5,13,0.385,2,6,0.333,0,0,0.0,2,2,4,1,0,0,1,2,12
Mark Bryant,10.2,1998-04-19,PHX,@,HOU,W,14.721666666666666,3,3,1.0,0,0,0.0,2,2,1.0,1,3,4,2,1,1,0,4,8
Greg Anthony,6.3,1998-04-19,SEA,@,POR,W,18.623333333333335,2,7,0.286,1,6,0.167,0,0,0.0,3,1,4,4,2,0,1,2,5
Marty Conlon,9.6,1998-04-19,MIA,@,ATL,L,18.633333333333333,5,7,0.714,0,0,0.0,1,3,0.333,3,2,5,2,0,0,1,2,11
Sam Perkins,7.3,1998-04-19,SEA,@,POR,W,23.983333333333334,4,9,0.444,0,2,0.0,4,7,0.571,1,3,4,0,1,0,1,1,12
John Stockton,7.9,1998-04-19,UTA,@,LAL,L,21.433333333333334,5,9,0.556,1,1,1.0,0,0,0.0,3,1,4,2,0,0,1,4,11
Jamal Mashburn,5.7,1998-04-19,MIA,@,ATL,L,37.56666666666667,5,8,0.625,0,1,0.0,0,0,0.0,2,1,3,3,0,1,4,3,10
Anthony Johnson,-0.0,1998-04-19,SAC,,VAN,L,46.85166666666667,3,8,0.375,1,3,0.333,0,0,0.0,0,2,2,6,1,0,6,6,7
Gerald Wilkins,9.0,1998-04-19,ORL,@,CHH,L,17.866666666666667,5,7,0.714,2,2,1.0,1,2,0.5,0,1,1,0,1,0,2,0,13
Avery Johnson,5.9,1998-04-19,SAS,,DEN,W,17.583333333333332,1,3,0.333,0,0,0.0,1,4,0.25,0,1,1,7,1,2,1,2,3
Dean Garrett,5.4,1998-04-19,DEN,@,SAS,L,22.05,2,5,0.4,0,0,0.0,0,0,0.0,0,5,5,2,1,2,0,3,4
Michael Smith,6.8,1998-04-19,VAN,@,SAC,W,24.0,3,5,0.6,0,0,0.0,0,0,0.0,0,7,7,2,1,0,1,1,6
Joe Smith,6.5,1998-04-19,PHI,@,TOR,W,19.75,5,10,0.5,0,0,0.0,0,0,0.0,1,0,1,4,1,0,1,5,10
Bobby Hurley,6.0,1998-04-19,VAN,@,SAC,W,27.65,3,8,0.375,0,1,0.0,5,6,0.833,0,3,3,3,0,0,2,3,11
Nick Anderson,4.8,1998-04-19,ORL,@,CHH,L,20.7,3,9,0.333,1,3,0.333,4,4,1.0,0,3,3,0,1,0,3,0,11
Matt Maloney,6.1,1998-04-19,HOU,,PHX,L,27.1,3,5,0.6,2,3,0.667,1,1,1.0,0,1,1,3,1,0,4,0,9
Don Reid,4.2,1998-04-19,DET,@,NJN,L,30.933333333333334,2,5,0.4,0,0,0.0,0,0,0.0,2,1,3,1,1,3,1,4,4
David Wesley,2.5,1998-04-19,CHH,,ORL,W,22.933333333333334,2,8,0.25,0,0,0.0,0,0,0.0,0,1,1,1,4,1,2,1,4
Johnny Taylor,4.6,1998-04-19,ORL,@,CHH,L,19.233333333333334,3,8,0.375,0,1,0.0,1,2,0.5,3,2,5,0,1,1,0,5,7
Rex Walters,8.3,1998-04-19,MIA,@,ATL,L,17.983333333333334,4,6,0.667,0,2,0.0,1,1,1.0,1,0,1,4,1,0,1,4,9
Terry Mills,2.8,1998-04-19,MIA,@,ATL,L,18.6,2,4,0.5,0,2,0.0,0,0,0.0,0,9,9,3,0,0,2,5,4
Gary Trent,7.1,1998-04-19,TOR,,PHI,L,22.2,3,5,0.6,0,0,0.0,3,4,0.75,0,4,4,1,0,1,1,2,9
Gary Grant,8.1,1998-04-19,POR,,SEA,L,15.443333333333333,2,3,0.667,2,2,1.0,2,2,1.0,1,0,1,3,1,0,2,1,8
Johnny Newman,7.7,1998-04-19,DEN,@,SAS,L,31.85,3,7,0.429,1,2,0.5,6,9,0.667,0,2,2,0,0,0,1,0,13
Mark Hendrickson,4.4,1998-04-19,SAC,,VAN,L,26.215,0,2,0.0,0,0,0.0,2,2,1.0,1,4,5,2,2,1,1,3,2
Corie Blount,3.7,1998-04-19,LAL,,UTA,W,21.283333333333335,2,3,0.667,0,0,0.0,0,1,0.0,4,5,9,0,0,1,2,4,4
David Robinson,6.9,1998-04-19,SAS,,DEN,W,12.366666666666667,3,7,0.429,0,0,0.0,3,3,1.0,2,2,4,0,1,0,1,1,9
Tony Battie,-0.1,1998-04-19,DEN,@,SAS,L,13.748333333333333,2,7,0.286,0,0,0.0,1,2,0.5,1,5,6,0,0,2,3,3,5
Othella Harrington,3.5,1998-04-19,HOU,,PHX,L,27.25,3,7,0.429,0,0,0.0,4,7,0.571,1,1,2,1,0,1,2,5,10
Rasheed Wallace,3.0,1998-04-19,POR,,SEA,L,29.916666666666668,3,7,0.429,0,0,0.0,0,0,0.0,0,2,2,2,1,1,1,5,6
Monty Williams,7.1,1998-04-19,SAS,,DEN,W,17.45,2,7,0.286,0,0,0.0,6,8,0.75,0,1,1,3,0,0,0,1,10
Aaron McKie,4.1,1998-04-19,PHI,@,TOR,W,23.755,4,9,0.444,0,0,0.0,0,0,0.0,0,4,4,2,0,0,1,2,8
Dee Brown,2.0,1998-04-19,TOR,,PHI,L,22.1,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,3,1,1,4,1,5
Mark Strickland,4.8,1998-04-19,MIA,@,ATL,L,17.633333333333333,4,5,0.8,0,0,0.0,1,1,1.0,3,2,5,0,0,0,3,5,9
Joe Dumars,7.3,1998-04-19,DET,@,NJN,L,12.0,4,7,0.571,3,4,0.75,0,0,0.0,0,0,0,0,0,0,0,1,11
Rodrick Rhodes,-4.4,1998-04-19,HOU,,PHX,L,31.183333333333334,3,15,0.2,1,1,1.0,3,8,0.375,1,0,1,2,0,0,4,3,10
Alvin Williams,3.2,1998-04-19,TOR,,PHI,L,23.816666666666666,1,6,0.167,0,0,0.0,0,0,0.0,1,3,4,3,1,1,0,1,2
Greg Ostertag,3.3,1998-04-19,UTA,@,LAL,L,12.685,1,2,0.5,0,0,0.0,0,0,0.0,0,6,6,1,0,2,0,4,2
Hersey Hawkins,2.3,1998-04-19,SEA,@,POR,W,37.333333333333336,0,4,0.0,0,3,0.0,2,2,1.0,1,4,5,2,2,0,1,3,2
Robert Horry,2.5,1998-04-19,LAL,,UTA,W,26.35,1,2,0.5,0,0,0.0,0,0,0.0,2,6,8,1,1,0,1,6,2
Pete Chilcutt,5.6,1998-04-19,VAN,@,SAC,W,16.47833333333333,3,6,0.5,0,1,0.0,0,0,0.0,2,3,5,0,0,1,0,1,6
Emanual Davis,5.3,1998-04-19,HOU,,PHX,L,20.9,3,4,0.75,1,1,1.0,0,0,0.0,1,1,2,3,0,0,2,3,7
Reggie Geary,0.1,1998-04-19,SAS,,DEN,W,30.65,2,6,0.333,1,2,0.5,2,7,0.286,1,3,4,1,0,0,3,2,7
Vinny Del Negro,4.6,1998-04-19,SAS,,DEN,W,24.933333333333334,2,6,0.333,0,0,0.0,0,0,0.0,0,2,2,4,1,0,0,1,4
Jeff Hornacek,4.6,1998-04-19,UTA,@,LAL,L,29.516666666666666,2,6,0.333,1,2,0.5,1,1,1.0,0,0,0,1,1,1,0,1,6
Kevin Ollie,1.0,1998-04-19,ORL,@,CHH,L,12.0,0,1,0.0,0,0,0.0,1,2,0.5,0,1,1,4,3,0,5,0,1
Lee Mayberry,-0.4,1998-04-19,VAN,@,SAC,W,25.35,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,5,1,0,5,1,2
Reggie Slater,5.2,1998-04-19,TOR,,PHI,L,16.463333333333335,2,4,0.5,0,0,0.0,4,6,0.667,2,2,4,0,0,0,2,0,8
Dennis Scott,4.7,1998-04-19,PHX,@,HOU,W,23.461666666666666,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,4,1,1,0,1,2
Michael Stewart,1.6,1998-04-19,SAC,,VAN,L,19.89666666666667,0,2,0.0,0,0,0.0,1,2,0.5,2,3,5,1,0,2,0,5,1
Alonzo Mourning,4.9,1998-04-19,MIA,@,ATL,L,9.616666666666667,2,4,0.5,0,0,0.0,0,0,0.0,3,4,7,0,0,0,0,1,4
Derek Fisher,5.3,1998-04-19,LAL,,UTA,W,17.616666666666667,3,6,0.5,1,1,1.0,0,0,0.0,0,1,1,2,0,0,0,1,7
Chris Morris,4.2,1998-04-19,UTA,@,LAL,L,11.1,2,4,0.5,1,1,1.0,0,1,0.0,0,1,1,1,1,0,0,1,5
P.J. Brown,4.3,1998-04-19,MIA,@,ATL,L,9.616666666666667,3,5,0.6,0,0,0.0,0,0,0.0,2,1,3,1,0,0,1,2,6
Chucky Brown,4.6,1998-04-19,ATL,,MIA,W,20.366666666666667,3,5,0.6,0,0,0.0,1,2,0.5,1,1,2,1,0,0,1,1,7
Horacio Llamas,3.7,1998-04-19,PHX,@,HOU,W,7.9,3,5,0.6,1,1,1.0,0,0,0.0,1,1,2,0,0,0,0,5,7
Lucious Harris,2.6,1998-04-19,NJN,,DET,W,10.603333333333333,0,2,0.0,0,0,0.0,1,2,0.5,2,0,2,2,2,0,1,1,1
Charles Jones,5.8,1998-04-19,HOU,,PHX,L,7.533333333333333,1,1,1.0,0,0,0.0,0,0,0.0,4,2,6,1,0,0,0,0,2
Walt Williams,0.4,1998-04-19,POR,,SEA,L,12.133333333333333,0,4,0.0,0,2,0.0,2,2,1.0,0,3,3,0,1,1,1,1,2
Kevin Johnson,1.5,1998-04-19,PHX,@,HOU,W,21.083333333333332,0,2,0.0,0,0,0.0,2,3,0.667,0,2,2,5,0,0,2,2,2
Joe Stephens,2.5,1998-04-19,HOU,,PHX,L,7.9,2,7,0.286,0,1,0.0,1,2,0.5,2,2,4,0,0,0,0,0,5
Kebu Stewart,3.9,1998-04-19,PHI,@,TOR,W,5.733333333333333,1,2,0.5,0,0,0.0,2,2,1.0,0,3,3,0,1,0,1,0,4
Bison Dele,-0.3,1998-04-19,DET,@,NJN,L,12.206666666666667,1,3,0.333,0,0,0.0,0,0,0.0,3,2,5,0,0,1,2,5,2
Marko Milic,4.6,1998-04-19,PHX,@,HOU,W,8.45,4,5,0.8,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,2,8
Eddie Johnson,1.5,1998-04-19,HOU,,PHX,L,16.1,2,6,0.333,0,0,0.0,2,2,1.0,0,2,2,1,0,0,2,1,6
Nate McMillan,1.4,1998-04-19,SEA,@,POR,W,12.916666666666666,0,2,0.0,0,0,0.0,0,0,0.0,2,2,4,2,1,0,0,4,0
Corey Beck,1.5,1998-04-19,CHH,,ORL,W,4.466666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,1,1,1,2,2
Anthony Miller,5.0,1998-04-19,ATL,,MIA,W,6.133333333333334,1,2,0.5,0,0,0.0,2,2,1.0,3,1,4,0,0,0,0,1,4
Steve Henson,4.3,1998-04-19,DET,@,NJN,L,4.733333333333333,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,5
Bobby Jackson,-1.6,1998-04-19,DEN,@,SAS,L,16.605,0,3,0.0,0,1,0.0,1,2,0.5,0,2,2,1,2,0,3,1,1
Mark Davis,1.5,1998-04-19,PHI,@,TOR,W,8.796666666666667,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0,1,3,0,0,0,0
Mark Price,0.7,1998-04-19,ORL,@,CHH,L,12.333333333333334,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,5,1,0,1,0,0
Tyrone Corbin,0.5,1998-04-19,ATL,,MIA,W,27.633333333333333,2,8,0.25,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,1,4
Chuck Person,0.8,1998-04-19,SAS,,DEN,W,19.466666666666665,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,1,1,0,1,2,2
J.R. Reid,-1.1,1998-04-19,CHH,,ORL,W,14.433333333333334,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,0,0,1,1,6,2
Derek Harper,-3.8,1998-04-19,ORL,@,CHH,L,23.666666666666668,0,5,0.0,0,1,0.0,0,0,0.0,0,2,2,5,0,0,4,1,0
Stacey Augmon,0.9,1998-04-19,POR,,SEA,L,17.16,2,4,0.5,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,2,4
Benoit Benjamin,2.1,1998-04-19,PHI,@,TOR,W,12.0,2,2,1.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,2,2,6
Elden Campbell,2.7,1998-04-19,LAL,,UTA,W,8.266666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,2
David Benoit,1.1,1998-04-19,ORL,@,CHH,L,9.433333333333334,1,4,0.25,0,1,0.0,1,4,0.25,0,0,0,1,1,0,0,0,3
Eldridge Recasner,2.2,1998-04-19,ATL,,MIA,W,16.616666666666667,0,3,0.0,0,1,0.0,4,5,0.8,0,0,0,0,0,1,0,0,4
Hot Rod Williams,1.7,1998-04-19,PHX,@,HOU,W,8.766666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,0,2
Malik Sealy,0.6,1998-04-19,DET,@,NJN,L,8.733333333333333,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,1,0,1,1,1,2
Adam Keefe,2.2,1998-04-19,UTA,@,LAL,L,11.54,2,4,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,4
Dan Schayes,-1.6,1998-04-19,ORL,@,CHH,L,13.9,1,4,0.25,0,0,0.0,0,0,0.0,0,2,2,0,1,0,2,2,2
Chris Garner,-2.0,1998-04-19,TOR,,PHI,L,12.0,1,6,0.167,1,1,1.0,0,0,0.0,1,1,2,0,0,0,1,3,3
Charles O'Bannon,0.5,1998-04-19,DET,@,NJN,L,14.183333333333334,1,4,0.25,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2
Jason Lawson,2.9,1998-04-19,ORL,@,CHH,L,6.566666666666666,1,1,1.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,0,0,3
Mario Elie,0.2,1998-04-19,HOU,,PHX,L,16.683333333333334,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,1,2
Ivano Newbill,3.2,1998-04-19,VAN,@,SAC,W,9.4,2,2,1.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,2,5
John Thomas,-0.2,1998-04-19,TOR,,PHI,L,12.0,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,2,2
Terry Dehere,1.7,1998-04-19,SAC,,VAN,L,6.1,2,4,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,0,4
Greg Foster,-1.5,1998-04-19,UTA,@,LAL,L,17.766666666666666,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,1,3,2,2
Shandon Anderson,-4.3,1998-04-19,UTA,@,LAL,L,23.266666666666666,1,6,0.167,0,0,0.0,0,0,0.0,2,1,3,0,0,0,3,3,2
Rick Fox,-0.6,1998-04-19,LAL,,UTA,W,15.35,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,2,0
Scott Williams,2.0,1998-04-19,PHI,@,TOR,W,3.5216666666666665,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,2
Rony Seikaly,1.8,1998-04-19,NJN,,DET,W,5.093333333333334,1,1,1.0,0,0,0.0,1,2,0.5,1,0,1,0,0,0,0,3,3
