Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luka Dončić,14.5,2021-05-16,DAL,@,MIN,L,20.738333333333333,6,13,0.462,2,7,0.286,4,5,0.8,0,6,6,6,2,0,4,1,18
Markus Howard,15.8,2021-05-16,DEN,@,POR,L,32.016666666666666,8,17,0.471,4,8,0.5,3,3,1.0,0,4,4,3,1,0,2,2,23
Mike Conley,15.3,2021-05-16,UTA,@,SAC,W,21.833333333333332,4,10,0.4,3,3,1.0,0,0,0.0,1,5,6,9,3,0,1,2,11
Jaren Jackson Jr.,11.6,2021-05-16,MEM,@,GSW,L,31.45,5,13,0.385,2,7,0.286,2,2,1.0,2,5,7,2,3,2,2,5,14
Dean Wade,15.1,2021-05-16,CLE,@,BKN,L,35.25,7,14,0.5,4,9,0.444,0,0,0.0,2,6,8,3,1,0,1,3,18
Rudy Gobert,16.7,2021-05-16,UTA,@,SAC,W,27.933333333333334,6,8,0.75,0,1,0.0,1,4,0.25,4,12,16,1,0,2,0,1,13
Tyler Herro,16.6,2021-05-16,MIA,@,DET,W,35.18333333333333,7,13,0.538,1,5,0.2,1,2,0.5,0,6,6,11,0,0,1,3,16
Andre Drummond,12.2,2021-05-16,LAL,@,NOP,W,21.033333333333335,6,11,0.545,0,0,0.0,1,3,0.333,5,8,13,0,2,2,2,5,13
Daniel Oturu,7.6,2021-05-16,LAC,@,OKC,L,37.15,5,21,0.238,1,4,0.25,2,2,1.0,7,5,12,2,2,1,2,3,13
Cameron Payne,16.0,2021-05-16,PHX,@,SAS,W,27.466666666666665,7,14,0.5,3,6,0.5,2,2,1.0,0,4,4,6,1,0,2,1,19
Tremont Waters,14.3,2021-05-16,BOS,@,NYK,L,25.05666666666667,7,13,0.538,3,8,0.375,0,0,0.0,0,5,5,5,2,0,3,1,17
Jakob Poeltl,15.9,2021-05-16,SAS,,PHX,L,29.866666666666667,8,14,0.571,0,0,0.0,1,3,0.333,3,7,10,0,0,3,0,0,17
Skylar Mays,17.6,2021-05-16,ATL,,HOU,W,27.233333333333334,7,11,0.636,2,5,0.4,0,0,0.0,0,4,4,7,0,2,1,0,16
P.J. Washington,10.6,2021-05-16,CHA,@,WAS,L,30.371666666666666,4,10,0.4,3,9,0.333,0,0,0.0,1,8,9,4,2,1,2,4,11
D.J. Augustin,16.0,2021-05-16,HOU,@,ATL,L,22.016666666666666,5,11,0.455,4,10,0.4,4,4,1.0,1,3,4,5,1,0,2,1,18
Buddy Hield,15.0,2021-05-16,SAC,,UTA,L,30.716666666666665,5,12,0.417,1,7,0.143,2,3,0.667,1,6,7,9,1,0,1,0,13
KZ Okpala,16.2,2021-05-16,MIA,@,DET,W,33.833333333333336,6,9,0.667,0,1,0.0,5,5,1.0,1,4,5,2,2,2,2,4,17
Mike James,10.8,2021-05-16,BKN,,CLE,W,27.8,6,16,0.375,2,6,0.333,0,1,0.0,0,4,4,8,2,0,2,2,14
Kelly Olynyk,13.0,2021-05-16,HOU,@,ATL,L,23.983333333333334,3,11,0.273,2,5,0.4,8,8,1.0,1,5,6,4,1,1,2,3,16
Armoni Brooks,8.1,2021-05-16,HOU,@,ATL,L,34.416666666666664,6,19,0.316,6,18,0.333,0,0,0.0,0,4,4,0,2,0,1,3,18
Frank Kaminsky,13.9,2021-05-16,PHX,@,SAS,W,20.233333333333334,5,9,0.556,1,1,1.0,0,0,0.0,1,9,10,7,0,1,1,2,11
Enes Freedom,16.7,2021-05-16,POR,,DEN,W,22.15,5,5,1.0,0,0,0.0,4,5,0.8,4,11,15,0,0,1,1,3,14
Ish Smith,16.5,2021-05-16,WAS,,CHA,W,32.056666666666665,7,11,0.636,0,1,0.0,0,0,0.0,1,7,8,7,0,1,1,0,14
Ja Morant,7.9,2021-05-16,MEM,@,GSW,L,37.96666666666667,7,21,0.333,1,6,0.167,1,2,0.5,1,2,3,9,1,0,4,1,16
Max Strus,14.4,2021-05-16,MIA,@,DET,W,35.666666666666664,7,16,0.438,3,11,0.273,3,4,0.75,0,4,4,2,1,0,0,1,20
Miles Bridges,7.4,2021-05-16,CHA,@,WAS,L,39.55,6,18,0.333,2,9,0.222,3,3,1.0,1,3,4,0,0,4,3,2,17
DeMar DeRozan,17.7,2021-05-16,SAS,,PHX,L,25.4,8,14,0.571,1,1,1.0,6,7,0.857,1,2,3,4,0,0,2,1,23
Doug McDermott,13.5,2021-05-16,IND,@,TOR,W,32.36666666666667,8,15,0.533,4,8,0.5,0,0,0.0,0,1,1,2,1,1,1,4,20
Donta Hall,14.0,2021-05-16,ORL,@,PHI,L,25.09,4,6,0.667,0,0,0.0,6,8,0.75,3,7,10,2,0,2,2,4,14
Terence Davis,14.2,2021-05-16,SAC,,UTA,L,31.8,8,14,0.571,2,5,0.4,2,2,1.0,1,2,3,1,2,0,2,3,20
RJ Barrett,15.6,2021-05-16,NYK,,BOS,W,33.16166666666667,7,12,0.583,2,4,0.5,6,8,0.75,0,4,4,2,0,0,1,4,22
Isaiah Joe,11.9,2021-05-16,PHI,,ORL,W,33.266666666666666,4,12,0.333,4,10,0.4,5,6,0.833,0,3,3,2,2,0,1,3,17
E'Twaun Moore,19.7,2021-05-16,PHX,@,SAS,W,20.533333333333335,9,10,0.9,2,2,1.0,2,2,1.0,1,1,2,2,0,1,2,0,22
Bojan Bogdanovic,10.1,2021-05-16,UTA,@,SAC,W,30.183333333333334,5,15,0.333,2,5,0.4,6,6,1.0,1,5,6,4,0,0,4,1,18
Alec Burks,12.4,2021-05-16,NYK,,BOS,W,25.115,6,10,0.6,5,7,0.714,0,0,0.0,1,5,6,0,1,0,2,3,17
Cameron Oliver,11.5,2021-05-16,HOU,@,ATL,L,28.75,5,9,0.556,0,3,0.0,0,1,0.0,4,8,12,1,0,3,1,2,10
Aron Baynes,10.6,2021-05-16,TOR,,IND,L,26.0,5,11,0.455,3,5,0.6,1,2,0.5,2,8,10,0,0,1,1,2,14
Cory Joseph,10.6,2021-05-16,DET,,MIA,L,30.783333333333335,6,14,0.429,2,4,0.5,0,0,0.0,1,3,4,5,1,1,2,2,14
Damian Jones,12.8,2021-05-16,SAC,,UTA,L,35.93333333333333,9,13,0.692,0,2,0.0,1,2,0.5,1,4,5,1,1,1,3,4,19
Reggie Bullock Jr.,15.7,2021-05-16,NYK,,BOS,W,34.38333333333333,6,9,0.667,4,7,0.571,0,0,0.0,0,3,3,2,1,1,0,1,16
Kristaps Porziņģis,15.2,2021-05-16,DAL,@,MIN,L,25.583333333333332,6,10,0.6,4,5,0.8,2,2,1.0,0,4,4,1,0,1,0,2,18
Jaden McDaniels,13.3,2021-05-16,MIN,,DAL,W,32.39,8,13,0.615,3,7,0.429,0,0,0.0,2,1,3,2,0,1,2,4,19
Nathan Knight,13.5,2021-05-16,ATL,,HOU,W,26.016666666666666,6,9,0.667,1,3,0.333,0,2,0.0,3,7,10,0,0,2,0,1,13
Bruce Brown,15.3,2021-05-16,BKN,,CLE,W,25.6,4,5,0.8,0,0,0.0,4,6,0.667,0,4,4,4,2,2,1,1,12
Torrey Craig,11.1,2021-05-16,PHX,@,SAS,W,29.65,5,11,0.455,1,4,0.25,0,0,0.0,2,4,6,4,1,2,0,5,11
Louis King,8.3,2021-05-16,SAC,,UTA,L,28.166666666666668,5,12,0.417,2,3,0.667,0,0,0.0,0,3,3,3,3,1,2,5,12
Nikola Jokić,14.2,2021-05-16,DEN,@,POR,L,16.683333333333334,9,17,0.529,0,3,0.0,3,3,1.0,1,2,3,2,1,0,1,3,21
Jabari Parker,15.7,2021-05-16,BOS,@,NYK,L,26.9,6,10,0.6,1,3,0.333,5,6,0.833,1,6,7,2,0,0,0,3,18
Elijah Bryant,9.1,2021-05-16,MIL,@,CHI,L,31.57,6,13,0.462,1,5,0.2,3,3,1.0,2,4,6,3,0,1,4,4,16
Trae Young,11.7,2021-05-16,ATL,,HOU,W,16.333333333333332,3,9,0.333,1,3,0.333,3,4,0.75,0,3,3,9,2,0,2,0,10
Rudy Gay,12.9,2021-05-16,SAS,,PHX,L,19.983333333333334,4,9,0.444,2,5,0.4,2,2,1.0,0,6,6,3,1,1,0,0,12
Dillon Brooks,12.2,2021-05-16,MEM,@,GSW,L,29.916666666666668,6,14,0.429,1,4,0.25,5,7,0.714,0,2,2,6,0,0,0,6,18
Yogi Ferrell,11.7,2021-05-16,LAC,@,OKC,L,26.9,5,12,0.417,2,6,0.333,2,2,1.0,2,5,7,2,1,0,0,3,14
Robin Lopez,16.2,2021-05-16,WAS,,CHA,W,26.518333333333334,9,11,0.818,0,0,0.0,0,0,0.0,4,2,6,1,1,0,2,2,18
Josh Jackson,9.3,2021-05-16,DET,,MIA,L,24.15,6,15,0.4,2,7,0.286,3,5,0.6,1,2,3,3,1,0,2,3,17
Nickeil Alexander-Walker,7.6,2021-05-16,NOP,,LAL,L,36.73833333333334,5,15,0.333,2,8,0.25,2,2,1.0,1,3,4,5,1,0,4,0,14
Jalen Smith,9.2,2021-05-16,PHX,@,SAS,W,40.96666666666667,5,11,0.455,1,4,0.25,0,0,0.0,0,10,10,2,0,1,0,3,11
Jarred Vanderbilt,12.5,2021-05-16,MIN,,DAL,W,23.75,3,6,0.5,0,1,0.0,1,2,0.5,5,7,12,1,3,0,0,1,7
Dario Saric,12.4,2021-05-16,PHX,@,SAS,W,26.866666666666667,6,12,0.5,1,3,0.333,0,0,0.0,2,2,4,4,2,0,1,1,13
Collin Sexton,13.6,2021-05-16,CLE,@,BKN,L,20.05,5,11,0.455,1,4,0.25,5,5,1.0,0,2,2,5,1,0,1,2,16
Joe Ingles,10.2,2021-05-16,UTA,@,SAC,W,30.25,3,8,0.375,2,6,0.333,2,2,1.0,0,5,5,7,1,0,2,2,10
Rui Hachimura,12.4,2021-05-16,WAS,,CHA,W,34.35,7,12,0.583,2,3,0.667,0,0,0.0,0,6,6,0,1,0,0,2,16
KJ Martin,2.1,2021-05-16,HOU,@,ATL,L,36.29666666666667,4,15,0.267,2,9,0.222,0,1,0.0,1,5,6,4,2,0,4,4,10
Jordan Poole,11.7,2021-05-16,GSW,,MEM,W,24.886666666666667,5,9,0.556,3,7,0.429,2,2,1.0,2,1,3,1,2,0,3,1,15
Norman Powell,14.3,2021-05-16,POR,,DEN,W,33.05,5,9,0.556,3,5,0.6,6,6,1.0,0,3,3,1,0,0,2,0,19
Dwight Powell,12.0,2021-05-16,DAL,@,MIN,L,27.611666666666668,2,3,0.667,0,0,0.0,2,2,1.0,3,4,7,8,0,2,1,5,6
Kyle Anderson,10.9,2021-05-16,MEM,@,GSW,L,29.166666666666668,4,9,0.444,0,2,0.0,2,2,1.0,1,4,5,4,2,1,1,2,10
Mfiondu Kabengele,11.3,2021-05-16,CLE,@,BKN,L,18.283333333333335,3,5,0.6,0,1,0.0,2,2,1.0,3,7,10,1,0,3,1,1,8
Mamadi Diakite,9.7,2021-05-16,MIL,@,CHI,L,38.21666666666667,4,11,0.364,0,1,0.0,5,8,0.625,2,5,7,1,2,0,0,4,13
Caris LeVert,14.1,2021-05-16,IND,@,TOR,W,21.4,4,8,0.5,1,2,0.5,4,4,1.0,0,1,1,6,2,0,1,1,13
Brodric Thomas,12.2,2021-05-16,CLE,@,BKN,L,31.033333333333335,4,8,0.5,1,5,0.2,5,9,0.556,1,3,4,0,3,0,0,2,14
Dennis Schröder,10.8,2021-05-16,LAL,@,NOP,W,28.6,5,11,0.455,2,6,0.333,0,0,0.0,0,3,3,4,2,0,0,3,12
Patrick Williams,9.6,2021-05-16,CHI,,MIL,W,29.63,4,8,0.5,0,1,0.0,3,3,1.0,3,4,7,1,1,2,3,2,11
Eric Bledsoe,12.3,2021-05-16,NOP,,LAL,L,22.116666666666667,5,9,0.556,2,4,0.5,1,2,0.5,0,4,4,2,0,2,0,0,13
Ignas Brazdeikis,6.5,2021-05-16,ORL,@,PHI,L,34.03333333333333,3,9,0.333,2,5,0.4,1,2,0.5,0,8,8,4,1,0,2,3,9
Naz Reid,15.6,2021-05-16,MIN,,DAL,W,16.823333333333334,7,7,1.0,3,3,1.0,0,0,0.0,1,4,5,0,0,0,0,3,17
Lauri Markkanen,11.1,2021-05-16,CHI,,MIL,W,24.763333333333332,6,11,0.545,2,4,0.5,3,4,0.75,0,5,5,1,0,0,2,1,17
Bruno Fernando,10.0,2021-05-16,ATL,,HOU,W,21.233333333333334,4,10,0.4,0,0,0.0,2,2,1.0,1,8,9,1,2,0,0,1,10
Jarrett Allen,9.9,2021-05-16,CLE,@,BKN,L,29.716666666666665,2,7,0.286,0,1,0.0,5,7,0.714,2,9,11,0,1,1,0,0,9
Luke Kennard,9.4,2021-05-16,LAC,@,OKC,L,29.916666666666668,6,14,0.429,1,7,0.143,0,0,0.0,0,3,3,1,3,0,0,2,13
Serge Ibaka,10.8,2021-05-16,LAC,@,OKC,L,18.766666666666666,4,10,0.4,1,6,0.167,3,4,0.75,2,5,7,2,0,1,0,1,12
Patrick Patterson,10.7,2021-05-16,LAC,@,OKC,L,42.1,4,11,0.364,2,8,0.25,0,0,0.0,3,3,6,4,1,0,0,0,10
Jay Scrubb,7.7,2021-05-16,LAC,@,OKC,L,36.11666666666667,7,17,0.412,0,4,0.0,0,0,0.0,2,5,7,1,1,0,1,2,14
Moritz Wagner,12.7,2021-05-16,ORL,@,PHI,L,34.63333333333333,4,5,0.8,1,2,0.5,5,6,0.833,0,4,4,1,1,1,1,4,14
George Hill,15.9,2021-05-16,PHI,,ORL,W,22.466666666666665,5,6,0.833,3,4,0.75,1,1,1.0,0,1,1,4,1,0,0,0,14
Devonte' Graham,11.6,2021-05-16,CHA,@,WAS,L,30.846666666666668,4,10,0.4,3,8,0.375,4,4,1.0,0,2,2,2,1,0,1,0,15
Ryan Arcidiacono,12.2,2021-05-16,CHI,,MIL,W,16.733333333333334,5,6,0.833,4,4,1.0,0,0,0.0,0,4,4,2,0,0,1,3,14
Damyean Dotson,11.5,2021-05-16,CLE,@,BKN,L,28.316666666666666,7,9,0.778,3,5,0.6,0,0,0.0,0,1,1,3,0,0,4,1,17
JaVale McGee,10.3,2021-05-16,DEN,@,POR,L,14.716666666666667,4,9,0.444,0,1,0.0,1,2,0.5,4,4,8,2,0,2,0,1,9
Kyle Guy,5.9,2021-05-16,SAC,,UTA,L,18.633333333333333,2,8,0.25,2,3,0.667,0,2,0.0,0,6,6,5,2,0,1,2,6
Tim Hardaway Jr.,14.2,2021-05-16,DAL,@,MIN,L,24.35,5,7,0.714,2,3,0.667,3,3,1.0,0,0,0,4,0,1,1,1,15
Terance Mann,16.7,2021-05-16,LAC,@,OKC,L,23.216666666666665,7,8,0.875,1,2,0.5,4,5,0.8,0,2,2,1,0,0,0,1,19
Grant Williams,10.6,2021-05-16,BOS,@,NYK,L,25.606666666666666,5,8,0.625,2,2,1.0,1,1,1.0,1,5,6,2,0,0,2,1,13
Hamidou Diallo,7.5,2021-05-16,DET,,MIA,L,30.466666666666665,4,8,0.5,1,3,0.333,6,9,0.667,1,4,5,2,0,0,4,4,15
Isaac Okoro,5.1,2021-05-16,CLE,@,BKN,L,34.35,6,16,0.375,2,7,0.286,4,8,0.5,1,2,3,0,0,0,3,2,18
Dorian Finney-Smith,10.0,2021-05-16,DAL,@,MIN,L,28.305,6,9,0.667,3,5,0.6,0,0,0.0,1,3,4,1,0,0,3,1,15
Jaxson Hayes,11.9,2021-05-16,NOP,,LAL,L,19.605,4,7,0.571,0,0,0.0,2,2,1.0,2,5,7,3,1,0,0,2,10
Tyler Cook,12.6,2021-05-16,DET,,MIA,L,35.15,6,8,0.75,0,0,0.0,0,0,0.0,2,7,9,1,0,0,0,1,12
Anthony Davis,9.0,2021-05-16,LAL,@,NOP,W,30.283333333333335,5,12,0.417,0,3,0.0,4,6,0.667,0,5,5,1,1,0,1,0,14
John Collins,13.6,2021-05-16,ATL,,HOU,W,16.333333333333332,5,7,0.714,1,1,1.0,4,4,1.0,0,4,4,0,0,1,0,1,15
Kira Lewis Jr.,12.1,2021-05-16,NOP,,LAL,L,25.883333333333333,4,6,0.667,1,2,0.5,3,3,1.0,0,3,3,4,1,0,2,0,12
Pat Connaughton,12.3,2021-05-16,MIL,@,CHI,L,25.266666666666666,5,10,0.5,2,7,0.286,3,3,1.0,0,1,1,0,2,0,0,0,15
Jalen Brunson,9.3,2021-05-16,DAL,@,MIN,L,26.633333333333333,6,12,0.5,2,4,0.5,1,1,1.0,0,0,0,3,1,0,2,2,15
Jeff Green,11.3,2021-05-16,BKN,,CLE,W,22.4,4,6,0.667,3,4,0.75,2,2,1.0,0,2,2,0,1,1,1,1,13
Marc Gasol,6.5,2021-05-16,LAL,@,NOP,W,26.966666666666665,1,4,0.25,1,3,0.333,0,0,0.0,1,6,7,4,1,2,1,2,3
Saben Lee,10.2,2021-05-16,DET,,MIA,L,27.7,5,8,0.625,0,1,0.0,0,0,0.0,0,2,2,7,0,1,2,1,10
Kentavious Caldwell-Pope,10.3,2021-05-16,LAL,@,NOP,W,27.483333333333334,4,8,0.5,2,6,0.333,0,0,0.0,0,1,1,6,1,0,0,3,10
Solomon Hill,6.8,2021-05-16,ATL,,HOU,W,35.78333333333333,2,7,0.286,2,6,0.333,0,0,0.0,1,4,5,4,2,0,1,2,6
Derrick Favors,10.5,2021-05-16,UTA,@,SAC,W,17.183333333333334,5,6,0.833,0,0,0.0,0,0,0.0,1,8,9,0,1,0,1,1,10
Nicolo Melli,11.7,2021-05-16,DAL,@,MIN,L,15.016666666666667,3,6,0.5,2,5,0.4,2,2,1.0,2,3,5,2,1,0,0,0,10
Romeo Langford,7.2,2021-05-16,BOS,@,NYK,L,34.13333333333333,5,11,0.455,0,1,0.0,4,6,0.667,1,3,4,1,1,0,2,4,14
Mo Bamba,6.0,2021-05-16,ORL,@,PHI,L,22.91,3,10,0.3,2,5,0.4,1,2,0.5,2,4,6,4,0,0,1,3,9
Josh Richardson,5.9,2021-05-16,DAL,@,MIN,L,22.433333333333334,5,14,0.357,1,4,0.25,0,0,0.0,2,3,5,4,0,0,2,1,11
Paul Millsap,10.3,2021-05-16,DEN,@,POR,L,16.6,3,6,0.5,2,3,0.667,4,4,1.0,1,0,1,2,2,0,2,2,12
Kelan Martin,7.8,2021-05-16,IND,@,TOR,W,17.8,4,11,0.364,3,7,0.429,2,2,1.0,0,4,4,1,0,0,1,0,13
Landry Shamet,9.3,2021-05-16,BKN,,CLE,W,25.116666666666667,4,8,0.5,4,7,0.571,0,0,0.0,1,1,2,3,0,0,1,2,12
Nerlens Noel,7.5,2021-05-16,NYK,,BOS,W,32.02333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,6,6,0,3,3,0,1,2
Tony Bradley,11.1,2021-05-16,OKC,,LAC,W,14.116666666666667,4,5,0.8,0,0,0.0,0,0,0.0,2,5,7,1,0,2,0,0,8
Freddie Gillespie,6.3,2021-05-16,TOR,,IND,L,41.15,3,9,0.333,0,0,0.0,1,4,0.25,5,5,10,1,0,1,0,2,7
Kevon Looney,8.9,2021-05-16,GSW,,MEM,W,31.171666666666667,3,5,0.6,0,0,0.0,0,0,0.0,5,6,11,3,0,0,1,3,6
Devon Dotson,9.6,2021-05-16,CHI,,MIL,W,21.416666666666668,5,10,0.5,1,5,0.2,0,0,0.0,0,2,2,4,1,0,0,2,11
Alex Caruso,8.7,2021-05-16,LAL,@,NOP,W,19.366666666666667,4,8,0.5,1,4,0.25,0,0,0.0,1,2,3,5,0,1,1,2,9
Delon Wright,5.6,2021-05-16,SAC,,UTA,L,30.533333333333335,3,8,0.375,1,5,0.2,0,0,0.0,0,3,3,3,1,2,2,1,7
Payton Pritchard,4.4,2021-05-16,BOS,@,NYK,L,23.033333333333335,2,10,0.2,2,8,0.25,0,0,0.0,1,5,6,6,0,0,1,2,6
Jalen McDaniels,9.9,2021-05-16,CHA,@,WAS,L,27.775,4,7,0.571,1,4,0.25,4,4,1.0,1,3,4,2,0,0,2,2,13
Javonte Green,8.5,2021-05-16,CHI,,MIL,W,23.24,3,5,0.6,0,1,0.0,0,0,0.0,0,2,2,1,4,1,0,3,6
Dejounte Murray,5.5,2021-05-16,SAS,,PHX,L,29.866666666666667,3,10,0.3,0,2,0.0,0,0,0.0,1,6,7,4,1,0,1,0,6
Keldon Johnson,8.6,2021-05-16,SAS,,PHX,L,21.516666666666666,4,8,0.5,0,2,0.0,1,2,0.5,1,3,4,4,1,0,1,1,9
