Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Arnett Moultrie,13.6,2013-04-17,PHI,@,IND,W,28.833333333333332,7,11,0.636,0,0,0.0,0,0,0.0,6,6,12,1,0,0,1,3,14
Robin Lopez,12.6,2013-04-17,NOH,@,DAL,L,32.7,6,11,0.545,0,0,0.0,2,2,1.0,7,6,13,0,0,0,2,2,14
Trevor Booker,11.1,2013-04-17,WAS,@,CHI,L,30.65,5,10,0.5,0,0,0.0,0,1,0.0,2,6,8,1,2,2,0,2,10
Greg Smith,9.7,2013-04-17,HOU,@,LAL,L,41.795,4,6,0.667,0,0,0.0,0,0,0.0,2,8,10,1,0,4,1,5,8
Jeff Ayres,12.3,2013-04-17,IND,,PHI,L,27.966666666666665,5,10,0.5,0,1,0.0,2,2,1.0,1,5,6,1,2,2,1,0,12
Andray Blatche,12.6,2013-04-17,BKN,,DET,W,21.45,6,9,0.667,1,1,1.0,2,2,1.0,0,2,2,3,3,0,3,3,15
Kirk Hinrich,16.0,2013-04-17,CHI,,WAS,W,24.816666666666666,7,9,0.778,2,3,0.667,2,3,0.667,0,2,2,5,0,0,1,3,18
Will Barton,6.4,2013-04-17,POR,,GSW,L,48.0,7,19,0.368,1,2,0.5,0,0,0.0,1,6,7,4,0,0,3,1,15
Kyle Lowry,10.7,2013-04-17,TOR,,BOS,W,22.366666666666667,3,9,0.333,1,3,0.333,2,2,1.0,0,2,2,8,3,0,2,1,9
Kevin Seraphin,8.7,2013-04-17,WAS,@,CHI,L,31.066666666666666,4,9,0.444,0,0,0.0,2,2,1.0,1,8,9,3,0,2,2,3,10
Hamed Haddadi,12.7,2013-04-17,PHX,@,DEN,L,19.916666666666668,7,11,0.636,0,0,0.0,0,0,0.0,2,5,7,1,0,2,1,1,14
Shelvin Mack,9.9,2013-04-17,ATL,@,NYK,L,35.28333333333333,6,11,0.545,0,3,0.0,2,2,1.0,0,4,4,4,2,0,4,2,14
Nazr Mohammed,12.1,2013-04-17,CHI,,WAS,W,22.0,7,12,0.583,0,0,0.0,3,3,1.0,3,4,7,0,1,0,2,4,17
Gerald Henderson,8.6,2013-04-17,CHA,,CLE,W,35.333333333333336,6,13,0.462,0,0,0.0,3,4,0.75,1,2,3,6,1,0,5,2,15
Brandon Jennings,8.8,2013-04-17,MIL,@,OKC,W,22.95,6,14,0.429,5,8,0.625,0,0,0.0,0,2,2,2,0,0,2,2,17
Michael Kidd-Gilchrist,14.3,2013-04-17,CHA,,CLE,W,24.95,5,7,0.714,0,0,0.0,1,2,0.5,1,7,8,4,1,0,0,0,11
Terrence Williams,8.8,2013-04-17,BOS,@,TOR,L,28.031666666666666,6,14,0.429,0,2,0.0,0,2,0.0,0,4,4,5,1,1,1,1,12
Jarrett Jack,13.7,2013-04-17,GSW,@,POR,W,34.43333333333333,6,10,0.6,0,1,0.0,2,3,0.667,1,4,5,6,0,0,1,1,14
Tony Parker,13.4,2013-04-17,SAS,,MIN,L,26.7,3,10,0.3,0,0,0.0,9,9,1.0,0,0,0,8,1,0,2,1,15
Ivan Johnson,13.7,2013-04-17,ATL,@,NYK,L,20.216666666666665,6,6,1.0,0,0,0.0,0,0,0.0,3,5,8,1,2,0,2,2,12
Perry Jones III,8.6,2013-04-17,OKC,,MIL,L,38.75,7,15,0.467,0,0,0.0,0,1,0.0,2,7,9,0,1,0,1,2,14
Mike Conley,11.0,2013-04-17,MEM,,UTA,W,31.606666666666666,5,11,0.455,1,2,0.5,3,4,0.75,1,2,3,5,0,1,2,1,14
Ricky Rubio,6.8,2013-04-17,MIN,@,SAS,W,25.986666666666668,4,10,0.4,3,5,0.6,1,2,0.5,0,3,3,3,2,0,4,1,12
Thaddeus Young,9.9,2013-04-17,PHI,@,IND,W,21.333333333333332,5,7,0.714,0,0,0.0,0,0,0.0,0,8,8,0,3,0,1,4,10
Omer Asik,7.8,2013-04-17,HOU,@,LAL,L,43.306666666666665,4,7,0.571,0,0,0.0,0,1,0.0,3,9,12,0,1,1,1,5,8
Ty Lawson,15.3,2013-04-17,DEN,,PHX,W,23.266666666666666,6,9,0.667,2,4,0.5,0,0,0.0,0,1,1,7,0,0,0,0,14
Jeremy Lamb,2.9,2013-04-17,OKC,,MIL,L,41.13333333333333,6,21,0.286,0,6,0.0,1,1,1.0,2,5,7,2,0,1,2,2,13
Jeremy Lin,5.6,2013-04-17,HOU,@,LAL,L,34.6,4,14,0.286,2,7,0.286,2,4,0.5,0,2,2,8,0,0,2,4,12
Kris Humphries,8.8,2013-04-17,BKN,,DET,W,24.0,5,6,0.833,0,0,0.0,1,2,0.5,2,5,7,2,1,1,4,4,11
Alan Anderson,13.6,2013-04-17,TOR,,BOS,W,18.916666666666668,5,10,0.5,2,5,0.4,4,4,1.0,1,3,4,2,0,0,0,1,16
Brian Roberts,3.6,2013-04-17,NOH,@,DAL,L,42.005,5,17,0.294,2,5,0.4,1,1,1.0,0,3,3,6,0,0,3,4,13
Chauncey Billups,10.8,2013-04-17,LAC,@,SAC,W,18.533333333333335,5,8,0.625,3,6,0.5,4,4,1.0,1,3,4,0,0,0,3,3,17
Kendall Marshall,10.5,2013-04-17,PHX,@,DEN,L,40.85,1,5,0.2,0,2,0.0,0,0,0.0,1,2,3,14,1,1,0,3,2
Norris Cole,7.8,2013-04-17,MIA,,ORL,W,41.46666666666667,4,10,0.4,0,4,0.0,1,3,0.333,0,3,3,7,2,0,2,2,9
Gustavo Ayon,8.7,2013-04-17,MIL,@,OKC,W,27.466666666666665,4,9,0.444,0,0,0.0,0,0,0.0,3,9,12,1,0,1,0,2,8
Khris Middleton,9.4,2013-04-17,DET,@,BKN,L,25.016666666666666,3,9,0.333,0,1,0.0,4,4,1.0,0,7,7,2,2,0,1,0,10
Chris Singleton,10.4,2013-04-17,WAS,@,CHI,L,30.616666666666667,6,10,0.6,1,2,0.5,0,0,0.0,0,7,7,0,0,1,0,2,13
Mike Dunleavy,10.1,2013-04-17,MIL,@,OKC,W,27.583333333333332,5,11,0.455,2,6,0.333,2,3,0.667,0,3,3,0,1,1,0,1,14
Travis Outlaw,11.8,2013-04-17,SAC,,LAC,L,27.166666666666668,5,10,0.5,0,3,0.0,7,9,0.778,0,2,2,4,0,0,2,2,17
Damien Wilkins,7.4,2013-04-17,PHI,@,IND,W,35.8,6,11,0.545,0,2,0.0,3,3,1.0,0,2,2,2,1,1,4,5,15
Antawn Jamison,11.3,2013-04-17,LAL,,HOU,W,32.96666666666667,6,12,0.5,2,5,0.4,2,4,0.5,4,0,4,1,0,0,1,1,16
Chase Budinger,9.2,2013-04-17,MIN,@,SAS,W,23.711666666666666,6,13,0.462,3,7,0.429,0,0,0.0,1,3,4,1,0,0,1,1,15
Gary Neal,10.1,2013-04-17,SAS,,MIN,L,21.4,6,12,0.5,3,6,0.5,2,2,1.0,0,3,3,0,0,0,1,2,17
Timofey Mozgov,6.8,2013-04-17,DEN,,PHX,W,20.083333333333332,4,11,0.364,0,0,0.0,2,2,1.0,5,5,10,0,0,1,2,2,10
Lavoy Allen,7.0,2013-04-17,PHI,@,IND,W,32.333333333333336,4,9,0.444,0,0,0.0,3,4,0.75,3,8,11,0,0,0,3,1,11
Chris Andersen,9.0,2013-04-17,MIA,,ORL,W,20.35,2,3,0.667,0,0,0.0,1,2,0.5,4,4,8,1,0,4,1,2,5
DeAndre Jordan,8.7,2013-04-17,LAC,@,SAC,W,29.44,4,7,0.571,0,0,0.0,0,3,0.0,3,7,10,0,0,2,0,1,8
Ish Smith,9.2,2013-04-17,MIL,@,OKC,W,25.05,3,8,0.375,1,3,0.333,0,0,0.0,1,6,7,5,1,0,0,1,7
Landry Fields,8.8,2013-04-17,TOR,,BOS,W,27.533333333333335,4,8,0.5,0,0,0.0,0,0,0.0,3,8,11,3,0,0,1,2,8
Metta World Peace,9.5,2013-04-17,LAL,,HOU,W,23.883333333333333,4,11,0.364,2,5,0.4,2,3,0.667,2,1,3,3,1,0,0,2,12
Dion Waiters,7.4,2013-04-17,CLE,@,CHA,L,22.266666666666666,6,13,0.462,1,4,0.25,3,4,0.75,0,0,0,3,1,0,3,4,16
Marc Gasol,5.0,2013-04-17,MEM,,UTA,W,27.083333333333332,2,7,0.286,0,0,0.0,0,1,0.0,4,3,7,2,2,2,1,5,4
Ed Davis,2.6,2013-04-17,MEM,,UTA,W,22.4,2,7,0.286,0,0,0.0,0,0,0.0,3,6,9,0,0,4,2,5,4
Harrison Barnes,6.7,2013-04-17,GSW,@,POR,W,30.178333333333335,3,10,0.3,0,1,0.0,2,2,1.0,2,8,10,3,0,0,1,1,8
Garrett Temple,3.8,2013-04-17,WAS,@,CHI,L,36.12,2,11,0.182,2,5,0.4,0,0,0.0,1,1,2,5,3,0,2,2,6
Ryan Anderson,8.8,2013-04-17,NOH,@,DAL,L,36.416666666666664,4,13,0.308,1,3,0.333,4,5,0.8,6,1,7,0,0,0,0,2,13
JJ Redick,8.6,2013-04-17,MIL,@,OKC,W,35.03333333333333,4,10,0.4,1,5,0.2,3,3,1.0,2,1,3,3,1,0,2,2,12
Lance Stephenson,9.1,2013-04-17,IND,,PHI,L,25.75,5,8,0.625,0,1,0.0,2,2,1.0,1,2,3,6,0,0,4,2,12
Nate Robinson,6.5,2013-04-17,CHI,,WAS,W,23.183333333333334,3,8,0.375,3,7,0.429,0,0,0.0,1,2,3,4,1,0,2,3,9
Michael Beasley,3.4,2013-04-17,PHX,@,DEN,L,23.916666666666668,5,17,0.294,2,4,0.5,1,2,0.5,1,2,3,1,0,1,2,0,13
Paul Millsap,6.3,2013-04-17,UTA,@,MEM,L,27.566666666666666,2,7,0.286,0,0,0.0,2,4,0.5,5,3,8,0,1,2,0,4,6
Ben Hansbrough,11.0,2013-04-17,IND,,PHI,L,17.65,3,8,0.375,0,3,0.0,5,5,1.0,1,1,2,3,1,1,0,1,11
DeJuan Blair,7.0,2013-04-17,SAS,,MIN,L,29.55,5,9,0.556,0,0,0.0,0,0,0.0,0,6,6,0,1,1,1,3,10
Justin Holiday,4.9,2013-04-17,PHI,@,IND,W,26.5,3,8,0.375,1,2,0.5,1,2,0.5,0,0,0,3,2,2,3,2,8
J.J. Barea,5.8,2013-04-17,MIN,@,SAS,W,25.72833333333333,4,13,0.308,1,7,0.143,1,1,1.0,0,4,4,5,0,0,1,1,10
Pablo Prigioni,10.7,2013-04-17,NYK,,ATL,W,11.143333333333333,3,3,1.0,2,2,1.0,0,0,0.0,1,4,5,3,1,0,1,1,8
Courtney Lee,3.9,2013-04-17,BOS,@,TOR,L,30.483333333333334,3,10,0.3,2,5,0.4,0,0,0.0,1,4,5,1,1,1,1,4,8
Reggie Evans,4.9,2013-04-17,BKN,,DET,W,24.0,3,6,0.5,0,0,0.0,1,3,0.333,3,8,11,0,1,0,3,2,7
Alonzo Gee,10.2,2013-04-17,CLE,@,CHA,L,28.3,5,9,0.556,2,4,0.5,1,2,0.5,0,2,2,1,1,0,0,1,13
Avery Bradley,6.2,2013-04-17,BOS,@,TOR,L,24.451666666666668,4,10,0.4,1,1,1.0,2,2,1.0,0,3,3,3,1,0,3,1,11
Gerald Wallace,7.6,2013-04-17,BKN,,DET,W,26.55,2,5,0.4,0,1,0.0,1,2,0.5,0,1,1,3,4,1,1,1,5
Andrei Kirilenko,9.4,2013-04-17,MIN,@,SAS,W,20.355,2,6,0.333,0,0,0.0,1,1,1.0,3,3,6,4,2,0,0,0,5
Johan Petro,3.1,2013-04-17,ATL,@,NYK,L,20.466666666666665,1,3,0.333,0,0,0.0,0,0,0.0,0,11,11,2,1,1,2,4,2
Tony Allen,7.2,2013-04-17,MEM,,UTA,W,19.673333333333332,3,9,0.333,0,0,0.0,2,2,1.0,3,4,7,4,0,0,1,2,8
E'Twaun Moore,10.0,2013-04-17,ORL,@,MIA,L,30.428333333333335,5,9,0.556,1,2,0.5,0,0,0.0,1,2,3,4,0,0,0,2,11
Dahntay Jones,8.5,2013-04-17,ATL,@,NYK,L,31.916666666666668,3,9,0.333,0,0,0.0,5,5,1.0,3,3,6,2,0,0,1,2,11
Tristan Thompson,2.2,2013-04-17,CLE,@,CHA,L,37.13333333333333,3,9,0.333,0,0,0.0,2,6,0.333,2,8,10,1,0,0,2,4,8
Carl Landry,5.8,2013-04-17,GSW,@,POR,W,29.316666666666666,5,11,0.455,0,0,0.0,0,0,0.0,3,6,9,0,0,0,2,1,10
Tyler Hansbrough,4.2,2013-04-17,IND,,PHI,L,27.633333333333333,3,9,0.333,0,0,0.0,4,6,0.667,3,6,9,0,0,0,3,2,10
Lamar Odom,7.1,2013-04-17,LAC,@,SAC,W,17.438333333333333,2,4,0.5,0,0,0.0,0,0,0.0,1,7,8,2,1,1,0,2,4
Bismack Biyombo,8.2,2013-04-17,CHA,,CLE,W,36.31666666666667,3,5,0.6,0,0,0.0,2,2,1.0,0,4,4,0,0,3,0,2,8
Hasheem Thabeet,9.0,2013-04-17,OKC,,MIL,L,20.616666666666667,2,2,1.0,0,0,0.0,0,0,0.0,4,4,8,2,2,0,1,2,4
Jason Thompson,6.9,2013-04-17,SAC,,LAC,L,25.566666666666666,3,7,0.429,0,0,0.0,2,2,1.0,1,5,6,0,2,0,0,4,8
Evan Fournier,6.1,2013-04-17,DEN,,PHX,W,30.35,4,11,0.364,0,2,0.0,2,2,1.0,0,2,2,2,2,0,1,2,10
Vince Carter,8.9,2013-04-17,DAL,,NOH,W,26.81,4,7,0.571,1,2,0.5,0,0,0.0,0,2,2,4,1,0,0,3,9
Kosta Koufos,9.2,2013-04-17,DEN,,PHX,W,17.433333333333334,5,8,0.625,0,0,0.0,1,1,1.0,1,4,5,0,0,1,0,2,11
Matt Barnes,8.2,2013-04-17,LAC,@,SAC,W,24.773333333333333,6,12,0.5,0,2,0.0,0,0,0.0,2,3,5,1,0,0,0,2,12
Deron Williams,8.8,2013-04-17,BKN,,DET,W,20.933333333333334,2,5,0.4,1,3,0.333,3,3,1.0,0,1,1,6,1,0,2,0,8
Mike James,7.9,2013-04-17,DAL,,NOH,W,17.483333333333334,3,5,0.6,3,4,0.75,0,0,0.0,0,0,0,2,2,0,1,3,9
Jeff Green,5.5,2013-04-17,BOS,@,TOR,L,17.166666666666668,4,7,0.571,1,1,1.0,0,0,0.0,1,5,6,2,0,0,3,2,9
Wesley Johnson,6.1,2013-04-17,PHX,@,DEN,L,20.333333333333332,5,11,0.455,2,6,0.333,0,0,0.0,0,3,3,1,0,0,1,2,12
Caron Butler,6.4,2013-04-17,LAC,@,SAC,W,22.316666666666666,4,8,0.5,3,4,0.75,0,0,0.0,0,2,2,0,1,0,1,3,11
Shane Battier,7.0,2013-04-17,MIA,,ORL,W,19.216666666666665,1,3,0.333,1,2,0.5,2,3,0.667,0,0,0,1,1,4,0,1,5
Amir Johnson,7.6,2013-04-17,TOR,,BOS,W,22.906666666666666,2,4,0.5,1,1,1.0,1,2,0.5,0,2,2,2,1,2,0,1,6
Andrew Bogut,1.1,2013-04-17,GSW,@,POR,W,17.283333333333335,1,8,0.125,0,0,0.0,0,0,0.0,3,5,8,3,0,2,2,2,2
Brandon Knight,1.0,2013-04-17,DET,@,BKN,L,35.38333333333333,3,14,0.214,0,3,0.0,1,3,0.333,0,1,1,5,2,0,2,1,7
Jodie Meeks,4.5,2013-04-17,LAL,,HOU,W,36.55,2,10,0.2,1,7,0.143,4,5,0.8,0,2,2,1,2,0,0,3,9
Wayne Ellington,12.5,2013-04-17,CLE,@,CHA,L,18.406666666666666,5,6,0.833,1,2,0.5,2,2,1.0,0,0,0,1,1,0,0,0,13
Luke Ridnour,4.9,2013-04-17,MIN,@,SAS,W,22.27166666666667,4,10,0.4,1,3,0.333,0,0,0.0,0,1,1,6,0,0,2,3,9
Shannon Brown,10.3,2013-04-17,PHX,@,DEN,L,17.85,6,8,0.75,1,1,1.0,0,0,0.0,1,0,1,0,1,0,0,3,13
Quentin Richardson,1.0,2013-04-17,NYK,,ATL,W,28.916666666666668,1,11,0.091,1,4,0.25,2,2,1.0,5,5,10,1,0,0,2,1,5
Gordon Hayward,5.7,2013-04-17,UTA,@,MEM,L,30.733333333333334,4,8,0.5,1,1,1.0,0,1,0.0,3,0,3,2,1,0,3,1,9
Ray Allen,6.0,2013-04-17,MIA,,ORL,W,25.433333333333334,4,9,0.444,2,5,0.4,0,0,0.0,0,0,0,3,1,0,2,1,10
Jae Crowder,4.8,2013-04-17,DAL,,NOH,W,20.288333333333334,1,5,0.2,0,1,0.0,2,2,1.0,3,1,4,2,2,1,1,4,4
Jeffery Taylor,6.8,2013-04-17,CHA,,CLE,W,23.716666666666665,3,6,0.5,0,1,0.0,0,0,0.0,1,4,5,3,1,0,0,3,6
Alexey Shved,6.9,2013-04-17,MIN,@,SAS,W,22.013333333333332,2,5,0.4,1,2,0.5,1,2,0.5,0,2,2,3,1,1,0,1,6
Luol Deng,6.3,2013-04-17,CHI,,WAS,W,27.383333333333333,2,7,0.286,1,4,0.25,0,0,0.0,1,4,5,5,0,0,0,0,5
Lou Amundson,6.8,2013-04-17,NOH,@,DAL,L,21.733333333333334,2,3,0.667,0,0,0.0,2,6,0.333,3,3,6,0,1,1,1,0,6
Paul Pierce,9.3,2013-04-17,BOS,@,TOR,L,14.35,5,7,0.714,1,2,0.5,0,1,0.0,0,1,1,1,1,0,0,1,11
