Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luther Head,15.5,2007-04-18,HOU,@,UTA,L,29.346666666666668,6,12,0.5,3,5,0.6,3,4,0.75,0,4,4,3,1,0,0,1,18
Flip Murray,8.5,2007-04-18,DET,@,BOS,W,39.15,6,16,0.375,1,3,0.333,3,4,0.75,1,1,2,5,3,0,5,2,16
Dwight Howard,10.6,2007-04-18,ORL,,MIA,W,27.15,5,8,0.625,0,0,0.0,2,4,0.5,3,11,14,1,0,1,3,2,12
Andrea Bargnani,12.6,2007-04-18,TOR,,PHI,L,26.8,5,12,0.417,1,5,0.2,6,8,0.75,1,4,5,2,1,1,1,3,17
Ryan Gomes,13.6,2007-04-18,BOS,,DET,L,41.88333333333333,7,15,0.467,2,5,0.4,3,3,1.0,1,2,3,1,1,1,1,1,19
Andres Nocioni,13.2,2007-04-18,CHI,@,NJN,L,27.683333333333334,6,10,0.6,2,3,0.667,5,6,0.833,1,6,7,1,0,0,2,5,19
Etan Thomas,10.8,2007-04-18,WAS,@,IND,W,21.166666666666668,4,6,0.667,0,0,0.0,2,4,0.5,2,6,8,0,1,4,2,2,10
Juwan Howard,11.2,2007-04-18,HOU,@,UTA,L,32.63333333333333,8,16,0.5,0,0,0.0,4,4,1.0,0,4,4,0,2,0,2,5,20
Ruben Patterson,12.2,2007-04-18,MIL,@,CLE,L,37.516666666666666,8,13,0.615,0,0,0.0,3,7,0.429,1,5,6,1,1,0,2,3,19
Antonio Daniels,16.0,2007-04-18,WAS,@,IND,W,37.86,4,6,0.667,0,1,0.0,5,8,0.625,0,5,5,9,0,0,1,0,13
Grant Hill,15.2,2007-04-18,ORL,,MIA,W,25.85,7,11,0.636,0,0,0.0,3,5,0.6,0,3,3,3,1,1,0,2,17
Larry Hughes,9.6,2007-04-18,CLE,,MIL,W,38.416666666666664,6,16,0.375,1,3,0.333,0,1,0.0,3,3,6,5,0,1,1,1,13
Hakim Warrick,14.5,2007-04-18,MEM,@,MIN,W,26.783333333333335,7,14,0.5,0,1,0.0,4,4,1.0,2,5,7,0,1,0,0,1,18
Devin Brown,10.8,2007-04-18,NOK,@,LAC,W,29.655,5,11,0.455,2,4,0.5,0,0,0.0,3,5,8,3,1,0,1,3,12
Raymond Felton,13.0,2007-04-18,CHA,,NYK,L,31.85,8,15,0.533,1,4,0.25,2,3,0.667,0,1,1,2,2,0,2,0,19
Allan Ray,9.8,2007-04-18,BOS,,DET,L,32.0,7,15,0.467,4,6,0.667,0,0,0.0,0,2,2,3,0,0,2,3,18
Jamaal Magloire,12.0,2007-04-18,POR,,GSW,L,34.8,5,8,0.625,0,0,0.0,3,4,0.75,4,7,11,0,0,1,1,4,13
Melvin Ely,9.8,2007-04-18,SAS,,DEN,L,24.85,4,8,0.5,0,0,0.0,3,6,0.5,2,5,7,2,2,1,1,5,11
Francisco Garcia,8.6,2007-04-18,SAC,,LAL,L,31.566666666666666,4,11,0.364,0,2,0.0,2,3,0.667,4,5,9,3,1,1,1,5,10
Dahntay Jones,10.3,2007-04-18,MEM,@,MIN,W,39.8,7,15,0.467,0,1,0.0,2,3,0.667,4,3,7,1,1,0,1,5,16
Linas Kleiza,9.7,2007-04-18,DEN,@,SAS,W,30.516666666666666,7,15,0.467,3,7,0.429,0,0,0.0,0,3,3,1,1,0,1,3,17
Luke Walton,7.9,2007-04-18,LAL,@,SAC,W,29.42,5,8,0.625,0,2,0.0,0,0,0.0,4,7,11,2,1,0,5,2,10
Lou Williams,12.6,2007-04-18,PHI,@,TOR,W,37.4,4,11,0.364,0,0,0.0,4,4,1.0,2,2,4,7,1,0,0,3,12
Gerald Wallace,10.2,2007-04-18,CHA,,NYK,L,27.8,4,8,0.5,1,1,1.0,3,6,0.5,1,4,5,1,3,0,1,3,12
Kwame Brown,13.9,2007-04-18,LAL,@,SAC,W,22.9,7,8,0.875,0,0,0.0,3,3,1.0,0,4,4,0,1,1,2,3,17
Derek Anderson,10.1,2007-04-18,CHA,,NYK,L,35.266666666666666,5,10,0.5,2,3,0.667,2,3,0.667,0,1,1,6,1,0,2,5,14
Mike Dunleavy,9.2,2007-04-18,IND,,WAS,L,29.171666666666667,5,11,0.455,1,2,0.5,6,7,0.857,1,3,4,1,1,0,3,5,17
Craig Smith,3.4,2007-04-18,MIN,,MEM,L,27.916666666666668,4,13,0.308,0,0,0.0,3,8,0.375,5,8,13,0,0,0,2,5,11
Paul Millsap,7.7,2007-04-18,UTA,,HOU,W,29.5,6,11,0.545,0,0,0.0,2,4,0.5,5,5,10,0,0,0,4,3,14
Stromile Swift,13.0,2007-04-18,MEM,@,MIN,W,15.4,6,10,0.6,0,0,0.0,2,2,1.0,3,2,5,1,0,2,0,3,14
P.J. Brown,8.7,2007-04-18,CHI,@,NJN,L,26.7,5,10,0.5,0,0,0.0,1,1,1.0,2,5,7,2,0,2,1,5,11
Donyell Marshall,14.0,2007-04-18,CLE,,MIL,W,21.383333333333333,6,10,0.6,0,3,0.0,2,3,0.667,3,4,7,1,1,0,0,0,14
Troy Murphy,5.7,2007-04-18,IND,,WAS,L,34.00666666666667,2,10,0.2,2,2,1.0,2,2,1.0,2,7,9,1,1,1,0,5,8
Bobby Jones,10.3,2007-04-18,PHI,@,TOR,W,30.036666666666665,6,9,0.667,0,1,0.0,2,4,0.5,2,4,6,2,1,0,2,5,14
Jason Terry,12.0,2007-04-18,DAL,@,SEA,W,19.633333333333333,5,8,0.625,2,3,0.667,0,0,0.0,0,3,3,5,1,0,1,2,12
Danny Granger,8.4,2007-04-18,IND,,WAS,L,35.505,4,10,0.4,1,1,1.0,5,6,0.833,0,5,5,0,1,1,1,5,14
Kevin Martin,9.4,2007-04-18,SAC,,LAL,L,32.36666666666667,4,10,0.4,2,6,0.333,4,6,0.667,1,2,3,3,1,0,2,2,14
Nate Robinson,9.7,2007-04-18,NYK,@,CHA,W,39.766666666666666,8,15,0.533,2,4,0.5,0,1,0.0,1,2,3,1,0,0,1,4,18
JR Smith,8.3,2007-04-18,DEN,@,SAS,W,26.133333333333333,7,15,0.467,3,8,0.375,0,1,0.0,0,2,2,2,0,0,1,4,17
Bostjan Nachbar,7.7,2007-04-18,NJN,,CHI,W,29.501666666666665,5,8,0.625,4,7,0.571,1,2,0.5,0,4,4,1,0,0,4,3,15
Chris Paul,6.0,2007-04-18,NOK,@,LAC,W,36.06666666666667,3,9,0.333,0,1,0.0,0,0,0.0,1,2,3,10,2,0,4,3,6
Damien Wilkins,5.9,2007-04-18,SEA,,DAL,L,36.21666666666667,3,8,0.375,0,1,0.0,4,7,0.571,1,3,4,3,3,0,4,3,10
Anderson Varejao,7.3,2007-04-18,CLE,,MIL,W,33.8,3,6,0.5,0,0,0.0,3,5,0.6,4,8,12,0,0,1,3,2,9
Mike Bibby,12.0,2007-04-18,SAC,,LAL,L,21.22,7,13,0.538,3,7,0.429,0,0,0.0,0,2,2,1,0,0,0,0,17
Drew Gooden,6.8,2007-04-18,CLE,,MIL,W,24.283333333333335,2,7,0.286,0,0,0.0,2,2,1.0,4,4,8,2,2,1,2,3,6
Mo Williams,9.5,2007-04-18,MIL,@,CLE,L,28.333333333333332,4,11,0.364,1,4,0.25,2,2,1.0,2,2,4,2,2,0,0,2,11
Elton Brand,5.4,2007-04-18,LAC,,NOK,L,41.583333333333336,5,14,0.357,0,0,0.0,1,2,0.5,3,2,5,4,0,1,2,4,11
Gordan Giricek,11.2,2007-04-18,UTA,,HOU,W,25.683333333333334,6,10,0.6,2,4,0.5,0,2,0.0,1,3,4,2,0,0,0,1,14
DeShawn Stevenson,7.7,2007-04-18,WAS,@,IND,W,32.85,5,11,0.455,3,7,0.429,2,4,0.5,0,1,1,3,0,0,2,3,15
Lindsey Hunter,8.4,2007-04-18,DET,@,BOS,W,25.15,3,10,0.3,1,5,0.2,0,0,0.0,1,2,3,8,0,1,0,1,7
Dan Dickau,6.9,2007-04-18,POR,,GSW,L,31.683333333333334,4,13,0.308,0,3,0.0,1,2,0.5,1,1,2,8,1,0,1,2,9
John Salmons,12.2,2007-04-18,SAC,,LAL,L,26.283333333333335,5,9,0.556,0,2,0.0,4,6,0.667,0,1,1,4,1,0,0,2,14
Brendan Haywood,9.1,2007-04-18,WAS,@,IND,W,19.851666666666667,5,6,0.833,0,0,0.0,1,3,0.333,1,3,4,0,0,3,1,4,11
Carlos Delfino,7.8,2007-04-18,DET,@,BOS,W,31.7,3,8,0.375,0,3,0.0,3,4,0.75,1,6,7,3,1,0,2,0,9
Mehmet Okur,10.9,2007-04-18,UTA,,HOU,W,18.9,4,8,0.5,2,3,0.667,2,2,1.0,1,4,5,2,0,0,0,1,12
Josh Howard,9.2,2007-04-18,DAL,@,SEA,W,22.783333333333335,7,13,0.538,1,3,0.333,0,0,0.0,0,2,2,1,1,0,1,2,15
Beno Udrih,6.0,2007-04-18,SAS,,DEN,L,31.766666666666666,5,13,0.385,1,3,0.333,2,4,0.5,0,2,2,3,1,0,2,2,13
Anthony Parker,11.4,2007-04-18,TOR,,PHI,L,30.648333333333333,4,6,0.667,1,2,0.5,5,6,0.833,0,4,4,2,0,0,1,3,14
Ike Diogu,4.3,2007-04-18,IND,,WAS,L,29.783333333333335,5,13,0.385,0,0,0.0,3,6,0.5,2,6,8,0,0,0,2,4,13
Martell Webster,9.3,2007-04-18,POR,,GSW,L,31.133333333333333,5,9,0.556,0,2,0.0,4,4,1.0,1,4,5,0,0,1,3,0,14
Jason Maxiell,4.9,2007-04-18,DET,@,BOS,W,30.933333333333334,4,6,0.667,0,0,0.0,3,4,0.75,1,3,4,0,2,1,5,6,11
Chris Kaman,7.2,2007-04-18,LAC,,NOK,L,30.545,3,7,0.429,0,0,0.0,5,6,0.833,4,4,8,0,0,1,4,1,11
Charlie Bell,5.1,2007-04-18,MIL,@,CLE,L,29.0,4,12,0.333,2,4,0.5,2,2,1.0,1,3,4,3,0,0,3,2,12
Zydrunas Ilgauskas,10.1,2007-04-18,CLE,,MIL,W,16.533333333333335,3,7,0.429,0,0,0.0,4,4,1.0,2,3,5,3,1,0,0,4,10
John Lucas III,5.8,2007-04-18,HOU,@,UTA,L,30.973333333333333,4,13,0.308,1,7,0.143,1,2,0.5,0,1,1,4,2,0,1,1,10
Quinton Ross,5.6,2007-04-18,LAC,,NOK,L,38.608333333333334,3,10,0.3,0,1,0.0,2,2,1.0,4,3,7,1,0,2,2,1,8
Matt Barnes,8.9,2007-04-18,GSW,@,POR,W,27.045,4,7,0.571,1,3,0.333,0,0,0.0,1,3,4,4,1,0,1,3,9
Rasual Butler,8.9,2007-04-18,NOK,@,LAC,W,34.666666666666664,4,9,0.444,2,7,0.286,1,1,1.0,2,0,2,1,1,1,0,3,11
Fred Jones,5.6,2007-04-18,POR,,GSW,L,29.366666666666667,3,10,0.3,2,3,0.667,2,2,1.0,0,2,2,2,2,0,1,4,10
Jackie Butler,7.3,2007-04-18,SAS,,DEN,L,28.333333333333332,4,7,0.571,0,0,0.0,2,3,0.667,2,7,9,1,0,0,2,3,10
Vassilis Spanoulis,5.5,2007-04-18,HOU,@,UTA,L,27.553333333333335,1,7,0.143,0,3,0.0,11,12,0.917,0,0,0,3,1,1,4,6,13
Yakhouba Diawara,7.5,2007-04-18,DEN,@,SAS,W,29.933333333333334,5,11,0.455,2,3,0.667,0,2,0.0,1,2,3,3,0,0,1,1,12
DeSagana Diop,4.6,2007-04-18,DAL,@,SEA,W,28.416666666666668,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,1,0,5,2,3,4
Gary Payton,6.6,2007-04-18,MIA,@,ORL,L,35.38333333333333,2,7,0.286,1,4,0.25,0,0,0.0,0,2,2,7,2,0,1,2,5
Devin Harris,11.6,2007-04-18,DAL,@,SEA,W,20.41,3,5,0.6,0,0,0.0,4,4,1.0,0,3,3,4,1,0,0,2,10
Jameer Nelson,9.0,2007-04-18,ORL,,MIA,W,26.6,4,7,0.571,0,1,0.0,0,0,0.0,1,4,5,6,0,0,1,2,8
Trevor Ariza,7.3,2007-04-18,ORL,,MIA,W,19.133333333333333,2,5,0.4,0,0,0.0,4,6,0.667,1,5,6,1,1,1,1,2,8
Marc Jackson,8.8,2007-04-18,NOK,@,LAC,W,37.03666666666667,3,11,0.273,0,0,0.0,6,6,1.0,2,3,5,2,0,0,0,1,12
James White,6.0,2007-04-18,SAS,,DEN,L,41.68333333333333,3,11,0.273,0,1,0.0,4,4,1.0,1,4,5,2,1,0,1,2,10
Monta Ellis,9.7,2007-04-18,GSW,@,POR,W,35.85,6,10,0.6,0,0,0.0,0,0,0.0,0,2,2,3,1,0,1,1,12
Keith McLeod,8.8,2007-04-18,IND,,WAS,L,27.866666666666667,5,9,0.556,1,3,0.333,0,0,0.0,0,4,4,3,0,0,0,3,11
Andre Brown,9.3,2007-04-18,SEA,,DAL,L,21.5,6,9,0.667,0,1,0.0,0,1,0.0,1,3,4,1,0,1,1,1,12
Mardy Collins,6.3,2007-04-18,NYK,@,CHA,W,44.46666666666667,3,6,0.5,0,1,0.0,2,4,0.5,4,4,8,1,1,0,2,4,8
Jerry Stackhouse,11.5,2007-04-18,DAL,@,SEA,W,17.5,4,7,0.571,0,1,0.0,5,5,1.0,0,0,0,4,1,0,2,0,13
Ersan Ilyasova,3.4,2007-04-18,MIL,@,CLE,L,19.516666666666666,4,10,0.4,1,4,0.25,1,1,1.0,0,4,4,0,2,0,2,6,10
David Noel,5.8,2007-04-18,MIL,@,CLE,L,29.6,2,7,0.286,2,4,0.5,2,2,1.0,0,4,4,3,1,0,2,1,8
Kirk Snyder,8.1,2007-04-18,HOU,@,UTA,L,34.85,5,10,0.5,0,3,0.0,4,4,1.0,1,3,4,1,0,0,2,3,14
Keyon Dooling,7.7,2007-04-18,ORL,,MIA,W,17.316666666666666,1,5,0.2,0,1,0.0,2,3,0.667,2,1,3,5,3,0,1,0,4
Ronald Dupree,7.7,2007-04-18,DET,@,BOS,W,31.933333333333334,3,7,0.429,0,0,0.0,2,2,1.0,1,6,7,3,0,0,0,3,8
Ben Wallace,6.1,2007-04-18,CHI,@,NJN,L,25.4,3,7,0.429,0,0,0.0,0,1,0.0,5,5,10,0,1,0,1,2,6
Mike James,7.8,2007-04-18,MIN,,MEM,L,22.516666666666666,4,9,0.444,1,1,1.0,0,0,0.0,1,0,1,3,1,1,1,0,9
Justin Williams,8.7,2007-04-18,SAC,,LAL,L,27.95,4,5,0.8,0,1,0.0,4,8,0.5,1,5,6,0,0,0,0,5,12
Jamal Sampson,0.9,2007-04-18,DEN,@,SAS,W,27.133333333333333,0,1,0.0,0,0,0.0,0,2,0.0,4,9,13,1,0,2,4,3,0
Sam Cassell,7.9,2007-04-18,LAC,,NOK,L,14.358333333333333,6,9,0.667,0,0,0.0,2,2,1.0,0,1,1,1,1,0,3,3,14
Rashard Lewis,6.0,2007-04-18,SEA,,DAL,L,29.3,5,11,0.455,1,3,0.333,3,5,0.6,0,0,0,1,1,0,2,3,14
Anthony Carter,6.0,2007-04-18,DEN,@,SAS,W,27.266666666666666,3,7,0.429,0,2,0.0,0,0,0.0,0,2,2,9,0,0,2,3,6
Mickael Pietrus,6.4,2007-04-18,GSW,@,POR,W,25.116666666666667,3,7,0.429,1,4,0.25,0,0,0.0,0,3,3,4,1,0,0,4,7
Udonis Haslem,6.7,2007-04-18,MIA,@,ORL,L,20.216666666666665,3,6,0.5,0,0,0.0,1,2,0.5,2,6,8,0,0,1,0,2,7
Carlos Boozer,8.5,2007-04-18,UTA,,HOU,W,18.5,3,7,0.429,0,0,0.0,3,4,0.75,1,4,5,1,1,0,0,0,9
Eduardo Najera,7.1,2007-04-18,DEN,@,SAS,W,21.983333333333334,4,8,0.5,0,0,0.0,0,0,0.0,1,6,7,2,0,0,0,2,8
Jarvis Hayes,4.7,2007-04-18,WAS,@,IND,W,32.4,3,10,0.3,1,2,0.5,2,2,1.0,0,3,3,0,2,0,1,1,9
Kendrick Perkins,5.0,2007-04-18,BOS,,DET,L,31.283333333333335,2,3,0.667,0,0,0.0,0,0,0.0,3,5,8,3,1,0,4,1,4
Ben Gordon,3.8,2007-04-18,CHI,@,NJN,L,44.348333333333336,5,15,0.333,1,4,0.25,4,6,0.667,0,0,0,1,0,0,1,4,15
Emeka Okafor,3.0,2007-04-18,CHA,,NYK,L,23.65,1,4,0.25,0,0,0.0,1,1,1.0,0,8,8,1,1,1,0,6,3
Justin Reed,3.2,2007-04-18,MIN,,MEM,L,28.95,3,12,0.25,0,0,0.0,2,2,1.0,2,2,4,2,1,0,0,5,8
Andrew Bynum,7.6,2007-04-18,LAL,@,SAC,W,13.966666666666667,4,5,0.8,0,0,0.0,1,1,1.0,1,2,3,0,0,2,1,3,9
Darius Songaila,7.7,2007-04-18,WAS,@,IND,W,22.615,4,8,0.5,0,0,0.0,4,4,1.0,0,2,2,0,0,1,0,4,12
Chris Wilcox,6.5,2007-04-18,SEA,,DAL,L,17.683333333333334,4,9,0.444,0,0,0.0,3,4,0.75,0,3,3,0,0,1,1,0,11
Sergio Rodriguez,4.4,2007-04-18,POR,,GSW,L,23.985,3,7,0.429,0,3,0.0,1,2,0.5,0,0,0,7,1,0,4,1,7
Smush Parker,4.8,2007-04-18,LAL,@,SAC,W,24.298333333333332,3,10,0.3,1,4,0.25,2,3,0.667,2,1,3,1,1,0,1,1,9
Alexander Johnson,4.9,2007-04-18,MEM,@,MIN,W,17.45,4,7,0.571,0,0,0.0,3,6,0.5,0,2,2,1,0,1,2,4,11
Quincy Douby,6.5,2007-04-18,SAC,,LAL,L,28.046666666666667,5,9,0.556,1,5,0.2,0,0,0.0,0,2,2,2,0,0,1,3,11
Antoine Walker,1.6,2007-04-18,MIA,@,ORL,L,29.383333333333333,3,11,0.273,1,6,0.167,1,1,1.0,0,4,4,1,1,0,2,2,8
Josh Boone,8.6,2007-04-18,NJN,,CHI,W,18.35333333333333,5,5,1.0,0,0,0.0,5,9,0.556,0,1,1,0,0,0,2,4,15
Rasho Nesterovic,7.9,2007-04-18,TOR,,PHI,L,19.033333333333335,3,5,0.6,0,0,0.0,1,2,0.5,1,2,3,3,1,0,0,2,7
Devean George,6.8,2007-04-18,DAL,@,SEA,W,28.7,4,7,0.571,0,1,0.0,0,0,0.0,0,4,4,1,1,0,0,2,8
Rafael Araujo,5.9,2007-04-18,UTA,,HOU,W,17.083333333333332,2,6,0.333,0,0,0.0,4,4,1.0,1,4,5,2,0,0,0,5,8
Mark Blount,1.6,2007-04-18,MIN,,MEM,L,27.933333333333334,3,10,0.3,0,0,0.0,0,1,0.0,3,3,6,1,0,1,1,4,6
Bobby Jackson,5.7,2007-04-18,NOK,@,LAC,W,25.275,3,8,0.375,1,4,0.25,2,2,1.0,1,1,2,3,0,0,2,0,9
Darrell Armstrong,6.3,2007-04-18,IND,,WAS,L,20.145,3,6,0.5,2,4,0.5,0,0,0.0,1,2,3,2,0,0,1,1,8
Mike Wilks,-0.1,2007-04-18,SEA,,DAL,L,37.9,3,10,0.3,0,0,0.0,2,3,0.667,1,3,4,3,0,0,4,4,8
Junior Harrington,1.6,2007-04-18,MEM,@,MIN,W,22.0,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,5,0,3,3,4,2
Chuck Hayes,6.4,2007-04-18,HOU,@,UTA,L,25.566666666666666,3,4,0.75,0,0,0.0,0,0,0.0,2,3,5,1,1,0,0,5,6
Daniel Gibson,6.0,2007-04-18,CLE,,MIL,W,9.583333333333334,2,5,0.4,1,3,0.333,0,0,0.0,1,1,2,2,1,1,0,1,5
Eric Snow,6.9,2007-04-18,CLE,,MIL,W,22.316666666666666,3,6,0.5,0,0,0.0,1,1,1.0,1,3,4,3,0,0,0,2,7
Antonio McDyess,9.4,2007-04-18,DET,@,BOS,W,7.183333333333334,5,6,0.833,0,0,0.0,1,2,0.5,0,1,1,0,0,1,0,0,11
Jason Kapono,4.0,2007-04-18,MIA,@,ORL,L,31.7,3,8,0.375,0,1,0.0,2,2,1.0,0,3,3,1,1,0,1,3,8
Mickael Gelabale,4.5,2007-04-18,SEA,,DAL,L,34.05,4,7,0.571,0,2,0.0,0,0,0.0,1,3,4,0,1,0,2,2,8
