Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Taurean Prince,15.7,2019-04-10,ATL,,IND,L,33.61666666666667,8,17,0.471,5,8,0.625,2,3,0.667,0,5,5,2,0,1,1,2,23
Jeremy Lamb,18.0,2019-04-10,CHA,,ORL,L,31.65,6,12,0.5,4,7,0.571,6,6,1.0,0,8,8,2,0,0,1,2,22
Shabazz Napier,15.9,2019-04-10,BKN,,MIA,W,29.516666666666666,7,17,0.412,6,13,0.462,0,0,0.0,3,2,5,5,0,0,0,3,20
Dirk Nowitzki,12.4,2019-04-10,DAL,@,SAS,L,31.536666666666665,8,21,0.381,2,6,0.333,2,2,1.0,0,10,10,1,1,0,0,2,20
Reggie Jackson,18.3,2019-04-10,DET,@,NYK,W,25.333333333333332,6,12,0.5,3,6,0.5,6,6,1.0,1,3,4,7,0,0,2,3,21
Tony Bradley,15.3,2019-04-10,UTA,@,LAC,L,24.216666666666665,7,12,0.583,0,0,0.0,1,2,0.5,7,3,10,1,2,2,2,4,15
Meyers Leonard,15.5,2019-04-10,POR,,SAC,W,42.05,8,13,0.615,1,2,0.5,2,2,1.0,4,7,11,3,0,0,3,4,19
Kadeem Allen,15.4,2019-04-10,NYK,,DET,L,28.866666666666667,3,10,0.3,2,3,0.667,5,8,0.625,0,5,5,8,2,1,0,1,13
Miles Bridges,18.5,2019-04-10,CHA,,ORL,L,41.25,8,13,0.615,0,4,0.0,2,2,1.0,1,4,5,3,2,2,1,0,18
DeMar DeRozan,15.8,2019-04-10,SAS,,DAL,W,33.733333333333334,7,15,0.467,0,1,0.0,5,6,0.833,1,4,5,4,3,0,2,2,19
Edmond Sumner,14.1,2019-04-10,IND,@,ATL,W,29.75,5,14,0.357,3,7,0.429,9,11,0.818,2,2,4,1,2,0,2,5,22
Kevin Huerter,14.9,2019-04-10,ATL,,IND,L,30.366666666666667,6,8,0.75,5,6,0.833,0,0,0.0,1,4,5,3,1,1,3,4,17
Rondae Hollis-Jefferson,7.4,2019-04-10,BKN,,MIA,W,26.083333333333332,5,18,0.278,0,2,0.0,0,0,0.0,5,7,12,3,3,1,3,1,10
Marvin Bagley III,14.6,2019-04-10,SAC,@,POR,L,30.246666666666666,8,15,0.533,2,5,0.4,2,2,1.0,0,9,9,0,1,0,1,2,20
Patrick Beverley,14.1,2019-04-10,LAC,,UTA,W,21.316666666666666,5,9,0.556,4,7,0.571,0,0,0.0,0,6,6,6,1,0,1,4,14
Khris Middleton,17.8,2019-04-10,MIL,,OKC,L,16.966666666666665,9,14,0.643,3,7,0.429,0,0,0.0,0,1,1,5,1,0,1,2,21
Walt Lemon Jr.,12.9,2019-04-10,CHI,@,PHI,L,28.283333333333335,9,19,0.474,2,2,1.0,0,0,0.0,2,4,6,4,0,0,2,2,20
Bruno Caboclo,14.8,2019-04-10,MEM,,GSW,W,30.266666666666666,8,14,0.571,3,6,0.5,2,2,1.0,0,4,4,2,1,0,2,3,21
Justin Holiday,12.7,2019-04-10,MEM,,GSW,W,28.033333333333335,8,16,0.5,5,10,0.5,1,2,0.5,0,4,4,1,0,0,2,2,22
Cam Reynolds,15.4,2019-04-10,MIN,@,DEN,L,25.95,7,11,0.636,5,7,0.714,0,0,0.0,0,6,6,1,0,0,0,3,19
Rodions Kurucs,12.7,2019-04-10,BKN,,MIA,W,27.533333333333335,5,15,0.333,1,8,0.125,4,4,1.0,3,6,9,1,2,0,0,1,15
Klay Thompson,17.9,2019-04-10,GSW,@,MEM,L,16.866666666666667,8,12,0.667,3,5,0.6,0,0,0.0,0,1,1,3,1,1,0,0,19
Duncan Robinson,11.4,2019-04-10,MIA,@,BKN,L,36.0,5,12,0.417,3,9,0.333,2,3,0.667,1,4,5,3,2,0,2,2,15
Jae Crowder,15.7,2019-04-10,UTA,@,LAC,L,16.116666666666667,5,8,0.625,4,6,0.667,3,3,1.0,0,3,3,2,0,2,1,1,17
Amir Johnson,14.6,2019-04-10,PHI,,CHI,W,24.4,4,8,0.5,1,2,0.5,3,3,1.0,5,4,9,1,1,2,0,3,12
Kevin Durant,21.6,2019-04-10,GSW,@,MEM,L,18.466666666666665,7,10,0.7,0,2,0.0,7,7,1.0,0,0,0,6,1,0,0,1,21
Ryan Arcidiacono,16.1,2019-04-10,CHI,@,PHI,L,29.816666666666666,5,9,0.556,1,2,0.5,3,3,1.0,2,4,6,6,1,0,1,1,14
Gary Trent Jr.,11.5,2019-04-10,POR,,SAC,W,48.0,8,19,0.421,1,5,0.2,2,3,0.667,0,2,2,3,1,1,1,1,19
Tyler Dorsey,17.1,2019-04-10,MEM,,GSW,W,28.35,7,12,0.583,2,6,0.333,2,2,1.0,3,1,4,3,1,0,0,2,18
Jake Layman,9.3,2019-04-10,POR,,SAC,W,48.0,7,15,0.467,2,3,0.667,3,5,0.6,0,4,4,2,1,0,4,2,19
Will Barton,10.4,2019-04-10,DEN,,MIN,W,32.88333333333333,4,10,0.4,1,4,0.25,1,2,0.5,1,8,9,4,1,1,1,1,10
T.J. McConnell,18.7,2019-04-10,PHI,,CHI,W,23.316666666666666,9,10,0.9,0,0,0.0,0,0,0.0,0,2,2,6,0,1,1,1,18
De'Aaron Fox,18.4,2019-04-10,SAC,@,POR,L,16.716666666666665,8,10,0.8,1,1,1.0,0,0,0.0,0,1,1,9,0,0,1,1,17
Zhaire Smith,14.8,2019-04-10,PHI,,CHI,W,31.883333333333333,7,13,0.538,2,5,0.4,1,2,0.5,2,2,4,5,0,0,1,0,17
Markieff Morris,12.4,2019-04-10,OKC,@,MIL,W,25.723333333333333,5,9,0.556,2,4,0.5,0,0,0.0,3,7,10,3,0,0,0,4,12
Naz Mitrou-Long,7.5,2019-04-10,UTA,@,LAC,L,33.71666666666667,3,9,0.333,1,4,0.25,2,2,1.0,1,3,4,9,1,1,4,5,9
Derrick White,14.5,2019-04-10,SAS,,DAL,W,27.85,6,8,0.75,2,2,1.0,0,0,0.0,0,6,6,3,1,0,0,3,14
Raymond Felton,12.7,2019-04-10,OKC,@,MIL,W,24.2,4,8,0.5,4,8,0.5,0,0,0.0,0,4,4,7,0,0,1,1,12
Justise Winslow,7.0,2019-04-10,MIA,@,BKN,L,28.018333333333334,3,9,0.333,1,6,0.167,1,2,0.5,1,4,5,4,4,0,3,3,8
Jordan Bell,12.5,2019-04-10,GSW,@,MEM,L,27.75,6,9,0.667,0,0,0.0,3,4,0.75,2,6,8,1,0,1,2,2,15
Lou Williams,7.5,2019-04-10,LAC,,UTA,W,23.316666666666666,5,17,0.294,1,2,0.5,4,5,0.8,2,3,5,5,0,0,3,0,15
D.J. Augustin,10.4,2019-04-10,ORL,@,CHA,W,30.983333333333334,7,13,0.538,3,6,0.5,1,2,0.5,0,4,4,1,0,0,2,2,18
Udonis Haslem,7.2,2019-04-10,MIA,@,BKN,L,29.683333333333334,6,17,0.353,0,6,0.0,0,0,0.0,2,9,11,2,0,0,0,2,12
Jalen Brunson,7.0,2019-04-10,DAL,@,SAS,L,30.25,5,13,0.385,1,4,0.25,0,2,0.0,0,3,3,10,0,0,4,0,11
Alize Johnson,10.7,2019-04-10,IND,@,ATL,W,25.366666666666667,2,5,0.4,0,0,0.0,3,4,0.75,3,8,11,1,1,2,0,2,7
Glenn Robinson III,10.7,2019-04-10,DET,@,NYK,W,32.125,4,7,0.571,1,3,0.333,0,0,0.0,0,9,9,2,1,1,0,2,9
Terrance Ferguson,6.3,2019-04-10,OKC,@,MIL,W,33.15,4,10,0.4,3,9,0.333,0,0,0.0,0,6,6,5,0,0,3,4,11
Danilo Gallinari,12.6,2019-04-10,LAC,,UTA,W,24.8,5,11,0.455,0,1,0.0,3,4,0.75,1,3,4,5,1,0,0,1,13
Greg Monroe,12.5,2019-04-10,PHI,,CHI,W,23.35,5,10,0.5,1,1,1.0,3,4,0.75,1,5,6,3,0,0,0,1,14
Doug McDermott,9.7,2019-04-10,IND,@,ATL,W,31.65,4,12,0.333,2,3,0.667,3,3,1.0,1,4,5,2,1,0,0,2,13
Abdel Nader,7.4,2019-04-10,OKC,@,MIL,W,14.315,5,12,0.417,1,6,0.167,0,1,0.0,2,6,8,2,1,0,2,1,11
John Jenkins,14.3,2019-04-10,NYK,,DET,L,27.0,6,9,0.667,2,3,0.667,2,3,0.667,0,3,3,3,0,0,0,1,16
Landry Shamet,9.7,2019-04-10,LAC,,UTA,W,29.416666666666668,5,12,0.417,3,8,0.375,1,2,0.5,0,4,4,3,0,0,0,2,14
Wayne Selden,8.8,2019-04-10,CHI,@,PHI,L,27.641666666666666,5,10,0.5,2,5,0.4,0,0,0.0,1,7,8,2,0,0,2,1,12
Shake Milton,7.8,2019-04-10,PHI,,CHI,W,28.15,4,10,0.4,1,3,0.333,0,0,0.0,0,1,1,2,2,3,0,4,9
Isaiah Hicks,11.9,2019-04-10,NYK,,DET,L,21.05,4,7,0.571,0,0,0.0,3,3,1.0,2,3,5,1,1,2,0,3,11
Courtney Lee,12.0,2019-04-10,DAL,@,SAS,L,19.516666666666666,6,9,0.667,2,4,0.5,0,0,0.0,0,3,3,2,1,0,1,1,14
Yogi Ferrell,11.0,2019-04-10,SAC,@,POR,L,28.65,7,13,0.538,3,6,0.5,0,0,0.0,1,0,1,2,0,0,1,2,17
Devin Harris,8.5,2019-04-10,DAL,@,SAS,L,33.61666666666667,5,11,0.455,0,4,0.0,2,2,1.0,0,2,2,4,0,2,1,4,12
Henry Ellenson,8.6,2019-04-10,NYK,,DET,L,20.6,4,8,0.5,2,3,0.667,2,3,0.667,0,4,4,0,0,2,0,4,12
Gary Harris,8.2,2019-04-10,DEN,,MIN,W,38.88333333333333,5,11,0.455,0,3,0.0,4,5,0.8,2,1,3,1,1,1,3,2,14
Paul Millsap,7.0,2019-04-10,DEN,,MIN,W,32.416666666666664,3,7,0.429,2,3,0.667,1,2,0.5,1,7,8,3,0,0,2,2,9
Pat Connaughton,8.6,2019-04-10,MIL,,OKC,L,18.166666666666668,5,10,0.5,2,5,0.4,0,0,0.0,3,2,5,1,1,0,2,2,12
Michael Carter-Williams,11.2,2019-04-10,ORL,@,CHA,W,22.066666666666666,3,5,0.6,0,1,0.0,2,4,0.5,1,3,4,7,1,0,0,3,8
Jarrett Allen,3.0,2019-04-10,BKN,,MIA,W,21.916666666666668,0,4,0.0,0,0,0.0,1,2,0.5,0,14,14,2,0,2,1,2,1
Thabo Sefolosha,7.9,2019-04-10,UTA,@,LAC,L,27.366666666666667,3,8,0.375,1,1,1.0,0,0,0.0,1,5,6,3,2,0,1,0,7
Dario Saric,5.9,2019-04-10,MIN,@,DEN,L,29.255,4,13,0.308,0,5,0.0,3,3,1.0,1,6,7,3,0,0,1,3,11
Aaron Holiday,7.6,2019-04-10,IND,@,ATL,W,22.45,5,11,0.455,1,5,0.2,2,3,0.667,0,1,1,2,2,0,1,5,13
Timothe Luwawu-Cabarrot,7.9,2019-04-10,CHI,@,PHI,L,29.575,5,13,0.385,1,4,0.25,3,4,0.75,0,4,4,2,0,0,0,3,14
Zach Collins,13.3,2019-04-10,POR,,SAC,W,13.37,5,6,0.833,1,1,1.0,2,2,1.0,3,3,6,1,0,0,0,3,13
Bryn Forbes,8.8,2019-04-10,SAS,,DAL,W,26.2,3,8,0.375,3,6,0.5,1,1,1.0,0,4,4,2,1,0,0,1,10
JaMychal Green,6.9,2019-04-10,LAC,,UTA,W,25.333333333333332,4,9,0.444,3,5,0.6,2,3,0.667,0,2,2,1,0,1,1,5,13
Caleb Swanigan,8.6,2019-04-10,SAC,@,POR,L,17.593333333333334,2,5,0.4,0,1,0.0,0,0,0.0,3,4,7,3,2,1,0,2,4
Wes Iwundu,9.8,2019-04-10,ORL,@,CHA,W,24.25,3,6,0.5,1,2,0.5,0,0,0.0,0,0,0,4,2,2,0,1,7
Ivan Rabb,5.4,2019-04-10,MEM,,GSW,W,29.3,3,10,0.3,0,2,0.0,0,0,0.0,2,6,8,6,0,0,1,3,6
Dwight Powell,10.0,2019-04-10,DAL,@,SAS,L,33.2,1,3,0.333,0,0,0.0,5,6,0.833,4,7,11,2,0,0,0,3,7
Julian Washburn,8.1,2019-04-10,MEM,,GSW,W,23.283333333333335,4,7,0.571,0,2,0.0,0,0,0.0,1,5,6,0,3,0,1,2,8
Rudy Gay,3.5,2019-04-10,SAS,,DAL,W,28.3,2,10,0.2,0,2,0.0,3,4,0.75,0,10,10,3,0,0,2,0,7
Brandon Sampson,8.9,2019-04-10,CHI,@,PHI,L,23.083333333333332,5,8,0.625,2,4,0.5,0,0,0.0,0,1,1,1,1,1,1,3,12
Justin Jackson,10.7,2019-04-10,DAL,@,SAS,L,26.73,6,9,0.667,2,3,0.667,0,0,0.0,2,0,2,2,0,0,1,3,14
Frank Mason III,7.6,2019-04-10,SAC,@,POR,L,17.933333333333334,6,13,0.462,2,6,0.333,1,2,0.5,2,0,2,1,0,0,2,1,15
Wayne Ellington,8.3,2019-04-10,DET,@,NYK,W,18.441666666666666,4,9,0.444,4,8,0.5,0,0,0.0,0,1,1,1,1,0,1,0,12
Bogdan Bogdanović,5.8,2019-04-10,SAC,@,POR,L,27.266666666666666,5,16,0.313,3,11,0.273,2,2,1.0,0,1,1,1,0,0,1,0,15
Evan Fournier,7.8,2019-04-10,ORL,@,CHA,W,31.716666666666665,6,15,0.4,0,5,0.0,2,3,0.667,0,2,2,3,0,0,0,1,14
Shaquille Harrison,7.9,2019-04-10,CHI,@,PHI,L,20.0,4,10,0.4,1,3,0.333,2,2,1.0,0,3,3,0,0,2,0,0,11
Bam Adebayo,7.5,2019-04-10,MIA,@,BKN,L,18.316666666666666,4,7,0.571,1,2,0.5,1,1,1.0,0,6,6,0,1,0,2,0,10
Quinn Cook,1.5,2019-04-10,GSW,@,MEM,L,27.776666666666667,4,12,0.333,2,4,0.5,0,0,0.0,0,4,4,3,0,0,3,5,10
Marcus Derrickson,12.1,2019-04-10,GSW,@,MEM,L,8.15,4,5,0.8,4,4,1.0,1,1,1.0,1,1,2,0,0,0,0,0,13
Mike Scott,7.1,2019-04-10,PHI,,CHI,W,21.933333333333334,3,6,0.5,1,1,1.0,0,0,0.0,0,7,7,1,0,1,0,1,7
Dwayne Bacon,7.9,2019-04-10,CHA,,ORL,L,34.53333333333333,6,11,0.545,0,1,0.0,0,0,0.0,0,2,2,2,1,0,1,2,12
Damion Lee,7.9,2019-04-10,GSW,@,MEM,L,23.333333333333332,4,10,0.4,1,4,0.25,1,1,1.0,1,4,5,2,0,0,0,0,10
Kelly Olynyk,5.3,2019-04-10,MIA,@,BKN,L,24.0,4,8,0.5,0,1,0.0,1,1,1.0,1,3,4,1,0,2,3,1,9
Harrison Barnes,10.2,2019-04-10,SAC,@,POR,L,15.7,2,4,0.5,2,3,0.667,4,6,0.667,0,3,3,3,0,0,0,0,10
Caris LeVert,9.4,2019-04-10,BKN,,MIA,W,20.116666666666667,4,5,0.8,1,1,1.0,1,1,1.0,1,2,3,4,0,0,2,2,10
Cory Joseph,6.9,2019-04-10,IND,@,ATL,W,20.816666666666666,2,7,0.286,0,1,0.0,2,2,1.0,1,2,3,2,2,1,0,1,6
Tyus Jones,5.5,2019-04-10,MIN,@,DEN,L,34.266666666666666,4,12,0.333,0,2,0.0,0,0,0.0,0,1,1,8,0,0,0,4,8
Shai Gilgeous-Alexander,7.1,2019-04-10,LAC,,UTA,W,24.1,3,6,0.5,0,0,0.0,2,2,1.0,0,2,2,3,2,0,1,4,8
Robin Lopez,8.0,2019-04-10,CHI,@,PHI,L,25.933333333333334,6,13,0.462,0,2,0.0,0,0,0.0,2,2,4,1,0,0,0,0,12
Derrick Jones Jr.,9.1,2019-04-10,MIA,@,BKN,L,31.316666666666666,5,9,0.556,0,1,0.0,3,5,0.6,1,3,4,0,0,0,0,1,13
Jacob Evans,6.6,2019-04-10,GSW,@,MEM,L,25.256666666666668,3,7,0.429,2,3,0.667,0,0,0.0,1,2,3,4,0,0,1,2,8
Kevin Knox II,1.2,2019-04-10,NYK,,DET,L,28.033333333333335,3,12,0.25,0,6,0.0,3,4,0.75,1,6,7,1,0,0,3,1,9
Buddy Hield,7.7,2019-04-10,SAC,@,POR,L,16.116666666666667,3,6,0.5,3,5,0.6,0,0,0.0,1,2,3,2,0,0,1,0,9
Salah Mejri,4.1,2019-04-10,DAL,@,SAS,L,14.8,1,5,0.2,0,4,0.0,0,0,0.0,0,7,7,1,1,2,0,0,2
Ed Davis,7.9,2019-04-10,BKN,,MIA,W,15.15,3,5,0.6,0,0,0.0,0,0,0.0,3,7,10,0,0,0,0,0,6
Amile Jefferson,6.8,2019-04-10,ORL,@,CHA,W,24.683333333333334,3,4,0.75,0,0,0.0,0,0,0.0,2,5,7,1,1,0,1,3,6
DeAndre' Bembry,7.7,2019-04-10,ATL,,IND,L,20.116666666666667,4,8,0.5,0,1,0.0,3,3,1.0,1,1,2,1,1,0,0,5,11
Langston Galloway,5.4,2019-04-10,DET,@,NYK,W,18.908333333333335,3,8,0.375,2,5,0.4,0,0,0.0,0,4,4,2,0,0,0,2,8
Davis Bertans,5.5,2019-04-10,SAS,,DAL,W,19.733333333333334,3,9,0.333,3,8,0.375,0,0,0.0,0,3,3,1,0,0,0,0,9
Treveon Graham,2.1,2019-04-10,BKN,,MIA,W,26.516666666666666,4,17,0.235,3,11,0.273,0,0,0.0,1,0,1,1,0,0,0,0,11
Monte Morris,5.9,2019-04-10,DEN,,MIN,W,21.116666666666667,3,8,0.375,1,1,1.0,0,0,0.0,0,2,2,3,1,0,0,1,7
Jerome Robinson,4.6,2019-04-10,LAC,,UTA,W,16.45,3,6,0.5,0,1,0.0,1,2,0.5,0,5,5,3,0,0,1,4,7
Mitchell Robinson,8.8,2019-04-10,NYK,,DET,L,22.5,5,6,0.833,0,0,0.0,1,2,0.5,1,1,2,0,1,0,0,4,11
Davon Reed,5.1,2019-04-10,IND,@,ATL,W,22.95,3,8,0.375,1,3,0.333,0,0,0.0,1,3,4,1,1,0,0,2,7
Spencer Dinwiddie,4.3,2019-04-10,BKN,,MIA,W,25.133333333333333,3,8,0.375,2,7,0.286,0,0,0.0,0,0,0,5,0,0,2,2,8
Bruce Brown,6.8,2019-04-10,DET,@,NYK,W,25.108333333333334,1,3,0.333,0,0,0.0,4,4,1.0,2,2,4,0,1,1,0,3,6
Garrett Temple,5.8,2019-04-10,LAC,,UTA,W,21.583333333333332,1,4,0.25,1,3,0.333,2,2,1.0,1,1,2,0,3,0,0,2,5
Kyle O'Quinn,4.9,2019-04-10,IND,@,ATL,W,10.483333333333333,2,5,0.4,0,0,0.0,2,2,1.0,0,2,2,2,0,2,1,2,6
Jonas Jerebko,5.6,2019-04-10,GSW,@,MEM,L,18.366666666666667,3,5,0.6,0,1,0.0,0,0,0.0,0,3,3,3,0,1,1,2,6
Keita Bates-Diop,5.2,2019-04-10,MIN,@,DEN,L,18.583333333333332,2,4,0.5,0,0,0.0,0,0,0.0,1,6,7,1,1,0,1,0,4
Trey Burke,5.3,2019-04-10,DAL,@,SAS,L,12.616666666666667,2,7,0.286,2,5,0.4,0,0,0.0,0,1,1,3,1,0,0,0,6
Zaza Pachulia,5.2,2019-04-10,DET,@,NYK,W,15.616666666666667,2,4,0.5,0,0,0.0,2,2,1.0,2,3,5,3,0,0,2,3,6
Joe Ingles,4.5,2019-04-10,UTA,@,LAC,L,14.133333333333333,1,3,0.333,1,2,0.5,2,2,1.0,0,2,2,2,2,0,2,2,5
Antonio Blakeney,6.6,2019-04-10,CHI,@,PHI,L,14.383333333333333,3,6,0.5,0,1,0.0,1,2,0.5,0,1,1,3,1,0,0,1,7
Khem Birch,4.6,2019-04-10,ORL,@,CHA,W,23.316666666666666,2,4,0.5,0,0,0.0,1,2,0.5,2,4,6,2,0,0,0,5,5
Darren Collison,6.2,2019-04-10,IND,@,ATL,W,16.15,1,3,0.333,0,1,0.0,4,4,1.0,0,1,1,4,1,0,1,3,6
Bismack Biyombo,6.4,2019-04-10,CHA,,ORL,L,25.856666666666666,2,3,0.667,0,0,0.0,2,4,0.5,3,3,6,1,0,0,0,3,6
Willie Cauley-Stein,8.6,2019-04-10,SAC,@,POR,L,17.333333333333332,3,3,1.0,0,0,0.0,2,2,1.0,2,3,5,0,0,0,0,2,8
Andrew Bogut,-0.8,2019-04-10,GSW,@,MEM,L,17.766666666666666,0,1,0.0,0,0,0.0,0,0,0.0,1,5,6,1,1,2,5,1,0
Mario Hezonja,-2.6,2019-04-10,NYK,,DET,L,21.066666666666666,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,4,3,0,6,3,0
Sterling Brown,0.9,2019-04-10,MIL,,OKC,L,22.65,2,7,0.286,0,4,0.0,3,4,0.75,0,3,3,3,0,0,3,4,7
Justin Anderson,5.2,2019-04-10,ATL,,IND,L,12.87,2,3,0.667,1,1,1.0,2,2,1.0,1,2,3,0,1,0,2,2,7
Nemanja Bjelica,8.7,2019-04-10,SAC,@,POR,L,11.91,3,4,0.75,2,3,0.667,2,2,1.0,0,0,0,1,0,0,0,1,10
Kent Bazemore,0.6,2019-04-10,ATL,,IND,L,17.066666666666666,2,10,0.2,2,6,0.333,1,2,0.5,0,2,2,2,0,0,1,2,7
Mason Plumlee,5.7,2019-04-10,DEN,,MIN,W,14.366666666666667,1,2,0.5,0,0,0.0,0,0,0.0,2,4,6,2,0,1,0,0,2
Patty Mills,3.5,2019-04-10,SAS,,DAL,W,19.2,1,5,0.2,0,2,0.0,2,2,1.0,0,3,3,5,0,0,1,2,4
Kevon Looney,5.0,2019-04-10,GSW,@,MEM,L,15.616666666666667,3,8,0.375,0,0,0.0,0,0,0.0,2,1,3,3,0,0,0,1,6
Andre Iguodala,2.0,2019-04-10,GSW,@,MEM,L,22.25,2,10,0.2,1,6,0.167,0,0,0.0,1,0,1,5,0,0,1,0,5
Furkan Korkmaz,4.1,2019-04-10,PHI,,CHI,W,17.883333333333333,3,8,0.375,1,4,0.25,1,2,0.5,0,2,2,1,0,0,0,1,8
Tyler Zeller,4.8,2019-04-10,MEM,,GSW,W,18.7,3,6,0.5,0,0,0.0,2,4,0.5,3,1,4,0,0,0,1,2,8
