Rk,Player,GmSc,Date,Age,Team, ,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.
,Kenny Gattison,9.3,1993-11-05,29-166,CHH,,CHI,"L, 123-124 (OT)",,22,4,6,.667,4,6,.667,0,0,,2,3,.667,.683,1,1,2,3,0,2,1,3,10,9.3,6.5,,F-C
,Kenny Gattison,9.3,1992-12-02,28-193,CHH,@,GSW,"W, 111-110",,23,4,5,.800,4,5,.800,0,0,,2,2,1.000,.850,1,2,3,0,2,1,2,2,10,9.3,3.3,,F-C
,Matt Geiger,9.3,1998-03-08,28-179,CHH,@,NJN,"W, 109-100",*,31,6,13,.462,6,13,.462,0,0,,6,6,1.000,.575,2,3,5,0,0,1,3,5,18,9.3,-9.2,6,C
,Kendall Gill,9.3,1990-11-19,22-178,CHH,@,PHI,"L, 101-109",,20,4,6,.667,4,6,.667,0,0,,3,4,.750,.709,0,2,2,3,1,0,2,1,11,9.3,1.9,,G
,Kendall Gill,9.3,1992-02-21,23-272,CHH,@,BOS,"L, 110-113",*,37,7,15,.467,7,14,.500,0,1,.000,2,2,1.000,.504,1,0,1,3,0,2,2,3,16,9.3,-3.9,,G
,Kendall Gill,9.3,1993-02-03,24-254,CHH,@,PHI,"W, 129-118",*,33,6,14,.429,5,13,.385,1,1,1.000,1,2,.500,.470,0,2,2,5,1,0,2,0,14,9.3,-7.6,,G
,Treveon Graham,9.3,2017-12-08,24-041,CHO,,CHI,"L, 111-119 (OT)",,19,4,7,.571,2,4,.500,2,3,.667,2,2,1.000,.761,1,1,2,2,0,0,1,2,12,9.3,5.8,-7,G
,Stuart Gray,9.3,1989-11-30,26-187,CHH,@,HOU,"L, 101-113",,23,3,6,.500,3,6,.500,0,0,,3,4,.750,.580,3,3,6,1,2,0,0,5,9,9.3,-1.1,,C-F
,Josh Green,9.3,2024-10-30,23-349,CHO,,TOR,"W, 138-133",*,22,3,6,.500,0,2,.000,3,4,.750,0,0,,.750,1,1,2,3,0,2,0,3,9,9.3,3.8,-2,G-F
,Darrin Hancock,9.3,1995-03-30,23-147,CHH,,DAL,"L, 107-125",,19,4,5,.800,4,5,.800,0,0,,0,2,.000,.680,1,2,3,3,1,0,0,1,8,9.3,5.4,,G-F
,Jason Hart,9.3,2004-11-26,26-211,CHA,@,IND,"L, 77-82",*,33,4,12,.333,4,11,.364,0,1,.000,2,3,.667,.375,0,5,5,6,3,0,1,3,10,9.3,1.6,-3,G
,Jason Hart,9.3,2005-02-05,26-282,CHA,@,SEA,"L, 99-113",,30,3,8,.375,3,7,.429,0,1,.000,3,3,1.000,.483,0,2,2,5,1,0,0,1,9,9.3,-1.4,-4,G
,Hersey Hawkins,9.3,1995-04-05,28-188,CHH,,PHI,"W, 84-66",*,37,4,10,.400,2,5,.400,2,5,.400,2,2,1.000,.551,0,4,4,3,3,0,2,4,12,9.3,3.7,,G
,Hersey Hawkins,9.3,1994-03-29,27-181,CHH,@,NYK,"L, 95-106",*,34,6,12,.500,5,7,.714,1,5,.200,3,4,.750,.581,1,2,3,2,0,0,1,5,16,9.3,-1.2,,G
,Gordon Hayward,9.3,2023-03-23,33-000,CHO,@,NOP,"L, 96-115",*,31,5,12,.417,4,7,.571,1,5,.200,1,2,.500,.466,0,3,3,6,1,0,2,0,12,9.3,-2.4,-17,F-G
,Gerald Henderson,9.3,2014-01-17,26-039,CHA,@,ORL,"W, 111-101",*,35,3,11,.273,3,9,.333,0,2,.000,11,12,.917,.522,0,3,3,1,0,2,3,2,17,9.3,-7.4,10,G
,Gerald Henderson,9.3,2012-04-13,24-126,CHA,@,MIA,"L, 82-105",*,31,6,11,.545,6,10,.600,0,1,.000,2,4,.500,.549,1,3,4,2,2,0,2,4,14,9.3,-2.2,-20,G
,Walter Herrmann,9.3,2007-11-23,28-150,CHA,@,ORL,"L, 92-105",,33,6,15,.400,4,10,.400,2,5,.400,2,2,1.000,.504,2,4,6,0,1,0,1,3,16,9.3,-0.9,-14,F
,Roy Hibbert,9.3,2016-12-01,29-356,CHO,,DAL,"W, 97-87",,17,5,7,.714,5,7,.714,0,0,,1,5,.200,.598,0,4,4,2,0,2,0,3,11,9.3,9.0,8,C
,Michael Holton,9.3,1989-03-19,27-227,CHH,@,GSW,"L, 117-124",,24,3,11,.273,3,11,.273,0,0,,2,2,1.000,.337,2,1,3,11,1,0,1,4,8,9.3,-0.5,,G
,Larry Johnson,9.3,1993-02-28,23-351,CHH,@,DEN,"L, 103-110",*,40,7,20,.350,7,20,.350,0,0,,4,4,1.000,.414,4,11,15,1,0,1,5,0,18,9.3,-4.2,,F
,Jumaine Jones,9.3,2005-11-19,26-282,CHA,@,MIN,"L, 89-102",,24,4,8,.500,2,3,.667,2,5,.400,0,0,,.625,0,1,1,1,3,1,1,1,10,9.3,8.5,-10,F
,Ryan Kalkbrenner,9.3,2026-01-22,24-005,CHO,@,ORL,"W, 124-97",,27,3,3,1.000,3,3,1.000,0,0,,4,6,.667,.887,2,7,9,0,0,1,2,3,10,9.3,-0.8,11,C
,Jeremy Lamb,9.3,2017-12-18,25-202,CHO,,NYK,"W, 109-91",,30,3,9,.333,2,6,.333,1,3,.333,2,2,1.000,.455,0,8,8,4,1,0,0,2,9,9.3,-0.2,20,G-F
,Jeremy Lamb,9.3,2018-02-25,25-271,CHO,,DET,"W, 114-98",,21,4,10,.400,1,4,.250,3,6,.500,0,0,,.550,0,0,0,5,1,0,0,2,11,9.3,8.4,34,G-F
,Jeremy Lamb,9.3,2019-03-24,26-298,CHO,@,TOR,"W, 115-114",,25,5,11,.455,2,7,.286,3,4,.750,0,0,,.591,0,0,0,0,1,2,0,1,13,9.3,0.6,-1,G-F
,Courtney Lee,9.3,2016-02-28,30-148,CHO,@,ATL,"L, 76-87",*,22,3,6,.500,2,4,.500,1,2,.500,2,2,1.000,.654,1,2,3,2,1,0,0,1,9,9.3,8.8,-9,G
,Jamal Mashburn,9.3,2001-11-14,28-350,CHH,@,PHI,"L, 86-100",*,39,7,15,.467,7,14,.500,0,1,.000,7,7,1.000,.581,2,6,8,2,0,0,7,4,21,9.3,-5.3,-12,F
,Anthony Mason,9.3,1998-03-20,31-096,CHH,@,SAS,"W, 92-82",,33,3,8,.375,3,8,.375,0,0,,3,4,.750,.461,1,8,9,4,1,0,1,2,9,9.3,4.6,10,F
,Josh McRoberts,9.3,2013-11-25,26-270,CHA,,BOS,"L, 86-96",*,34,2,6,.333,1,4,.250,1,2,.500,0,0,,.417,3,4,7,5,1,1,0,2,5,9.3,5.0,11,F-C
,Josh McRoberts,9.3,2013-12-13,26-288,CHA,@,IND,"L, 94-99",*,29,4,6,.667,3,3,1.000,1,3,.333,0,0,,.750,1,2,3,3,1,1,1,3,9,9.3,4.6,-12,F-C
,Brandon Miller,9.3,2026-03-17,23-115,CHO,,MIA,"W, 136-106",*,26,6,15,.400,2,9,.222,4,6,.667,0,0,,.533,0,2,2,2,1,0,0,4,16,9.3,-1.1,25,F-G
,Nazr Mohammed,9.3,2008-04-04,30-212,CHA,@,TOR,"W, 105-100",,20,5,7,.714,5,7,.714,0,0,,1,2,.500,.698,4,2,6,0,0,0,1,2,11,9.3,-0.5,14,C
,Malik Monk,9.3,2020-02-03,21-364,CHO,,ORL,"L, 100-112",,22,4,12,.333,3,9,.333,1,3,.333,2,2,1.000,.427,2,3,5,4,1,0,1,0,11,9.3,0.4,-7,G
,Malik Monk,9.3,2017-11-29,19-298,CHO,@,TOR,"L, 113-126",,16,3,6,.500,0,2,.000,3,4,.750,0,0,,.750,0,2,2,4,0,1,0,2,9,9.3,13.2,-3,G
,Alonzo Mourning,9.3,1993-12-20,23-315,CHH,@,CHI,"L, 97-109",*,29,5,7,.714,5,7,.714,0,0,,3,3,1.000,.781,0,8,8,3,0,1,4,5,13,9.3,-0.4,,C-F
,Byron Mullens,9.3,2012-11-03,23-263,CHA,@,DAL,"L, 99-126",*,32,7,18,.389,5,10,.500,2,8,.250,0,0,,.444,3,7,10,1,0,0,1,2,16,9.3,-7.3,-19,C-F
,Johnny Newman,9.3,1993-01-19,29-052,CHH,,ATL,"L, 100-102",,19,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,1.042,0,0,0,1,5,0,1,2,6,9.3,11.9,,F-G
,Johnny Newman,9.3,1993-05-03,29-156,CHH,,BOS,"W, 119-89",*,24,4,6,.667,4,6,.667,0,0,,2,3,.667,.683,0,0,0,1,3,0,1,1,10,9.3,3.7,,F-G
,Emeka Okafor,9.3,2008-01-04,25-098,CHA,@,NJN,"L, 96-102",*,36,2,2,1.000,2,2,1.000,0,0,,2,4,.500,.798,2,11,13,2,1,4,4,3,6,9.3,1.1,2,C-F
,Emeka Okafor,9.3,2008-01-30,25-124,CHA,@,SAC,"L, 91-105",*,35,6,12,.500,6,12,.500,0,0,,1,4,.250,.472,3,12,15,1,0,1,2,4,13,9.3,-5.5,-5,C-F
,Emeka Okafor,9.3,2007-01-31,24-125,CHA,,NYK,"W, 104-87",*,31,3,8,.375,3,8,.375,0,0,,2,6,.333,.376,6,9,15,0,2,0,0,4,8,9.3,-1.8,18,C-F
,Bobby Phills,9.3,1997-11-25,27-340,CHH,,DET,"W, 90-85",*,36,4,8,.500,1,5,.200,3,3,1.000,4,6,.667,.705,0,4,4,3,0,0,3,3,15,9.3,1.8,10,G
,Bobby Phills,9.3,1999-12-27,30-007,CHH,,ATL,"W, 108-104",,31,6,11,.545,6,9,.667,0,2,.000,2,3,.667,.568,0,2,2,4,0,0,2,1,14,9.3,-3.9,0,G
,Mason Plumlee,9.3,2022-10-26,32-235,CHO,@,NYK,"L, 131-134 (OT)",*,31,2,3,.667,2,3,.667,0,0,,4,6,.667,.709,2,5,7,4,1,1,2,5,8,9.3,-2.1,-15,C-F
,Vladimir Radmanović,9.3,2009-02-27,28-100,CHA,@,GSW,"W, 112-109",,21,5,9,.556,4,6,.667,1,3,.333,0,0,,.611,0,3,3,3,0,0,0,1,11,9.3,2.8,3,F
,Vladimir Radmanović,9.3,2009-10-31,28-346,CHA,@,CLE,"L, 79-90",,17,4,9,.444,2,6,.333,2,3,.667,2,2,1.000,.607,1,0,1,1,1,0,0,1,12,9.3,13.6,2,F
,Kurt Rambis,9.3,1988-12-13,30-292,CHH,@,IND,"L, 104-115",*,32,4,7,.571,4,7,.571,0,0,,0,0,,.571,2,7,9,1,3,0,1,4,8,9.3,-1.6,,F
,Eldridge Recasner,9.3,1999-03-26,31-102,CHH,,ORL,"W, 90-82",,17,4,8,.500,1,3,.333,3,5,.600,2,2,1.000,.732,0,1,1,0,0,0,0,0,13,9.3,10.5,-10,G
,J.R. Reid,9.3,1998-01-21,29-296,CHH,@,CHI,"L, 79-110",,27,7,13,.538,7,13,.538,0,0,,0,0,,.538,1,3,4,2,0,0,1,1,14,9.3,0.5,-13,F
,Robert Reid,9.3,1989-02-14,33-168,CHH,,NYK,"L, 117-129",,21,5,11,.455,4,10,.400,1,1,1.000,6,8,.750,.585,0,0,0,0,0,0,0,3,17,9.3,-4.3,,F-G
,Nick Richards,9.3,2023-02-27,25-090,CHO,,DET,"W, 117-106",,18,2,5,.400,2,5,.400,0,0,,5,6,.833,.589,2,7,9,0,0,1,0,2,9,9.3,-0.9,-2,F-C
,Brian Roberts,9.3,2015-02-05,29-064,CHO,,WAS,"W, 94-87",*,38,5,13,.385,4,6,.667,1,7,.143,1,1,1.000,.446,1,2,3,5,0,0,0,1,12,9.3,-2.6,18,G
,Brian Roberts,9.3,2014-12-13,29-010,CHO,,BRK,"L, 87-114",,21,5,7,.714,2,3,.667,3,4,.750,1,2,.500,.888,0,0,0,2,0,0,2,2,14,9.3,4.8,3,G
,Terry Rozier,9.3,2019-12-02,25-260,CHO,,PHO,"L, 104-109",*,34,5,9,.556,2,4,.500,3,5,.600,0,0,,.722,0,7,7,3,1,0,3,4,13,9.3,-1.0,-11,G
,Dennis Smith Jr.,9.3,2023-02-08,25-075,CHO,@,WAS,"L, 104-118",,25,4,6,.667,4,6,.667,0,0,,1,2,.500,.654,0,0,0,3,2,0,0,2,9,9.3,0.8,-19,G
,Nick Smith Jr.,9.3,2025-04-11,20-358,CHO,@,BOS,"L, 94-130",*,17,3,7,.429,1,2,.500,2,5,.400,1,1,1.000,.605,0,4,4,4,0,0,0,0,9,9.3,6.2,-5,G
,Lance Stephenson,9.3,2014-11-28,24-084,CHO,,GSW,"L, 101-106",*,37,3,8,.375,3,7,.429,0,1,.000,5,5,1.000,.539,0,5,5,8,2,0,6,1,11,9.3,-2.2,-4,G-F
,Greg Sutton,9.3,1995-11-11,27-343,CHH,,TOR,"W, 123-117 (OT)",,18,2,4,.500,0,1,.000,2,3,.667,0,0,,.750,1,1,2,5,3,0,1,3,6,9.3,16.9,,G
,Greg Sutton,9.3,1994-12-16,27-013,CHH,@,IND,"L, 91-93",,17,3,5,.600,2,3,.667,1,2,.500,1,1,1.000,.735,0,3,3,3,2,0,1,1,8,9.3,16.3,,G
,Tyrus Thomas,9.3,2012-11-07,26-082,CHA,,PHO,"L, 110-117",,16,3,8,.375,3,8,.375,0,0,,4,4,1.000,.512,2,0,2,1,1,2,0,2,10,9.3,3.6,-1,F
,Kemba Walker,9.3,2013-03-06,22-302,CHA,,BRK,"L, 78-99",*,32,4,12,.333,3,9,.333,1,3,.333,1,1,1.000,.402,0,2,2,8,3,1,3,2,10,9.3,2.3,-21,G
,Kemba Walker,9.3,2012-04-13,21-341,CHA,@,MIA,"L, 82-105",,26,4,8,.500,3,5,.600,1,3,.333,2,2,1.000,.619,1,3,4,3,0,0,1,1,11,9.3,-0.4,-13,G
,Kemba Walker,9.3,2019-03-03,28-299,CHO,,POR,"L, 108-118",*,39,5,21,.238,3,12,.250,2,9,.222,6,6,1.000,.381,0,0,0,12,0,0,4,1,18,9.3,-7.7,-14,G
,Gerald Wallace,9.3,2005-04-01,22-252,CHA,,TOR,"L, 107-119",*,27,1,4,.250,0,1,.000,1,3,.333,6,6,1.000,.678,1,3,4,3,0,2,2,1,9,9.3,1.9,-21,F
,Gerald Wallace,9.3,2008-03-29,25-250,CHA,@,POR,"W, 93-85",*,35,3,9,.333,2,6,.333,1,3,.333,0,0,,.389,1,4,5,5,2,2,1,1,7,9.3,3.4,7,F
,Gerald Wallace,9.3,2011-02-05,28-197,CHA,,DAL,"L, 92-101",*,41,6,15,.400,6,12,.500,0,3,.000,1,2,.500,.409,2,9,11,2,1,1,2,1,13,9.3,-4.5,-10,F
,Brad Wanamaker,9.3,2021-04-09,31-258,CHO,@,MIL,"W, 127-119",,23,1,3,.333,1,2,.500,0,1,.000,4,4,1.000,.630,0,3,3,7,2,0,2,2,6,9.3,0.6,11,G
,P.J. Washington,9.3,2021-04-27,22-247,CHO,,MIL,"L, 104-114",*,32,7,11,.636,5,7,.714,2,4,.500,2,4,.500,.705,0,2,2,2,0,0,3,5,18,9.3,-2.9,1,F
,P.J. Washington,9.3,2022-04-08,23-228,CHO,@,CHI,"W, 133-117",*,29,3,6,.500,2,4,.500,1,2,.500,0,0,,.583,1,2,3,4,1,2,0,3,7,9.3,1.8,20,F
,P.J. Washington,9.3,2023-11-08,25-077,CHO,,WAS,"L, 116-132",*,36,4,11,.364,4,6,.667,0,5,.000,6,7,.857,.497,1,6,7,1,0,2,2,2,14,9.3,-8.3,-8,F
,David Wesley,9.3,2000-11-03,29-355,CHH,,MIA,"W, 83-79",*,45,2,13,.154,1,8,.125,1,5,.200,2,4,.500,.237,3,4,7,9,3,0,0,3,7,9.3,1.7,7,G
,David Wesley,9.3,2001-01-05,30-052,CHH,@,LAC,"W, 86-73",*,40,6,21,.286,5,17,.294,1,4,.250,4,5,.800,.366,0,2,2,4,5,0,3,1,17,9.3,2.2,17,G
,David Wesley,9.3,2001-01-15,30-062,CHH,@,PHI,"L, 79-84",*,42,5,18,.278,4,13,.308,1,5,.200,4,4,1.000,.380,1,0,1,4,6,0,3,4,15,9.3,1.7,-10,G
,David Wesley,9.3,1999-02-11,28-089,CHH,@,ATL,"L, 88-100",*,29,6,12,.500,6,11,.545,0,1,.000,2,2,1.000,.543,0,1,1,4,1,0,2,2,14,9.3,-0.7,-14,G
,David Wesley,9.3,2001-12-21,31-037,CHH,@,MIN,"L, 89-94",*,39,7,22,.318,7,18,.389,0,4,.000,2,2,1.000,.350,1,3,4,9,0,0,2,0,16,9.3,-4.8,-8,G
,D.J. White,9.3,2012-03-19,25-201,CHA,,PHI,"L, 80-105",,25,5,10,.500,5,10,.500,0,0,,2,2,1.000,.551,1,3,4,2,0,1,1,1,12,9.3,-1.5,-6,F
,D.J. White,9.3,2012-01-09,25-131,CHA,@,NYK,"L, 87-91",,25,7,11,.636,7,11,.636,0,0,,1,2,.500,.631,2,5,7,1,0,0,2,5,15,9.3,-0.1,0,F
,Mo Williams,9.3,2015-03-23,32-094,CHO,@,CHI,"L, 86-98",,34,4,16,.250,1,7,.143,3,9,.333,4,5,.800,.412,0,6,6,5,1,0,2,0,15,9.3,1.7,-5,G
,Marvin Williams,9.3,2017-12-18,31-182,CHO,,NYK,"W, 109-91",*,19,5,7,.714,3,4,.750,2,3,.667,0,0,,.857,0,3,3,0,1,1,2,1,12,9.3,6.9,0,F
,Marvin Williams,9.3,2016-10-28,30-131,CHO,@,MIA,"W, 97-91",*,34,3,6,.500,2,4,.500,1,2,.500,0,0,,.583,0,11,11,1,2,1,1,1,7,9.3,1.3,2,F
,Marvin Williams,9.3,2016-12-29,30-193,CHO,,MIA,"W, 91-82",*,25,6,12,.500,5,8,.625,1,4,.250,0,0,,.542,0,1,1,2,1,0,0,1,13,9.3,4.8,0,F
,Marvin Williams,9.3,2017-01-27,30-222,CHO,@,NYK,"L, 107-110",*,31,6,14,.429,1,5,.200,5,9,.556,0,0,,.607,0,3,3,0,1,0,1,3,17,9.3,0.3,-4,F
,Mark Williams,9.3,2023-02-24,21-070,CHO,@,MIN,"W, 121-113",*,17,4,5,.800,4,5,.800,0,0,,0,0,,.800,2,4,6,1,0,1,0,2,8,9.3,4.9,3,C
,David Wingate,9.3,1994-02-20,30-067,CHH,,CLE,"L, 101-105 (OT)",*,27,2,2,1.000,2,2,1.000,0,0,,2,4,.500,.798,1,3,4,3,2,0,1,0,6,9.3,6.5,,G-F
,Cody Zeller,9.3,2016-01-10,23-097,CHO,@,DEN,"L, 92-95",*,31,6,11,.545,6,11,.545,0,0,,3,4,.750,.588,4,2,6,0,0,0,3,1,15,9.3,-4.6,-6,C-F
,George Zídek,9.3,1995-12-16,22-136,CHH,@,LAC,"W, 109-99",*,14,4,5,.800,4,5,.800,0,0,,2,2,1.000,.850,2,1,3,1,0,0,0,3,10,9.3,10.4,,C
,Michael Adams,9.2,1995-02-03,32-015,CHH,,MIL,"W, 117-98",,18,3,6,.500,2,3,.667,1,3,.333,0,0,,.583,0,1,1,7,2,0,2,0,7,9.2,7.5,,G
,D.J. Augustin,9.2,2012-01-12,24-063,CHA,@,ATL,"L, 81-111",*,26,4,9,.444,4,7,.571,0,2,.000,0,0,,.444,0,1,1,8,2,0,2,0,8,9.2,1.3,-12,G
,D.J. Augustin,9.2,2012-03-24,24-135,CHA,@,NJN,"L, 89-102",*,26,3,7,.429,2,3,.667,1,4,.250,1,1,1.000,.538,0,1,1,8,0,0,1,0,8,9.2,0.2,-20,G
,LaMelo Ball,9.2,2026-01-18,24-149,CHO,@,DEN,"W, 110-87",*,19,4,11,.364,2,4,.500,2,7,.286,0,0,,.455,0,1,1,6,3,0,1,3,10,9.2,10.2,22,G
,LaMelo Ball,9.2,2020-12-26,19-126,CHO,,OKC,"L, 107-109",,15,5,10,.500,3,6,.500,2,4,.500,1,2,.500,.597,2,3,5,1,1,0,2,1,13,9.2,5.9,-11,G
,Nicolas Batum,9.2,2018-04-03,29-110,CHO,@,CHI,"L, 114-120",*,28,2,9,.222,1,3,.333,1,6,.167,6,7,.857,.455,1,3,4,5,0,0,1,0,11,9.2,-3.3,-13,F-G
,Nicolas Batum,9.2,2018-11-23,29-344,CHO,@,OKC,"L, 104-109",*,31,4,7,.571,3,3,1.000,1,4,.250,0,0,,.643,1,8,9,4,0,0,2,1,9,9.2,0.1,-10,F-G
,Bismack Biyombo,9.2,2012-11-09,20-073,CHA,@,NOH,"L, 99-107",*,36,3,6,.500,3,6,.500,0,0,,0,2,.000,.436,6,7,13,0,0,3,1,1,6,9.2,-5.4,0,C-F
,Keith Bogans,9.2,2004-12-04,24-206,CHA,,NYK,"W, 107-101",,20,4,9,.444,3,5,.600,1,4,.250,1,1,1.000,.530,3,0,3,2,2,0,0,4,10,9.2,6.4,2,G-F
,Muggsy Bogues,9.2,1996-11-30,31-326,CHH,@,MIL,"W, 94-87",*,38,5,12,.417,5,11,.455,0,1,.000,0,0,,.417,1,0,1,9,1,0,2,1,10,9.2,-2.2,-3,G
,Muggsy Bogues,9.2,1997-03-19,32-069,CHH,,CLE,"W, 90-72",*,40,1,3,.333,1,3,.333,0,0,,1,2,.500,.387,0,4,4,7,3,0,0,2,3,9.2,2.2,10,G
,Muggsy Bogues,9.2,1995-01-04,29-360,CHH,,POR,"W, 118-106",*,35,3,8,.375,3,8,.375,0,0,,0,0,,.375,0,1,1,11,2,0,2,1,6,9.2,-1.0,,G
,Muggsy Bogues,9.2,1992-11-14,27-310,CHH,,MIA,"L, 95-104",*,34,4,8,.500,4,7,.571,0,1,.000,3,3,1.000,.590,0,4,4,6,1,0,3,3,11,9.2,-2.2,,G
,Primož Brezec,9.2,2004-12-06,25-065,CHA,@,LAC,"L, 93-99 (2OT)",*,41,6,16,.375,6,16,.375,0,0,,2,2,1.000,.415,2,6,8,1,1,1,0,4,14,9.2,-2.7,-7,C
,Miles Bridges,9.2,2024-01-12,25-297,CHO,@,SAS,"L, 99-135",*,33,4,13,.308,3,9,.333,1,4,.250,5,5,1.000,.461,1,8,9,0,1,0,1,1,14,9.2,-8.1,-32,G-F
,Miles Bridges,9.2,2026-01-07,27-292,CHO,,TOR,"L, 96-97",*,30,4,9,.444,2,4,.500,2,5,.400,2,2,1.000,.607,1,2,3,5,0,1,2,4,12,9.2,4.4,9,G-F
,Miles Bridges,9.2,2026-01-26,27-311,CHO,,PHI,"W, 130-93",*,19,4,7,.571,3,4,.750,1,3,.333,1,1,1.000,.672,1,2,3,3,0,1,0,4,10,9.2,6.2,22,G-F
,Miles Bridges,9.2,2024-01-12,25-297,CHO,@,SAS,"L, 99-135",*,33,4,13,.308,3,9,.333,1,4,.250,5,5,1.000,.461,1,8,9,0,1,0,1,1,14,9.2,-8.1,-32,G-F
,Miles Bridges,9.2,2018-11-03,20-227,CHO,,CLE,"W, 126-94",,23,5,7,.714,3,3,1.000,2,4,.500,0,0,,.857,1,2,3,0,1,0,1,3,12,9.2,3.7,26,G-F
,Miles Bridges,9.2,2019-04-03,21-013,CHO,@,NOP,"W, 115-109",*,34,3,8,.375,3,5,.600,0,3,.000,2,2,1.000,.450,2,4,6,2,2,2,1,2,8,9.2,-2.0,7,G-F
,Elden Campbell,9.2,2001-04-06,32-257,CHH,@,MIA,"L, 76-81",*,27,4,7,.571,4,7,.571,0,0,,2,2,1.000,.635,2,7,9,0,2,0,1,5,10,9.2,4.5,-10,C
,Matt Carroll,9.2,2007-01-19,26-144,CHA,@,ATL,"W, 96-75",*,35,5,11,.455,4,5,.800,1,6,.167,1,1,1.000,.524,0,3,3,4,0,0,0,2,12,9.2,2.3,11,G
,Michael Carter-Williams,9.2,2017-11-22,26-043,CHO,,WAS,"W, 129-124 (OT)",,18,2,4,.500,0,2,.000,2,2,1.000,5,6,.833,.828,0,0,0,0,3,0,2,1,11,9.2,8.8,-15,G
,Derrick Coleman,9.2,2000-02-01,32-225,CHH,@,HOU,"L, 83-99",*,32,6,17,.353,6,17,.353,0,0,,2,3,.667,.382,3,8,11,1,0,3,1,3,14,9.2,-0.8,-27,F-C
,Derrick Coleman,9.2,2001-01-07,33-200,CHH,@,DEN,"L, 87-94",,17,6,12,.500,5,11,.455,1,1,1.000,1,2,.500,.543,2,2,4,0,0,0,0,1,14,9.2,6.5,-11,F-C
,Dell Curry,9.2,1997-11-21,33-149,CHH,,MIA,"W, 119-102",,26,5,11,.455,4,10,.400,1,1,1.000,3,3,1.000,.568,0,2,2,1,0,0,0,1,14,9.2,-4.1,18,G
,Ricky Davis,9.2,2000-02-18,20-148,CHH,,LAC,"W, 115-87",,8,4,4,1.000,4,4,1.000,0,0,,0,0,,1.000,1,0,1,1,1,0,0,0,8,9.2,29.2,9,G-F
,Boris Diaw,9.2,2009-03-28,26-346,CHA,,NYK,"W, 96-85",*,43,5,11,.455,4,9,.444,1,2,.500,1,1,1.000,.524,3,5,8,5,1,0,4,3,12,9.2,-1.4,15,F-C
,Boris Diaw,9.2,2010-10-27,28-194,CHA,@,DAL,"L, 86-101",*,35,5,12,.417,3,7,.429,2,5,.400,0,0,,.500,1,3,4,3,2,1,2,2,12,9.2,2.2,-19,F-C
,Vlade Divac,9.2,1997-11-25,29-295,CHH,,DET,"W, 90-85",*,24,3,5,.600,3,5,.600,0,0,,0,0,,.600,1,7,8,2,1,3,1,2,6,9.2,9.5,14,C
,Vlade Divac,9.2,1998-04-19,30-075,CHH,,ORL,"W, 89-76",*,41,5,11,.455,5,11,.455,0,0,,0,0,,.455,5,6,11,6,1,2,5,5,10,9.2,-2.0,15,C
,Vlade Divac,9.2,1996-11-21,28-292,CHH,@,IND,"W, 90-87",*,37,3,8,.375,3,8,.375,0,0,,3,9,.333,.376,4,11,15,4,1,3,3,5,9,9.2,-1.9,8,C
,Chris Douglas-Roberts,9.2,2014-04-12,27-094,CHA,,PHI,"W, 111-105",,26,4,8,.500,2,3,.667,2,5,.400,2,2,1.000,.676,2,2,4,1,0,1,1,3,12,9.2,0.8,-5,G
,Jared Dudley,9.2,2007-11-24,22-137,CHA,,BOS,"L, 95-96",*,39,4,9,.444,4,9,.444,0,0,,3,3,1.000,.533,5,4,9,3,0,1,3,4,11,9.2,-2.1,0,F-G
,Raymond Felton,9.2,2009-11-22,25-149,CHA,,IND,"W, 104-88",*,29,2,7,.286,2,4,.500,0,3,.000,4,4,1.000,.457,0,5,5,6,0,0,0,1,8,9.2,-0.8,11,G
,Raymond Felton,9.2,2010-02-26,25-245,CHA,@,MEM,"W, 93-89",*,34,4,12,.333,4,10,.400,0,2,.000,1,2,.500,.349,2,3,5,7,2,0,1,2,9,9.2,0.3,14,G
,Kenny Gattison,9.2,1993-12-30,29-221,CHH,,CHI,"W, 115-95",*,30,4,9,.444,4,9,.444,0,0,,5,10,.500,.485,2,5,7,0,2,0,0,5,13,9.2,-3.1,,F-C
,Kenny Gattison,9.2,1994-01-26,29-248,CHH,,ORL,"L, 120-145",,27,4,7,.571,4,7,.571,0,0,,3,3,1.000,.661,2,2,4,1,0,0,0,3,11,9.2,-5.7,,F-C
,Kenny Gattison,9.2,1990-03-21,25-302,CHH,@,PHO,"W, 115-114 (OT)",,25,3,4,.750,3,4,.750,0,0,,5,6,.833,.828,1,1,2,1,0,1,1,3,11,9.2,0.9,,F-C
,Matt Geiger,9.2,1996-03-20,26-192,CHH,@,TOR,"L, 89-107",*,35,5,9,.556,5,9,.556,0,0,,2,3,.667,.581,3,4,7,0,3,0,4,1,12,9.2,-3.8,,C
,Kendall Gill,9.2,1992-03-19,23-299,CHH,@,PHI,"W, 123-116 (OT)",*,47,9,20,.450,9,19,.474,0,1,.000,0,0,,.450,1,1,2,3,2,1,3,3,18,9.2,-7.8,,G
