Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
T.J. McConnell,8.7,2020-08-14,IND,,MIA,W,21.216666666666665,4,8,0.5,0,0,0.0,0,0,0.0,0,3,3,8,1,0,2,2,8
Mike Scott,12.6,2020-08-14,PHI,@,HOU,W,19.866666666666667,3,4,0.75,1,2,0.5,3,4,0.75,1,6,7,3,0,0,0,0,10
Chris Boucher,7.4,2020-08-14,TOR,,DEN,W,21.5,3,8,0.375,1,3,0.333,2,3,0.667,4,5,9,0,0,1,1,2,9
Matt Thomas,9.5,2020-08-14,TOR,,DEN,W,28.3,4,6,0.667,2,3,0.667,2,2,1.0,1,2,3,2,1,0,2,4,12
Robert Covington,6.8,2020-08-14,HOU,,PHI,L,24.133333333333333,1,4,0.25,1,4,0.25,2,2,1.0,0,5,5,1,2,2,1,1,5
Bol Bol,6.5,2020-08-14,DEN,@,TOR,L,15.45,2,6,0.333,0,1,0.0,4,5,0.8,1,3,4,2,0,3,2,2,8
JaKarr Sampson,8.3,2020-08-14,IND,,MIA,W,23.366666666666667,5,9,0.556,0,0,0.0,0,0,0.0,1,3,4,2,2,0,2,1,10
Furkan Korkmaz,8.5,2020-08-14,PHI,@,HOU,W,16.733333333333334,4,7,0.571,2,5,0.4,2,2,1.0,0,5,5,1,0,0,2,1,12
Kyle O'Quinn,8.7,2020-08-14,PHI,@,HOU,W,16.6,3,5,0.6,0,2,0.0,0,0,0.0,1,5,6,5,0,1,1,1,6
Shai Gilgeous-Alexander,7.6,2020-08-14,OKC,@,LAC,L,13.516666666666667,6,10,0.6,0,1,0.0,1,1,1.0,0,4,4,0,1,0,3,0,13
Al Horford,6.2,2020-08-14,PHI,@,HOU,W,21.766666666666666,4,7,0.571,2,3,0.667,0,0,0.0,0,3,3,4,0,0,3,3,10
Malcolm Miller,10.3,2020-08-14,TOR,,DEN,W,25.616666666666667,4,5,0.8,2,3,0.667,0,0,0.0,1,0,1,3,1,0,0,4,10
Troy Daniels,2.3,2020-08-14,DEN,@,TOR,L,28.0,4,11,0.364,2,8,0.25,0,0,0.0,0,3,3,1,1,0,3,3,10
Meyers Leonard,4.8,2020-08-14,MIA,@,IND,L,28.766666666666666,3,7,0.429,2,5,0.4,1,2,0.5,2,5,7,0,0,0,3,0,9
Rondae Hollis-Jefferson,4.5,2020-08-14,TOR,,DEN,W,22.3,3,9,0.333,0,0,0.0,0,1,0.0,2,4,6,3,0,1,1,1,6
Deonte Burton,0.4,2020-08-14,OKC,@,LAC,L,29.533333333333335,3,11,0.273,0,4,0.0,0,0,0.0,1,5,6,5,0,0,4,2,6
Jamal Murray,10.0,2020-08-14,DEN,@,TOR,L,10.2,4,5,0.8,3,3,1.0,0,0,0.0,0,0,0,1,1,0,0,2,11
Shake Milton,5.8,2020-08-14,PHI,@,HOU,W,19.166666666666668,4,7,0.571,3,6,0.5,0,0,0.0,0,2,2,1,0,0,2,3,11
Kelly Olynyk,3.0,2020-08-14,MIA,@,IND,L,20.316666666666666,2,9,0.222,2,8,0.25,0,0,0.0,0,6,6,0,0,1,0,0,6
Udonis Haslem,5.3,2020-08-14,MIA,@,IND,L,23.516666666666666,3,5,0.6,1,1,1.0,0,0,0.0,1,7,8,0,0,0,1,3,7
Goga Bitadze,3.2,2020-08-14,IND,,MIA,W,16.3,2,5,0.4,0,2,0.0,0,0,0.0,1,2,3,2,1,2,2,3,4
Edmond Sumner,4.5,2020-08-14,IND,,MIA,W,30.716666666666665,3,7,0.429,0,3,0.0,1,1,1.0,0,2,2,6,0,0,2,4,7
T.J. Leaf,3.3,2020-08-14,IND,,MIA,W,18.016666666666666,3,9,0.333,0,2,0.0,0,1,0.0,0,3,3,1,2,0,0,2,6
Marc Gasol,3.6,2020-08-14,TOR,,DEN,W,16.716666666666665,1,3,0.333,0,1,0.0,0,0,0.0,0,3,3,5,1,1,2,2,2
Chris Clemons,2.1,2020-08-14,HOU,,PHI,L,16.6,2,7,0.286,0,5,0.0,0,0,0.0,0,1,1,4,1,1,1,4,4
P.J. Tucker,5.6,2020-08-14,HOU,,PHI,L,29.05,3,6,0.5,1,4,0.25,0,0,0.0,0,1,1,2,0,1,0,2,7
DeMarre Carroll,3.4,2020-08-14,HOU,,PHI,L,24.583333333333332,2,5,0.4,1,3,0.333,0,0,0.0,0,4,4,1,1,0,1,2,5
Reggie Jackson,0.7,2020-08-14,LAC,,OKC,W,16.195,2,8,0.25,1,4,0.25,2,2,1.0,0,2,2,3,0,0,3,3,7
Andre Roberson,-0.9,2020-08-14,OKC,@,LAC,L,28.116666666666667,1,9,0.111,0,6,0.0,1,2,0.5,1,4,5,2,0,1,0,4,3
Dewan Hernandez,3.6,2020-08-14,TOR,,DEN,W,12.7,2,6,0.333,0,0,0.0,0,0,0.0,3,4,7,1,0,0,1,0,4
Ivica Zubac,5.6,2020-08-14,LAC,,OKC,W,10.7,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,0,0,1,1,1,6
Tyler Cook,4.6,2020-08-14,DEN,@,TOR,L,16.183333333333334,1,2,0.5,0,0,0.0,2,2,1.0,2,2,4,0,2,0,2,1,4
Derrick Jones Jr.,5.6,2020-08-14,MIA,@,IND,L,16.05,1,2,0.5,0,0,0.0,1,2,0.5,2,0,2,2,2,0,0,2,3
Torrey Craig,1.9,2020-08-14,DEN,@,TOR,L,14.966666666666667,1,6,0.167,1,3,0.333,0,0,0.0,1,3,4,3,0,0,1,0,3
Kevin Hervey,3.1,2020-08-14,OKC,@,LAC,L,11.183333333333334,2,6,0.333,1,5,0.2,0,0,0.0,1,3,4,1,0,0,0,2,5
Ben McLemore,2.9,2020-08-14,HOU,,PHI,L,11.35,1,4,0.25,1,3,0.333,0,0,0.0,0,2,2,1,1,0,0,0,3
Josh Richardson,3.2,2020-08-14,PHI,@,HOU,W,23.3,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,2,5
Norvel Pelle,3.2,2020-08-14,PHI,@,HOU,W,9.248333333333333,3,4,0.75,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,2,6
Nerlens Noel,1.8,2020-08-14,OKC,@,LAC,L,15.366666666666667,2,2,1.0,0,0,0.0,1,2,0.5,0,1,1,0,0,1,2,3,5
Marial Shayok,2.2,2020-08-14,PHI,@,HOU,W,7.933333333333334,1,4,0.25,1,3,0.333,2,2,1.0,1,1,2,0,0,0,1,1,5
Mike Muscala,1.9,2020-08-14,OKC,@,LAC,L,14.266666666666667,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,0,0,1,0,1,3
Jerami Grant,-0.1,2020-08-14,DEN,@,TOR,L,18.3,1,6,0.167,0,3,0.0,0,0,0.0,1,1,2,1,0,0,0,0,2
Nikola Jokić,2.4,2020-08-14,DEN,@,TOR,L,10.2,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,2
Danilo Gallinari,0.4,2020-08-14,OKC,@,LAC,L,8.866666666666667,0,3,0.0,0,1,0.0,3,3,1.0,0,1,1,0,0,0,0,2,3
Luc Mbah a Moute,1.2,2020-08-14,HOU,,PHI,L,13.916666666666666,1,3,0.333,0,2,0.0,1,2,0.5,0,1,1,0,0,0,0,0,3
Austin Rivers,-0.5,2020-08-14,HOU,,PHI,L,12.35,0,2,0.0,0,2,0.0,1,2,0.5,0,1,1,0,1,0,1,0,1
Steven Adams,-0.4,2020-08-14,OKC,@,LAC,L,6.366666666666666,0,2,0.0,0,0,0.0,0,0,0.0,2,2,4,0,0,0,1,0,0
Kyle Alexander,1.3,2020-08-14,MIA,@,IND,L,12.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,1,2
Noah Vonleh,1.7,2020-08-14,DEN,@,TOR,L,6.5,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2
Duncan Robinson,-3.2,2020-08-14,MIA,@,IND,L,13.4,0,3,0.0,0,3,0.0,0,0,0.0,0,2,2,1,0,0,2,1,0
Brian Bowen II,1.3,2020-08-14,IND,,MIA,W,2.2666666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2
Terrance Ferguson,-2.7,2020-08-14,OKC,@,LAC,L,17.466666666666665,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,4,0
Naz Mitrou-Long,-0.7,2020-08-14,IND,,MIA,W,2.2666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,0
Michael Frazier II,-3.9,2020-08-14,HOU,,PHI,L,16.6,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0
Damian Lillard,41.3,2020-08-13,POR,@,BKN,W,43.86666666666667,13,22,0.591,8,14,0.571,8,9,0.889,0,3,3,12,2,0,1,1,42
Jonas Valančiūnas,29.6,2020-08-13,MEM,,MIL,W,32.53333333333333,11,17,0.647,2,3,0.667,2,2,1.0,3,16,19,12,0,0,3,3,26
Caris LeVert,27.9,2020-08-13,BKN,,POR,L,32.80833333333333,16,29,0.552,1,5,0.2,4,4,1.0,1,5,6,9,2,1,6,1,37
Thomas Bryant,26.6,2020-08-13,WAS,@,BOS,W,32.85,10,15,0.667,2,4,0.5,4,6,0.667,3,6,9,2,4,2,2,2,26
Bogdan Bogdanović,25.6,2020-08-13,SAC,@,LAL,W,26.983333333333334,11,23,0.478,5,11,0.455,0,0,0.0,3,3,6,9,2,0,1,0,27
Josh Hart,23.7,2020-08-13,NOP,@,ORL,L,35.95,7,14,0.5,3,9,0.333,6,8,0.75,1,13,14,6,1,1,2,0,23
Buddy Hield,22.2,2020-08-13,SAC,@,LAL,W,26.333333333333332,10,17,0.588,8,14,0.571,0,0,0.0,0,5,5,2,2,0,2,2,28
CJ McCollum,20.5,2020-08-13,POR,@,BKN,W,43.9,9,21,0.429,0,6,0.0,7,8,0.875,1,3,4,7,3,1,2,3,25
Nemanja Bjelica,23.4,2020-08-13,SAC,@,LAL,W,32.36666666666667,5,8,0.625,1,4,0.25,4,5,0.8,0,8,8,13,2,1,1,2,15
Frank Jackson,22.9,2020-08-13,NOP,@,ORL,L,36.35,12,24,0.5,3,9,0.333,4,5,0.8,0,2,2,5,1,0,0,2,31
Boban Marjanovic,18.1,2020-08-13,DAL,@,PHX,L,29.383333333333333,9,14,0.643,0,1,0.0,0,1,0.0,6,14,20,3,0,0,3,2,18
Dillon Brooks,24.1,2020-08-13,MEM,,MIL,W,32.6,12,18,0.667,4,7,0.571,3,5,0.6,0,2,2,2,0,1,1,0,31
Nickeil Alexander-Walker,19.8,2020-08-13,NOP,@,ORL,L,35.81666666666667,11,18,0.611,2,6,0.333,5,5,1.0,1,0,1,7,1,0,6,4,29
Devin Booker,21.8,2020-08-13,PHX,,DAL,W,31.543333333333333,11,20,0.55,0,5,0.0,5,5,1.0,0,7,7,5,0,0,0,3,27
Troy Brown Jr.,12.2,2020-08-13,WAS,@,BOS,W,33.75,5,16,0.313,2,5,0.4,5,6,0.833,2,6,8,3,3,1,3,3,17
Jusuf Nurkić,18.0,2020-08-13,POR,@,BKN,W,32.75,11,17,0.647,0,0,0.0,0,1,0.0,2,8,10,3,1,0,1,5,22
Frank Mason III,18.8,2020-08-13,MIL,@,MEM,L,25.9,7,13,0.538,3,6,0.5,1,2,0.5,2,2,4,8,1,1,1,2,18
Nikola Vučević,24.2,2020-08-13,ORL,,NOP,W,25.916666666666668,10,11,0.909,3,4,0.75,0,0,0.0,0,6,6,3,1,0,0,0,23
Ja Morant,7.4,2020-08-13,MEM,,MIL,W,34.083333333333336,5,17,0.294,0,4,0.0,2,2,1.0,4,9,13,10,0,0,6,3,12
Jarrett Allen,17.6,2020-08-13,BKN,,POR,L,37.36666666666667,5,8,0.625,0,0,0.0,4,9,0.444,6,5,11,4,0,3,1,1,14
Jabari Parker,19.6,2020-08-13,SAC,@,LAL,W,29.783333333333335,9,10,0.9,1,2,0.5,0,1,0.0,4,4,8,6,0,0,3,2,19
Dejounte Murray,6.5,2020-08-13,SAS,@,UTA,L,36.266666666666666,5,14,0.357,0,2,0.0,2,2,1.0,1,13,14,7,0,0,6,3,12
Brook Lopez,16.9,2020-08-13,MIL,@,MEM,L,19.8,6,14,0.429,2,8,0.25,5,5,1.0,4,5,9,1,0,1,0,1,19
D.J. Augustin,19.6,2020-08-13,ORL,,NOP,W,22.1,7,10,0.7,1,3,0.333,7,7,1.0,1,3,4,6,0,0,2,5,22
Timothe Luwawu-Cabarrot,12.6,2020-08-13,BKN,,POR,L,31.966666666666665,7,13,0.538,5,9,0.556,0,0,0.0,2,6,8,1,0,0,2,5,19
Garrett Temple,15.0,2020-08-13,BKN,,POR,L,36.9,4,10,0.4,3,7,0.429,4,4,1.0,1,9,10,4,0,0,0,2,15
Hassan Whiteside,19.8,2020-08-13,POR,@,BKN,W,15.25,5,6,0.833,0,0,0.0,6,6,1.0,5,4,9,1,1,2,1,2,16
Cameron Johnson,16.8,2020-08-13,PHX,,DAL,W,30.1,7,11,0.636,1,4,0.25,0,0,0.0,2,3,5,3,2,1,0,1,15
Luka Samanic,13.0,2020-08-13,SAS,@,UTA,L,31.45,5,10,0.5,3,5,0.6,3,4,0.75,1,5,6,3,0,1,1,4,16
Donte DiVincenzo,8.7,2020-08-13,MIL,@,MEM,L,18.963333333333335,7,13,0.538,3,5,0.6,0,2,0.0,1,3,4,4,1,0,5,4,17
Dion Waiters,10.3,2020-08-13,LAL,,SAC,L,25.833333333333332,8,15,0.533,3,6,0.5,0,1,0.0,1,2,3,5,0,0,5,2,19
Javonte Green,11.1,2020-08-13,BOS,,WAS,L,34.43333333333333,8,17,0.471,3,9,0.333,4,4,1.0,3,1,4,0,0,0,4,4,23
Deandre Ayton,14.3,2020-08-13,PHX,,DAL,W,26.183333333333334,5,10,0.5,0,1,0.0,1,2,0.5,3,6,9,3,2,1,0,0,11
Talen Horton-Tucker,9.0,2020-08-13,LAL,,SAC,L,34.016666666666666,6,15,0.4,2,5,0.4,0,0,0.0,1,3,4,3,3,0,2,4,14
Keldon Johnson,15.4,2020-08-13,SAS,@,UTA,L,30.183333333333334,8,12,0.667,1,3,0.333,7,8,0.875,0,2,2,0,1,0,3,4,24
Ish Smith,7.0,2020-08-13,WAS,@,BOS,W,30.55,5,13,0.385,0,0,0.0,1,2,0.5,0,3,3,8,1,2,5,1,11
Gary Trent Jr.,10.0,2020-08-13,POR,@,BKN,W,36.666666666666664,6,13,0.462,4,10,0.4,0,0,0.0,0,1,1,1,2,1,1,5,16
Jarrell Brantley,12.6,2020-08-13,UTA,,SAS,W,28.983333333333334,6,13,0.462,0,3,0.0,1,2,0.5,1,3,4,6,1,1,0,2,13
Kyle Anderson,9.0,2020-08-13,MEM,,MIL,W,28.883333333333333,3,6,0.5,2,4,0.5,2,4,0.5,0,3,3,6,2,1,3,5,10
Wes Iwundu,15.3,2020-08-13,ORL,,NOP,W,26.916666666666668,4,5,0.8,2,2,1.0,5,7,0.714,0,4,4,6,0,0,2,1,15
Lonnie Walker IV,11.7,2020-08-13,SAS,@,UTA,L,34.06666666666667,6,14,0.429,3,3,1.0,0,0,0.0,1,2,3,4,1,0,1,0,15
Semi Ojeleye,9.5,2020-08-13,BOS,,WAS,L,31.083333333333332,4,11,0.364,2,6,0.333,3,3,1.0,2,6,8,2,1,0,3,0,13
Joe Harris,11.9,2020-08-13,BKN,,POR,L,34.425,9,14,0.643,1,4,0.25,0,0,0.0,1,2,3,4,0,0,3,5,19
Drew Eubanks,9.8,2020-08-13,SAS,@,UTA,L,27.233333333333334,1,6,0.167,0,0,0.0,6,8,0.75,2,5,7,3,0,4,1,1,8
Luka Dončić,14.8,2020-08-13,DAL,@,PHX,L,13.233333333333333,5,9,0.556,1,2,0.5,7,7,1.0,1,4,5,0,1,0,1,2,18
James Ennis III,10.3,2020-08-13,ORL,,NOP,W,30.816666666666666,6,11,0.545,2,4,0.5,2,2,1.0,1,3,4,0,2,0,2,5,16
Dario Saric,10.6,2020-08-13,PHX,,DAL,W,25.516666666666666,6,10,0.6,2,3,0.667,2,4,0.5,0,6,6,2,0,0,2,3,16
LeBron James,11.4,2020-08-13,LAL,,SAC,L,14.6,6,13,0.462,2,5,0.4,3,3,1.0,1,2,3,4,0,0,3,0,17
Ricky Rubio,12.2,2020-08-13,PHX,,DAL,W,20.856666666666666,2,6,0.333,2,5,0.4,1,1,1.0,0,2,2,12,1,0,1,1,7
Tremont Waters,0.9,2020-08-13,BOS,,WAS,L,29.65,2,14,0.143,1,7,0.143,2,2,1.0,0,3,3,4,5,0,5,2,7
Mikal Bridges,11.6,2020-08-13,PHX,,DAL,W,27.766666666666666,6,10,0.6,2,4,0.5,0,0,0.0,0,4,4,3,0,1,1,2,14
D.J. Wilson,10.1,2020-08-13,MIL,@,MEM,L,30.216666666666665,5,10,0.5,2,5,0.4,0,0,0.0,1,7,8,1,1,0,1,1,12
Cameron Payne,12.5,2020-08-13,PHX,,DAL,W,29.2,5,8,0.625,3,5,0.6,2,3,0.667,1,4,5,2,0,0,1,2,15
Jakob Poeltl,10.4,2020-08-13,SAS,@,UTA,L,21.133333333333333,5,6,0.833,0,0,0.0,0,5,0.0,2,3,5,3,1,2,1,3,10
Johnathan Williams,7.7,2020-08-13,WAS,@,BOS,W,25.3,2,7,0.286,0,0,0.0,1,2,0.5,7,9,16,1,0,1,1,2,5
Chimezie Metu,10.9,2020-08-13,SAS,@,UTA,L,26.666666666666668,3,6,0.5,0,1,0.0,4,5,0.8,2,4,6,4,1,1,2,2,10
Markieff Morris,11.9,2020-08-13,LAL,,SAC,L,19.683333333333334,5,9,0.556,4,5,0.8,0,0,0.0,1,4,5,1,0,0,0,1,14
Quinn Cook,8.6,2020-08-13,LAL,,SAC,L,30.716666666666665,4,11,0.364,1,5,0.2,3,3,1.0,1,3,4,4,0,1,2,1,12
Tyler Johnson,11.6,2020-08-13,BKN,,POR,L,24.433333333333334,7,13,0.538,2,4,0.5,0,0,0.0,0,1,1,2,1,0,0,2,16
Georges Niang,9.9,2020-08-13,UTA,,SAS,W,22.0,5,10,0.5,3,8,0.375,0,0,0.0,1,4,5,2,0,0,1,1,13
Brandon Clarke,5.8,2020-08-13,MEM,,MIL,W,28.1,4,9,0.444,0,2,0.0,2,4,0.5,0,7,7,1,1,1,2,3,10
Yogi Ferrell,10.6,2020-08-13,SAC,@,LAL,W,19.65,4,7,0.571,2,4,0.5,1,2,0.5,0,1,1,2,3,0,1,1,11
Rayjon Tucker,13.3,2020-08-13,UTA,,SAS,W,24.05,6,12,0.5,1,4,0.25,5,5,1.0,0,2,2,1,0,0,0,0,18
Khris Middleton,7.1,2020-08-13,MIL,@,MEM,L,20.5,5,13,0.385,0,1,0.0,4,5,0.8,0,4,4,4,0,0,3,1,14
Cory Joseph,11.4,2020-08-13,SAC,@,LAL,W,19.883333333333333,5,6,0.833,3,3,1.0,0,0,0.0,0,2,2,2,1,0,2,1,13
Donovan Mitchell,11.6,2020-08-13,UTA,,SAS,W,11.333333333333334,3,5,0.6,3,4,0.75,2,2,1.0,0,4,4,3,0,0,0,1,11
Grant Williams,5.2,2020-08-13,BOS,,WAS,L,24.7,2,7,0.286,1,5,0.2,2,2,1.0,1,7,8,2,0,1,1,4,7
Carmelo Anthony,3.2,2020-08-13,POR,@,BKN,W,36.68333333333333,4,12,0.333,1,4,0.25,0,0,0.0,3,4,7,1,1,0,2,5,9
Anthony Tolliver,9.3,2020-08-13,MEM,,MIL,W,19.9,3,5,0.6,3,5,0.6,0,0,0.0,1,3,4,2,1,0,1,1,9
Markelle Fultz,9.0,2020-08-13,ORL,,NOP,W,24.5,5,12,0.417,0,1,0.0,1,2,0.5,1,0,1,5,1,0,0,1,11
Tony Bradley,6.5,2020-08-13,UTA,,SAS,W,21.683333333333334,3,7,0.429,0,0,0.0,0,0,0.0,3,7,10,1,0,1,1,1,6
Jared Dudley,8.2,2020-08-13,LAL,,SAC,L,22.7,2,3,0.667,2,3,0.667,0,0,0.0,0,4,4,5,1,0,1,3,6
Moritz Wagner,4.8,2020-08-13,WAS,@,BOS,W,19.05,2,7,0.286,1,5,0.2,2,2,1.0,1,7,8,1,1,0,1,4,7
Jaxson Hayes,9.8,2020-08-13,NOP,@,ORL,L,30.966666666666665,5,7,0.714,0,0,0.0,3,4,0.75,2,2,4,0,0,1,1,4,13
Jevon Carter,7.9,2020-08-13,PHX,,DAL,W,26.266666666666666,3,7,0.429,3,5,0.6,0,0,0.0,0,2,2,1,1,1,0,1,9
Melvin Frazier Jr.,7.3,2020-08-13,ORL,,NOP,W,24.25,4,8,0.5,2,4,0.5,0,0,0.0,0,3,3,2,1,0,2,0,10
Marco Belinelli,9.5,2020-08-13,SAS,@,UTA,L,29.716666666666665,6,11,0.545,3,6,0.5,1,2,0.5,0,0,0,0,0,0,0,2,16
Vincent Poirier,4.2,2020-08-13,BOS,,WAS,L,16.35,1,3,0.333,0,0,0.0,0,0,0.0,3,6,9,1,0,3,2,2,2
Ed Davis,12.1,2020-08-13,UTA,,SAS,W,7.483333333333333,5,6,0.833,0,0,0.0,1,1,1.0,4,2,6,1,0,0,0,2,11
Isaac Bonga,5.6,2020-08-13,WAS,@,BOS,W,29.716666666666665,2,7,0.286,1,2,0.5,1,2,0.5,2,1,3,4,2,0,2,1,6
Enes Freedom,8.5,2020-08-13,BOS,,WAS,L,18.1,4,6,0.667,0,0,0.0,0,0,0.0,3,2,5,3,0,1,2,1,8
JaVale McGee,9.4,2020-08-13,LAL,,SAC,L,20.916666666666668,4,6,0.667,0,0,0.0,0,0,0.0,4,5,9,1,0,0,1,0,8
