Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mookie Blaylock,13.6,1999-05-05,ATL,,WAS,W,34.483333333333334,5,16,0.313,2,5,0.4,2,2,1.0,3,6,9,7,2,0,2,0,14
Ray Allen,14.1,1999-05-05,MIL,@,NJN,L,37.46666666666667,9,24,0.375,1,8,0.125,3,3,1.0,0,5,5,4,2,0,1,0,22
Marcus Camby,19.1,1999-05-05,NYK,,MIA,W,37.016666666666666,11,15,0.733,0,0,0.0,0,0,0.0,4,4,8,0,1,2,2,3,22
Darrell Armstrong,15.7,1999-05-05,ORL,@,CHI,W,31.05,5,8,0.625,2,3,0.667,0,1,0.0,0,2,2,13,3,0,5,0,12
Jerry Stackhouse,14.0,1999-05-05,DET,@,PHI,L,37.38333333333333,4,11,0.364,2,4,0.5,11,12,0.917,1,4,5,3,1,1,5,3,21
Scot Pollard,14.0,1999-05-05,SAC,,VAN,W,33.25833333333333,6,11,0.545,0,0,0.0,1,2,0.5,5,7,12,1,2,2,1,5,13
Luc Longley,21.1,1999-05-05,PHX,,MIN,W,28.066666666666666,5,9,0.556,0,0,0.0,7,8,0.875,5,5,10,3,1,1,0,0,17
Danny Fortson,12.8,1999-05-05,DEN,,HOU,L,40.53333333333333,4,11,0.364,0,0,0.0,4,4,1.0,6,12,18,0,1,1,1,4,12
Scottie Pippen,14.6,1999-05-05,HOU,@,DEN,W,34.81666666666667,6,11,0.545,1,2,0.5,0,0,0.0,0,6,6,8,2,1,2,3,13
Tracy McGrady,16.7,1999-05-05,TOR,,CLE,W,32.2,5,10,0.5,0,0,0.0,5,5,1.0,1,5,6,7,3,0,3,1,15
Shaquille O'Neal,15.0,1999-05-05,LAL,,POR,W,31.533333333333335,5,13,0.385,0,0,0.0,8,11,0.727,3,6,9,5,0,1,2,2,18
Tyrone Hill,17.2,1999-05-05,PHI,,DET,W,38.348333333333336,9,15,0.6,0,0,0.0,3,4,0.75,6,3,9,0,2,0,2,4,21
Don MacLean,11.3,1999-05-05,SEA,@,LAC,W,26.923333333333332,9,16,0.563,3,4,0.75,5,8,0.625,2,3,5,0,0,0,7,3,26
Lindsey Hunter,15.6,1999-05-05,DET,@,PHI,L,46.68333333333333,9,15,0.6,0,2,0.0,0,0,0.0,1,3,4,9,1,0,4,1,18
Shareef Abdur-Rahim,15.2,1999-05-05,VAN,@,SAC,L,38.5,9,16,0.563,1,1,1.0,7,9,0.778,0,2,2,0,2,0,3,5,26
Steven Smith,14.0,1999-05-05,ATL,,WAS,W,35.56666666666667,8,18,0.444,0,3,0.0,1,1,1.0,3,3,6,3,2,1,1,1,17
Tom Gugliotta,15.2,1999-05-05,PHX,,MIN,W,30.935,5,11,0.455,0,0,0.0,6,6,1.0,3,6,9,1,0,3,1,2,16
Kendall Gill,12.1,1999-05-05,NJN,,MIL,W,42.61666666666667,7,15,0.467,1,1,1.0,4,6,0.667,1,4,5,1,3,0,2,5,19
Cedric Henderson,9.8,1999-05-05,CLE,@,TOR,L,37.836666666666666,4,13,0.308,0,1,0.0,0,0,0.0,2,6,8,5,3,2,1,2,8
Cuttino Mobley,15.7,1999-05-05,HOU,@,DEN,W,45.21666666666667,7,16,0.438,2,5,0.4,2,2,1.0,1,4,5,6,0,0,0,0,18
Toni Kukoc,14.0,1999-05-05,CHI,,ORL,L,39.025,5,14,0.357,0,2,0.0,4,5,0.8,0,3,3,11,1,0,1,1,14
Dikembe Mutombo,10.4,1999-05-05,ATL,,WAS,W,30.108333333333334,4,8,0.5,0,0,0.0,3,3,1.0,3,7,10,5,1,1,4,5,11
Mike Bibby,17.2,1999-05-05,VAN,@,SAC,L,35.53333333333333,8,16,0.5,0,1,0.0,4,4,1.0,0,1,1,7,1,0,1,0,20
Maurice Taylor,11.7,1999-05-05,LAC,,SEA,L,39.03333333333333,8,17,0.471,0,1,0.0,4,5,0.8,1,7,8,0,1,0,1,5,20
Ron Harper,9.5,1999-05-05,CHI,,ORL,L,33.708333333333336,7,14,0.5,1,3,0.333,2,2,1.0,3,6,9,2,0,0,5,2,17
John Thomas,12.0,1999-05-05,TOR,,CLE,W,27.753333333333334,4,8,0.5,0,0,0.0,2,2,1.0,6,5,11,1,1,2,2,2,10
Michael Smith,9.4,1999-05-05,VAN,@,SAC,L,34.705,3,7,0.429,0,0,0.0,5,8,0.625,4,10,14,1,1,0,3,3,11
Vin Baker,12.6,1999-05-05,SEA,@,LAC,W,38.18333333333333,7,13,0.538,0,0,0.0,3,6,0.5,3,8,11,0,0,0,1,1,17
Larry Hughes,10.0,1999-05-05,PHI,,DET,W,37.05166666666667,2,10,0.2,0,0,0.0,5,6,0.833,1,4,5,6,3,1,1,3,9
Tim Thomas,13.4,1999-05-05,MIL,@,NJN,L,27.783333333333335,7,11,0.636,1,1,1.0,1,2,0.5,2,5,7,2,1,0,1,4,16
Clifford Robinson,10.8,1999-05-05,PHX,,MIN,W,41.2,5,12,0.417,1,4,0.25,5,7,0.714,0,5,5,4,0,1,3,0,16
Mark Hendrickson,14.8,1999-05-05,NJN,,MIL,W,39.85,4,7,0.571,0,0,0.0,11,12,0.917,2,3,5,2,1,0,4,3,19
Charles Barkley,2.8,1999-05-05,HOU,@,DEN,W,38.21666666666667,5,19,0.263,1,2,0.5,1,2,0.5,4,5,9,6,0,0,6,0,12
Chauncey Billups,9.6,1999-05-05,DEN,,HOU,L,41.403333333333336,2,12,0.167,0,3,0.0,1,2,0.5,2,1,3,9,5,0,0,1,5
Jamie Feick,10.5,1999-05-05,NJN,,MIL,W,37.725,3,6,0.5,0,0,0.0,0,0,0.0,5,12,17,2,1,0,2,0,6
Vince Carter,9.2,1999-05-05,TOR,,CLE,W,27.246666666666666,6,14,0.429,1,1,1.0,1,2,0.5,1,3,4,2,1,2,2,1,14
Rasheed Wallace,15.4,1999-05-05,POR,@,LAL,L,24.933333333333334,10,16,0.625,0,0,0.0,3,5,0.6,0,2,2,2,0,0,0,4,23
Gary Payton,7.0,1999-05-05,SEA,@,LAC,W,35.516666666666666,2,8,0.25,0,1,0.0,0,0,0.0,2,3,5,11,3,0,4,3,4
Bo Outlaw,13.2,1999-05-05,ORL,@,CHI,W,22.72833333333333,6,8,0.75,0,1,0.0,2,4,0.5,3,3,6,0,1,2,1,3,14
Donyell Marshall,12.4,1999-05-05,GSW,,SAS,L,33.18333333333333,5,10,0.5,1,1,1.0,3,4,0.75,2,3,5,2,1,1,0,4,14
Charles Oakley,11.7,1999-05-05,TOR,,CLE,W,39.57,6,9,0.667,0,0,0.0,0,0,0.0,2,5,7,7,0,0,3,3,12
Kurt Thomas,13.5,1999-05-05,NYK,,MIA,W,24.766666666666666,8,15,0.533,0,0,0.0,4,4,1.0,3,1,4,0,1,0,1,4,20
Lucious Harris,12.3,1999-05-05,NJN,,MIL,W,33.71666666666667,7,12,0.583,2,3,0.667,0,0,0.0,0,1,1,3,1,1,1,3,16
Walter McCarty,9.6,1999-05-05,BOS,,CHH,L,31.778333333333332,3,11,0.273,2,4,0.5,5,5,1.0,3,4,7,4,0,0,1,5,13
Johnny Newman,11.8,1999-05-05,CLE,@,TOR,L,25.75,7,12,0.583,1,4,0.25,3,4,0.75,0,1,1,2,1,1,2,4,18
Felipe Lopez,6.2,1999-05-05,VAN,@,SAC,L,29.466666666666665,5,14,0.357,0,0,0.0,1,2,0.5,3,4,7,1,3,0,2,4,11
Vladimir Stepania,7.0,1999-05-05,SEA,@,LAC,W,30.883333333333333,5,13,0.385,0,0,0.0,2,2,1.0,3,6,9,0,0,2,2,3,12
Jamal Mashburn,14.7,1999-05-05,MIA,@,NYK,L,30.466666666666665,2,4,0.5,1,3,0.333,8,8,1.0,0,5,5,6,0,0,2,0,13
John Starks,7.6,1999-05-05,GSW,,SAS,L,31.65,3,14,0.214,3,7,0.429,3,4,0.75,0,4,4,4,1,0,0,1,12
Jerome Williams,11.2,1999-05-05,DET,@,PHI,L,44.973333333333336,4,7,0.571,0,0,0.0,3,7,0.429,6,5,11,0,1,0,0,4,11
Michael Curry,14.2,1999-05-05,MIL,@,NJN,L,28.933333333333334,5,8,0.625,0,2,0.0,4,5,0.8,1,3,4,2,2,0,0,2,14
Andrew DeClercq,10.5,1999-05-05,CLE,@,TOR,L,32.1,1,2,0.5,0,0,0.0,7,8,0.875,2,2,4,1,3,2,3,3,9
Horace Grant,13.3,1999-05-05,ORL,@,CHI,W,26.15,6,11,0.545,0,0,0.0,2,2,1.0,4,4,8,2,0,0,0,2,14
Sam Cassell,12.2,1999-05-05,MIL,@,NJN,L,28.313333333333333,5,10,0.5,0,1,0.0,6,6,1.0,1,2,3,5,0,0,2,4,16
Otis Thorpe,12.4,1999-05-05,WAS,@,ATL,L,27.8,6,9,0.667,0,0,0.0,5,5,1.0,1,4,5,0,1,0,2,4,17
Bryant Stith,7.4,1999-05-05,DEN,,HOU,L,34.083333333333336,5,14,0.357,3,8,0.375,1,2,0.5,0,0,0,1,2,1,1,2,14
Kelvin Cato,6.8,1999-05-05,POR,@,LAL,L,29.901666666666667,1,5,0.2,0,0,0.0,0,0,0.0,3,5,8,1,2,4,0,3,2
Jermaine O'Neal,11.8,1999-05-05,POR,@,LAL,L,15.298333333333334,4,6,0.667,0,0,0.0,1,4,0.25,5,3,8,4,1,0,0,4,9
Dickey Simpkins,6.1,1999-05-05,CHI,,ORL,L,35.07833333333333,2,6,0.333,0,0,0.0,1,2,0.5,1,5,6,6,2,1,3,3,5
Latrell Sprewell,12.9,1999-05-05,NYK,,MIA,W,29.466666666666665,8,14,0.571,0,1,0.0,2,3,0.667,0,2,2,3,0,0,0,2,18
Ike Austin,8.1,1999-05-05,ORL,@,CHI,W,23.35,2,7,0.286,0,0,0.0,8,8,1.0,2,3,5,0,2,1,4,2,12
Eric Piatkowski,6.7,1999-05-05,LAC,,SEA,L,25.836666666666666,4,14,0.286,4,9,0.444,0,0,0.0,2,2,4,1,1,0,0,2,12
Anthony Peeler,9.8,1999-05-05,MIN,@,PHX,L,30.5,5,11,0.455,4,8,0.5,0,0,0.0,1,1,2,1,1,0,0,3,14
Rick Fox,5.3,1999-05-05,LAL,,POR,W,25.683333333333334,4,10,0.4,1,4,0.25,4,6,0.667,0,6,6,3,0,0,5,1,13
Charlie Ward,11.2,1999-05-05,NYK,,MIA,W,30.233333333333334,2,5,0.4,0,1,0.0,3,5,0.6,0,2,2,9,2,0,0,3,7
Hersey Hawkins,8.6,1999-05-05,SEA,@,LAC,W,26.733333333333334,2,5,0.4,1,4,0.25,1,2,0.5,1,1,2,3,5,0,2,1,6
Mario Elie,11.5,1999-05-05,SAS,@,GSW,W,31.95,3,7,0.429,0,2,0.0,7,7,1.0,0,2,2,1,2,1,1,2,13
Lawrence Funderburke,7.0,1999-05-05,SAC,,VAN,W,22.148333333333333,3,6,0.5,0,0,0.0,1,1,1.0,5,4,9,0,0,3,3,2,7
Rex Walters,6.3,1999-05-05,MIA,@,NYK,L,46.11,1,3,0.333,0,1,0.0,4,4,1.0,0,3,3,9,2,0,6,3,6
Jahidi White,6.4,1999-05-05,WAS,@,ATL,L,25.966666666666665,3,6,0.5,0,0,0.0,2,7,0.286,6,4,10,0,0,2,3,1,8
Peja Stojakovic,6.2,1999-05-05,SAC,,VAN,W,19.876666666666665,4,12,0.333,2,7,0.286,0,0,0.0,2,2,4,2,0,2,1,2,10
Corliss Williamson,9.2,1999-05-05,SAC,,VAN,W,27.846666666666668,6,12,0.5,0,0,0.0,2,2,1.0,3,2,5,1,1,0,2,3,14
Damon Stoudamire,6.8,1999-05-05,POR,@,LAL,L,28.95,5,14,0.357,1,6,0.167,2,2,1.0,0,2,2,4,1,0,2,2,13
Corey Beck,10.0,1999-05-05,CHH,@,BOS,W,34.0,5,8,0.625,1,1,1.0,0,1,0.0,3,3,6,4,0,0,2,2,11
Clar. Weatherspoon,14.9,1999-05-05,MIA,@,NYK,L,26.266666666666666,9,9,1.0,0,0,0.0,0,0,0.0,2,2,4,0,0,0,2,1,18
Rod Strickland,7.1,1999-05-05,WAS,@,ATL,L,29.483333333333334,7,13,0.538,1,3,0.333,0,0,0.0,0,0,0,6,0,0,5,2,15
Robert Horry,8.2,1999-05-05,LAL,,POR,W,24.416666666666668,2,3,0.667,0,0,0.0,1,2,0.5,2,3,5,3,3,1,2,3,5
Randy Livingston,11.7,1999-05-05,PHX,,MIN,W,22.266666666666666,5,8,0.625,0,0,0.0,2,2,1.0,0,2,2,3,2,0,1,1,12
Sean Elliott,12.1,1999-05-05,SAS,@,GSW,W,34.916666666666664,4,9,0.444,1,2,0.5,3,3,1.0,0,2,2,6,0,0,0,0,12
Charles R. Jones,7.2,1999-05-05,CHI,,ORL,L,21.475,2,2,1.0,2,2,1.0,0,0,0.0,0,3,3,2,3,1,3,3,6
Terry Dehere,7.2,1999-05-05,VAN,@,SAC,L,22.028333333333332,3,8,0.375,2,4,0.5,1,1,1.0,1,3,4,4,1,0,2,2,9
Derek Strong,12.0,1999-05-05,ORL,@,CHI,W,9.85,4,5,0.8,0,0,0.0,2,2,1.0,0,4,4,0,2,1,0,0,10
Erick Dampier,4.9,1999-05-05,GSW,,SAS,L,29.416666666666668,2,10,0.2,0,0,0.0,3,4,0.75,6,5,11,0,1,0,1,3,7
Jelani McCoy,12.5,1999-05-05,SEA,@,LAC,W,21.65,6,6,1.0,0,0,0.0,1,3,0.333,1,4,5,0,1,0,0,2,13
Bill Wennington,9.1,1999-05-05,CHI,,ORL,L,15.471666666666666,6,8,0.75,0,0,0.0,0,0,0.0,1,3,4,0,1,1,1,5,12
Tony Massenburg,3.6,1999-05-05,VAN,@,SAC,L,29.866666666666667,5,13,0.385,0,1,0.0,2,2,1.0,1,3,4,0,1,1,3,4,12
Bonzi Wells,7.1,1999-05-05,POR,@,LAL,L,11.65,3,5,0.6,1,2,0.5,5,10,0.5,1,3,4,1,0,1,2,4,12
Matt Harpring,8.5,1999-05-05,ORL,@,CHI,W,25.221666666666668,6,10,0.6,1,1,1.0,1,2,0.5,2,3,5,0,0,0,2,2,14
Rick Brunson,3.9,1999-05-05,NYK,,MIA,W,23.65,0,4,0.0,0,1,0.0,0,4,0.0,1,2,3,12,2,0,3,1,0
Rex Chapman,6.8,1999-05-05,PHX,,MIN,W,32.11666666666667,4,12,0.333,0,4,0.0,1,3,0.333,0,2,2,4,2,0,0,0,9
Brian Skinner,8.7,1999-05-05,LAC,,SEA,L,18.696666666666665,4,5,0.8,0,0,0.0,0,0,0.0,0,3,3,0,1,3,1,1,8
Christian Laettner,7.0,1999-05-05,DET,@,PHI,L,31.001666666666665,3,8,0.375,0,1,0.0,4,4,1.0,0,1,1,0,3,1,1,4,10
Voshon Lenard,6.4,1999-05-05,MIA,@,NYK,L,35.516666666666666,6,15,0.4,0,3,0.0,0,0,0.0,0,1,1,2,2,0,0,3,12
Mitch Richmond,4.3,1999-05-05,WAS,@,ATL,L,31.816666666666666,1,11,0.091,0,3,0.0,8,10,0.8,2,2,4,1,1,1,2,0,10
Derek Fisher,9.8,1999-05-05,LAL,,POR,W,24.45,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,8,0,0,1,2,8
Chucky Brown,3.8,1999-05-05,CHH,@,BOS,W,37.56666666666667,5,13,0.385,0,0,0.0,0,0,0.0,1,7,8,1,0,0,1,4,10
Nick Anderson,5.0,1999-05-05,ORL,@,CHI,W,25.133333333333333,3,7,0.429,2,2,1.0,0,0,0.0,0,4,4,3,1,0,2,4,8
Vernon Maxwell,1.8,1999-05-05,SAC,,VAN,W,27.7,3,15,0.2,2,9,0.222,4,6,0.667,0,2,2,1,1,0,2,1,12
Alvin Williams,5.6,1999-05-05,TOR,,CLE,W,26.058333333333334,2,8,0.25,0,1,0.0,0,0,0.0,3,2,5,5,2,0,1,2,4
Ben Wallace,5.7,1999-05-05,WAS,@,ATL,L,34.983333333333334,1,3,0.333,0,0,0.0,1,1,1.0,2,7,9,0,2,1,1,2,3
Chris Gatling,7.8,1999-05-05,MIL,@,NJN,L,20.283333333333335,5,8,0.625,0,0,0.0,0,0,0.0,0,5,5,1,1,0,1,2,10
Andrae Patterson,3.9,1999-05-05,MIN,@,PHX,L,23.666666666666668,2,5,0.4,0,0,0.0,0,0,0.0,2,5,7,3,2,0,4,1,4
Allan Houston,4.1,1999-05-05,NYK,,MIA,W,22.31,5,12,0.417,0,1,0.0,1,2,0.5,0,1,1,0,3,0,3,1,11
Derek Harper,7.3,1999-05-05,LAL,,POR,W,23.55,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,3,2,0,2,2,8
Duane Causwell,1.3,1999-05-05,MIA,@,NYK,L,25.543333333333333,5,9,0.556,0,0,0.0,0,0,0.0,1,3,4,0,0,2,5,6,10
Tim Legler,9.2,1999-05-05,WAS,@,ATL,L,25.783333333333335,5,8,0.625,3,4,0.75,0,0,0.0,0,2,2,0,0,0,0,2,13
Elden Campbell,5.3,1999-05-05,CHH,@,BOS,W,19.733333333333334,2,7,0.286,0,0,0.0,0,0,0.0,2,3,5,2,0,3,0,1,4
Vitaly Potapenko,4.0,1999-05-05,BOS,,CHH,L,26.488333333333333,4,9,0.444,0,0,0.0,0,2,0.0,0,5,5,2,1,0,0,6,8
Terry Porter,8.2,1999-05-05,MIA,@,NYK,L,23.006666666666668,3,5,0.6,0,1,0.0,2,2,1.0,0,6,6,3,0,0,1,1,8
Jim Jackson,2.7,1999-05-05,POR,@,LAL,L,23.633333333333333,1,4,0.25,1,3,0.333,0,0,0.0,0,5,5,4,2,0,3,3,3
Kobe Bryant,9.1,1999-05-05,LAL,,POR,W,21.8,4,5,0.8,0,0,0.0,3,5,0.6,1,4,5,1,0,0,1,2,11
Chris Dudley,1.5,1999-05-05,NYK,,MIA,W,29.5,2,6,0.333,0,0,0.0,0,0,0.0,4,7,11,0,1,0,3,5,4
Danny Manning,0.4,1999-05-05,PHX,,MIN,W,24.998333333333335,4,13,0.308,0,0,0.0,1,2,0.5,1,5,6,0,0,1,2,4,9
Lamond Murray,1.9,1999-05-05,LAC,,SEA,L,20.183333333333334,4,12,0.333,0,4,0.0,0,0,0.0,3,0,3,2,2,0,4,2,8
Cory Carr,4.7,1999-05-05,CHI,,ORL,L,30.491666666666667,5,10,0.5,0,1,0.0,0,0,0.0,1,0,1,4,1,0,4,2,10
James Robinson,2.7,1999-05-05,MIN,@,PHX,L,12.318333333333333,4,9,0.444,1,6,0.167,0,0,0.0,1,2,3,2,0,1,3,5,9
Terry Mills,3.4,1999-05-05,MIA,@,NYK,L,29.473333333333333,3,8,0.375,2,4,0.5,1,2,0.5,3,1,4,0,1,0,3,3,9
Michael Doleac,5.7,1999-05-05,ORL,@,CHI,W,22.783333333333335,4,10,0.4,0,0,0.0,1,2,0.5,0,5,5,0,1,0,0,0,9
Rusty LaRue,7.3,1999-05-05,CHI,,ORL,L,26.525,4,9,0.444,1,4,0.25,0,0,0.0,0,0,0,2,2,0,0,1,9
Chris Whitney,8.7,1999-05-05,WAS,@,ATL,L,14.983333333333333,4,7,0.571,2,5,0.4,0,0,0.0,0,1,1,3,0,0,0,1,10
Armen Gilliam,6.9,1999-05-05,MIL,@,NJN,L,27.95,6,9,0.667,0,0,0.0,0,0,0.0,0,1,1,1,1,0,2,3,12
Earl Boykins,1.3,1999-05-05,CLE,@,TOR,L,33.88333333333333,1,10,0.1,0,2,0.0,0,0,0.0,1,1,2,7,2,0,2,0,2
Elliot Perry,5.5,1999-05-05,NJN,,MIL,W,16.058333333333334,2,6,0.333,1,2,0.5,0,0,0.0,0,2,2,3,2,0,0,2,5
Tyrone Corbin,7.0,1999-05-05,ATL,,WAS,W,27.933333333333334,4,9,0.444,0,4,0.0,0,0,0.0,2,1,3,4,0,0,0,2,8
John Wallace,7.6,1999-05-05,TOR,,CLE,W,14.23,4,9,0.444,0,0,0.0,2,2,1.0,2,2,4,1,0,0,0,1,10
Joe Smith,4.0,1999-05-05,MIN,@,PHX,L,26.981666666666666,3,7,0.429,0,0,0.0,2,2,1.0,0,5,5,0,1,0,2,2,8
Walt Williams,5.6,1999-05-05,POR,@,LAL,L,21.326666666666668,4,6,0.667,1,1,1.0,0,0,0.0,0,1,1,2,0,1,2,3,9
B.J. Armstrong,7.6,1999-05-05,ORL,@,CHI,W,16.95,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,9,0,0,1,0,4
Terry Cummings,1.4,1999-05-05,GSW,,SAS,L,23.258333333333333,2,8,0.25,0,0,0.0,0,0,0.0,1,4,5,1,2,0,0,6,4
Larry Johnson,7.9,1999-05-05,NYK,,MIA,W,16.1,5,8,0.625,0,0,0.0,1,1,1.0,1,2,3,0,0,0,0,2,11
Haywoode Workman,3.5,1999-05-05,MIL,@,NJN,L,33.37,3,3,1.0,1,1,1.0,0,0,0.0,0,1,1,1,2,0,4,4,7
Chris Carr,6.6,1999-05-05,NJN,,MIL,W,6.008333333333334,3,4,0.75,3,4,0.75,0,0,0.0,0,2,2,0,0,0,1,1,9
Cherokee Parks,-0.3,1999-05-05,VAN,@,SAC,L,24.5,1,6,0.167,0,0,0.0,0,1,0.0,1,4,5,0,3,0,1,5,2
Othella Harrington,2.9,1999-05-05,HOU,@,DEN,W,14.933333333333334,2,5,0.4,0,0,0.0,1,2,0.5,0,4,4,0,0,2,0,4,5
Muggsy Bogues,5.7,1999-05-05,GSW,,SAS,L,24.616666666666667,4,8,0.5,0,0,0.0,0,0,0.0,0,0,0,5,0,0,1,2,8
Michael Olowokandi,2.1,1999-05-05,LAC,,SEA,L,28.15,2,5,0.4,0,0,0.0,0,0,0.0,2,4,6,1,0,1,2,3,4
Chris Crawford,6.6,1999-05-05,ATL,,WAS,W,16.65,3,4,0.75,1,1,1.0,3,4,0.75,0,2,2,0,0,0,0,5,10
Jason Williams,1.3,1999-05-05,SAC,,VAN,W,28.21,0,7,0.0,0,5,0.0,7,8,0.875,0,2,2,2,1,0,3,1,7
Chris Mills,2.5,1999-05-05,GSW,,SAS,L,19.625,2,6,0.333,0,1,0.0,2,2,1.0,1,3,4,3,0,0,3,2,6
Eric Washington,0.4,1999-05-05,DEN,,HOU,L,19.731666666666666,0,6,0.0,0,3,0.0,0,2,0.0,1,2,3,1,2,2,0,0,0
David Wesley,5.7,1999-05-05,CHH,@,BOS,W,16.6,3,7,0.429,0,2,0.0,0,0,0.0,0,1,1,5,0,0,0,1,6
Tom Hammonds,3.9,1999-05-05,MIN,@,PHX,L,15.783333333333333,2,5,0.4,0,0,0.0,2,4,0.5,0,5,5,1,0,0,0,2,6
