Player,GmSc,Date,Team,home_away,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Bryce McGowens,17.9,2023-04-09,CHA,@,CLE,W,32.53333333333333,6,11,0.545,1,4,0.25,9,10,0.9,0,4,4,4,2,0,4,1,22
Simone Fontecchio,14.7,2023-04-09,UTA,@,LAL,L,31.25,8,18,0.444,4,11,0.364,0,0,0.0,2,7,9,2,0,0,0,2,20
Precious Achiuwa,12.9,2023-04-09,TOR,,MIL,W,28.416666666666668,6,11,0.545,2,5,0.4,0,0,0.0,1,12,13,1,2,0,2,2,14
Theo Maledon,15.5,2023-04-09,CHA,@,CLE,W,41.75,7,13,0.538,0,2,0.0,4,4,1.0,1,7,8,6,1,0,3,3,18
Jonas Valančiūnas,8.4,2023-04-09,NOP,@,MIN,L,21.671666666666667,5,14,0.357,1,3,0.333,0,0,0.0,4,14,18,1,0,1,2,3,11
David Duke Jr.,12.3,2023-04-09,BKN,,PHI,L,44.81666666666667,5,13,0.385,0,4,0.0,5,6,0.833,3,5,8,4,3,0,3,4,15
Chuma Okeke,14.0,2023-04-09,ORL,@,MIA,L,32.9,5,11,0.455,4,8,0.5,0,0,0.0,1,3,4,5,3,0,2,1,14
Shaedon Sharpe,9.5,2023-04-09,POR,,GSW,L,28.266666666666666,7,18,0.389,2,8,0.25,2,2,1.0,1,6,7,4,1,0,5,0,18
Xavier Cooks,12.1,2023-04-09,WAS,,HOU,L,38.13333333333333,5,11,0.455,0,0,0.0,0,2,0.0,7,7,14,0,2,2,1,2,10
Julian Champagnie,11.9,2023-04-09,SAS,@,DAL,W,33.13333333333333,5,16,0.313,3,10,0.3,3,4,0.75,1,9,10,3,0,0,0,0,16
Domantas Sabonis,16.5,2023-04-09,SAC,@,DEN,L,18.683333333333334,6,9,0.667,0,0,0.0,2,3,0.667,5,4,9,5,0,2,2,2,14
Darius Bazley,14.2,2023-04-09,PHX,,LAC,L,26.666666666666668,7,13,0.538,1,3,0.333,1,3,0.333,4,5,9,2,0,2,1,2,16
Malachi Flynn,14.4,2023-04-09,TOR,,MIL,W,36.0,7,14,0.5,2,4,0.5,4,4,1.0,0,4,4,4,1,0,2,4,20
Udonis Haslem,15.1,2023-04-09,MIA,,ORL,W,24.918333333333333,9,17,0.529,3,7,0.429,3,3,1.0,0,3,3,0,0,1,1,3,24
Jamal Cain,16.9,2023-04-09,MIA,,ORL,W,18.516666666666666,6,7,0.857,4,4,1.0,2,3,0.667,0,5,5,1,2,0,2,1,18
Louis King,14.5,2023-04-09,PHI,@,BKN,W,28.8,8,13,0.615,4,8,0.5,0,1,0.0,2,2,4,2,1,0,2,4,20
Klay Thompson,11.4,2023-04-09,GSW,@,POR,W,21.666666666666668,7,14,0.5,6,11,0.545,0,0,0.0,0,5,5,1,0,0,3,2,20
Bruno Fernando,15.8,2023-04-09,ATL,@,BOS,L,21.65,8,11,0.727,0,2,0.0,3,4,0.75,3,7,10,0,0,1,2,3,19
Gorgui Dieng,11.7,2023-04-09,SAS,@,DAL,W,23.233333333333334,4,8,0.5,2,6,0.333,3,4,0.75,1,9,10,4,0,1,3,2,13
Jalen Johnson,15.3,2023-04-09,ATL,@,BOS,L,18.5,6,10,0.6,2,4,0.5,1,2,0.5,0,3,3,3,1,3,0,2,15
Tari Eason,14.2,2023-04-09,HOU,@,WAS,W,26.966666666666665,6,11,0.545,1,3,0.333,3,4,0.75,2,6,8,4,0,1,2,2,16
Sam Merrill,15.5,2023-04-09,CLE,,CHA,L,25.983333333333334,6,12,0.5,3,9,0.333,2,2,1.0,0,4,4,1,3,0,0,1,17
Vince Williams Jr.,3.3,2023-04-09,MEM,@,OKC,L,48.0,6,21,0.286,1,14,0.071,2,2,1.0,2,6,8,1,2,1,4,5,15
Duncan Robinson,14.0,2023-04-09,MIA,,ORL,W,35.21666666666667,6,14,0.429,3,11,0.273,5,6,0.833,0,2,2,4,1,0,1,4,20
Gary Trent Jr.,19.1,2023-04-09,TOR,,MIL,W,27.066666666666666,7,13,0.538,4,7,0.571,5,5,1.0,0,1,1,3,0,0,0,0,23
Caleb Houstan,14.4,2023-04-09,ORL,@,MIA,L,33.916666666666664,6,15,0.4,5,11,0.455,4,5,0.8,0,0,0,1,2,0,0,2,21
Quentin Grimes,16.9,2023-04-09,NYK,,IND,L,31.9,8,13,0.615,5,10,0.5,1,1,1.0,0,1,1,3,0,0,0,4,22
Jordan Poole,16.5,2023-04-09,GSW,@,POR,W,17.266666666666666,7,9,0.778,4,5,0.8,3,4,0.75,0,4,4,2,0,0,2,3,21
Quenton Jackson,18.0,2023-04-09,WAS,,HOU,L,32.31666666666667,9,13,0.692,0,2,0.0,1,2,0.5,0,2,2,5,2,0,0,3,19
Jae Crowder,13.6,2023-04-09,MIL,@,TOR,L,24.733333333333334,5,12,0.417,3,6,0.5,0,0,0.0,0,4,4,6,2,0,0,1,13
Buddy Hield,16.8,2023-04-09,IND,@,NYK,W,23.483333333333334,5,6,0.833,5,6,0.833,0,0,0.0,1,5,6,4,0,0,1,0,15
George Hill,15.5,2023-04-09,IND,@,NYK,W,21.933333333333334,5,7,0.714,5,6,0.833,2,3,0.667,0,3,3,3,1,0,1,3,17
Zeke Nnaji,9.0,2023-04-09,DEN,,SAC,W,25.9,8,16,0.5,2,9,0.222,0,2,0.0,3,4,7,1,1,0,4,3,18
Josh Hart,11.9,2023-04-09,NYK,,IND,L,25.5,5,9,0.556,0,1,0.0,0,0,0.0,3,8,11,4,1,1,2,2,10
Aaron Nesmith,15.2,2023-04-09,IND,@,NYK,W,24.5,5,7,0.714,1,2,0.5,3,3,1.0,0,5,5,1,1,3,0,3,14
Mike Conley,15.2,2023-04-09,MIN,,NOP,W,34.45,5,11,0.455,1,6,0.167,6,7,0.857,0,2,2,7,1,0,1,3,17
Josh Okogie,11.1,2023-04-09,PHX,,LAC,L,30.433333333333334,4,13,0.308,2,5,0.4,3,4,0.75,3,4,7,3,2,0,1,1,13
Trey Murphy III,16.4,2023-04-09,NOP,@,MIN,L,40.083333333333336,6,10,0.6,1,4,0.25,7,8,0.875,0,4,4,0,2,0,1,2,20
D'Angelo Russell,12.3,2023-04-09,LAL,,UTA,W,33.42166666666667,6,13,0.462,3,8,0.375,2,3,0.667,0,2,2,5,0,1,2,1,17
Garrison Mathews,14.5,2023-04-09,ATL,@,BOS,L,25.6,5,12,0.417,4,11,0.364,5,5,1.0,1,2,3,1,0,1,0,2,19
Jordan Nwora,12.1,2023-04-09,IND,@,NYK,W,23.333333333333332,7,10,0.7,4,6,0.667,1,1,1.0,0,4,4,0,0,1,3,4,19
Oshae Brissett,5.3,2023-04-09,IND,@,NYK,W,27.816666666666666,4,15,0.267,0,3,0.0,4,7,0.571,2,7,9,3,0,2,2,4,12
Nick Richards,13.4,2023-04-09,CHA,@,CLE,W,17.566666666666666,3,4,0.75,0,0,0.0,5,5,1.0,2,6,8,1,1,3,3,0,11
Dewayne Dedmon,12.7,2023-04-09,PHI,@,BKN,W,19.116666666666667,6,8,0.75,1,1,1.0,1,1,1.0,0,7,7,4,1,0,2,5,14
Keita Bates-Diop,12.4,2023-04-09,SAS,@,DAL,W,24.166666666666668,7,14,0.5,1,2,0.5,2,4,0.5,0,6,6,2,1,0,1,0,17
Jabari Smith Jr.,14.7,2023-04-09,HOU,@,WAS,W,31.013333333333332,6,11,0.545,1,3,0.333,7,8,0.875,1,4,5,0,0,1,1,3,20
Kendrick Nunn,8.9,2023-04-09,WAS,,HOU,L,21.8,4,9,0.444,2,4,0.5,2,2,1.0,1,4,5,3,1,2,4,2,12
Kyle Anderson,11.0,2023-04-09,MIN,,NOP,W,36.846666666666664,4,7,0.571,0,1,0.0,0,0,0.0,1,8,9,4,1,2,2,0,8
Luke Kornet,11.7,2023-04-09,BOS,,ATL,W,32.65,5,10,0.5,0,2,0.0,2,2,1.0,1,6,7,6,1,0,1,5,12
Blake Wesley,7.4,2023-04-09,SAS,@,DAL,W,32.63333333333333,4,11,0.364,2,3,0.667,0,0,0.0,0,6,6,9,0,0,3,4,10
Reggie Jackson,14.4,2023-04-09,DEN,,SAC,W,25.183333333333334,7,11,0.636,2,6,0.333,0,0,0.0,0,3,3,4,1,0,1,1,16
Corey Kispert,16.8,2023-04-09,WAS,,HOU,L,12.3,6,8,0.75,5,7,0.714,1,1,1.0,1,2,3,1,0,0,0,0,18
Meyers Leonard,13.5,2023-04-09,MIL,@,TOR,L,30.583333333333332,3,4,0.75,1,2,0.5,3,3,1.0,5,7,12,1,1,0,1,3,10
Isaiah Todd,3.6,2023-04-09,WAS,,HOU,L,45.43333333333333,2,14,0.143,1,7,0.143,2,2,1.0,2,10,12,4,1,0,1,4,7
DeMar DeRozan,13.0,2023-04-09,CHI,,DET,W,23.75,7,15,0.467,1,4,0.25,1,1,1.0,0,2,2,5,1,0,0,1,16
Omer Yurtseven,11.7,2023-04-09,MIA,,ORL,W,24.0,5,9,0.556,1,3,0.333,3,3,1.0,2,5,7,0,1,1,1,4,14
Jock Landale,12.3,2023-04-09,PHX,,LAC,L,21.333333333333332,7,13,0.538,1,1,1.0,0,0,0.0,4,4,8,2,0,0,1,2,15
Landry Shamet,13.7,2023-04-09,PHX,,LAC,L,17.666666666666668,5,10,0.5,3,6,0.5,1,1,1.0,0,3,3,6,0,0,0,1,14
RJ Barrett,7.5,2023-04-09,NYK,,IND,L,37.276666666666664,7,16,0.438,1,3,0.333,3,5,0.6,1,1,2,3,1,0,3,6,18
James Wiseman,7.8,2023-04-09,DET,@,CHI,L,24.833333333333332,4,9,0.444,0,0,0.0,3,4,0.75,6,6,12,0,0,1,4,2,11
Dalano Banton,8.9,2023-04-09,TOR,,MIL,W,19.4,5,12,0.417,0,3,0.0,1,2,0.5,2,3,5,7,0,1,2,3,11
Draymond Green,9.8,2023-04-09,GSW,@,POR,W,19.683333333333334,4,7,0.571,1,2,0.5,0,0,0.0,0,3,3,4,2,2,3,0,9
Tre Jones,14.2,2023-04-09,SAS,@,DAL,W,22.783333333333335,6,9,0.667,1,2,0.5,0,0,0.0,0,3,3,8,0,0,1,1,13
Keegan Murray,11.1,2023-04-09,SAC,@,DEN,L,25.8,6,12,0.5,2,8,0.25,0,0,0.0,0,5,5,2,1,0,0,2,14
Austin Reaves,14.3,2023-04-09,LAL,,UTA,W,33.98833333333334,3,5,0.6,3,4,0.75,3,3,1.0,0,4,4,6,0,0,0,2,12
Nate Williams,14.5,2023-04-09,POR,,GSW,L,31.016666666666666,7,12,0.583,1,2,0.5,2,2,1.0,3,1,4,3,0,0,1,1,17
Malik Beasley,11.1,2023-04-09,LAL,,UTA,W,26.946666666666665,4,10,0.4,3,9,0.333,2,4,0.5,2,4,6,3,0,0,0,1,13
David Roddy,5.4,2023-04-09,MEM,@,OKC,L,42.56166666666667,6,19,0.316,2,8,0.25,0,0,0.0,0,4,4,5,0,0,2,1,14
Malaki Branham,11.6,2023-04-09,SAS,@,DAL,W,23.95,8,15,0.533,2,7,0.286,2,2,1.0,1,2,3,0,0,0,2,1,20
Gary Payton II,10.8,2023-04-09,GSW,@,POR,W,20.333333333333332,2,4,0.5,0,0,0.0,0,0,0.0,2,6,8,4,4,0,0,3,4
Isaiah Jackson,6.0,2023-04-09,IND,@,NYK,W,25.666666666666668,1,6,0.167,0,0,0.0,4,6,0.667,4,5,9,3,1,2,3,3,6
Onyeka Okongwu,12.0,2023-04-09,ATL,@,BOS,L,26.35,4,7,0.571,1,2,0.5,1,2,0.5,4,5,9,2,1,0,1,0,10
Dean Wade,9.9,2023-04-09,CLE,,CHA,L,23.766666666666666,3,6,0.5,3,4,0.75,0,0,0.0,0,3,3,1,3,1,1,1,9
Thomas Bryant,11.5,2023-04-09,DEN,,SAC,W,21.216666666666665,5,8,0.625,2,3,0.667,0,0,0.0,1,7,8,0,0,1,0,1,12
Jalen Duren,1.8,2023-04-09,DET,@,CHI,L,34.666666666666664,2,5,0.4,0,0,0.0,0,0,0.0,3,15,18,0,0,1,6,2,4
Bobby Portis,8.8,2023-04-09,MIL,@,TOR,L,17.95,7,14,0.5,2,4,0.5,0,0,0.0,0,4,4,0,1,0,2,1,16
Jaden Ivey,0.8,2023-04-09,DET,@,CHI,L,36.51166666666666,7,20,0.35,2,7,0.286,0,0,0.0,1,2,3,3,0,0,5,6,16
Day'Ron Sharpe,8.8,2023-04-09,BKN,,PHI,L,25.06833333333333,2,6,0.333,0,0,0.0,1,1,1.0,3,7,10,4,0,2,0,3,5
Herbert Jones,6.4,2023-04-09,NOP,@,MIN,L,38.821666666666665,1,4,0.25,0,2,0.0,2,2,1.0,1,2,3,4,5,1,3,5,4
Bol Bol,6.7,2023-04-09,ORL,@,MIA,L,27.116666666666667,4,12,0.333,0,3,0.0,0,1,0.0,2,4,6,5,2,0,1,3,8
Saddiq Bey,12.1,2023-04-09,ATL,@,BOS,L,15.0,4,8,0.5,1,3,0.333,0,0,0.0,2,2,4,3,3,0,0,0,9
AJ Griffin,10.2,2023-04-09,ATL,@,BOS,L,29.333333333333332,5,13,0.385,1,5,0.2,2,3,0.667,1,2,3,2,2,0,0,0,13
Jalen Green,12.3,2023-04-09,HOU,@,WAS,W,27.15,5,11,0.455,1,3,0.333,3,4,0.75,0,2,2,4,1,0,0,0,14
McKinley Wright IV,11.1,2023-04-09,DAL,,SAS,L,28.216666666666665,5,10,0.5,1,2,0.5,2,3,0.667,1,4,5,4,0,0,0,3,13
Montrezl Harrell,11.8,2023-04-09,PHI,@,BKN,W,21.45,5,10,0.5,0,2,0.0,5,7,0.714,1,5,6,2,0,0,1,0,15
Jeremiah Robinson-Earl,4.6,2023-04-09,OKC,,MEM,W,39.766666666666666,3,13,0.231,2,6,0.333,2,2,1.0,1,7,8,3,0,0,0,6,10
Yuta Watanabe,6.4,2023-04-09,BKN,,PHI,L,33.248333333333335,3,8,0.375,2,6,0.333,1,2,0.5,1,6,7,1,0,2,2,1,9
Zach LaVine,9.8,2023-04-09,CHI,,DET,W,26.4,6,15,0.4,1,5,0.2,4,4,1.0,0,3,3,2,0,0,1,1,17
Taurean Prince,10.7,2023-04-09,MIN,,NOP,W,35.38333333333333,7,14,0.5,2,6,0.333,2,3,0.667,1,2,3,0,0,0,0,3,18
Marvin Bagley III,5.9,2023-04-09,DET,@,CHI,L,19.016666666666666,5,12,0.417,2,4,0.5,0,0,0.0,0,7,7,0,1,0,2,2,12
Danny Green,4.6,2023-04-09,CLE,,CHA,L,24.648333333333333,5,12,0.417,3,10,0.3,0,0,0.0,1,3,4,1,0,1,3,5,13
Lindell Wigginton,8.9,2023-04-09,MIL,@,TOR,L,27.36,5,8,0.625,2,4,0.5,5,6,0.833,0,1,1,1,0,1,5,2,17
John Konchar,5.7,2023-04-09,MEM,@,OKC,L,35.655,1,5,0.2,0,2,0.0,0,0,0.0,2,7,9,3,2,2,1,3,2
Dalen Terry,11.5,2023-04-09,CHI,,DET,W,15.05,3,6,0.5,0,2,0.0,4,4,1.0,0,3,3,1,3,1,0,2,10
Ivica Zubac,9.5,2023-04-09,LAC,@,PHX,W,25.03,5,7,0.714,0,0,0.0,0,0,0.0,2,6,8,0,0,2,1,3,10
Chris Boucher,10.2,2023-04-09,TOR,,MIL,W,19.633333333333333,4,5,0.8,0,0,0.0,2,2,1.0,1,4,5,1,2,1,2,3,10
Thanasis Antetokounmpo,12.8,2023-04-09,MIL,@,TOR,L,27.716666666666665,4,8,0.5,0,1,0.0,6,8,0.75,2,3,5,3,0,0,0,2,14
Raul Neto,10.6,2023-04-09,CLE,,CHA,L,21.6,4,9,0.444,0,3,0.0,5,5,1.0,1,0,1,6,1,0,2,4,13
Terrence Ross,6.9,2023-04-09,PHX,,LAC,L,31.2,5,15,0.333,1,5,0.2,2,2,1.0,0,4,4,4,0,0,0,4,13
Frank Ntilikina,6.3,2023-04-09,DAL,,SAS,L,41.63333333333333,5,11,0.455,1,4,0.25,1,4,0.25,0,2,2,3,1,1,2,3,12
Trendon Watford,7.5,2023-04-09,POR,,GSW,L,19.633333333333333,4,8,0.5,1,1,1.0,2,4,0.5,0,4,4,4,0,1,3,1,11
Kevin Huerter,8.2,2023-04-09,SAC,@,DEN,L,21.283333333333335,5,9,0.556,2,4,0.5,0,0,0.0,0,1,1,3,1,1,2,4,12
MarJon Beauchamp,6.4,2023-04-09,MIL,@,TOR,L,30.233333333333334,4,10,0.4,2,5,0.4,0,0,0.0,0,6,6,4,0,0,2,2,10
Furkan Korkmaz,6.3,2023-04-09,PHI,@,BKN,W,29.883333333333333,3,7,0.429,3,4,0.75,2,2,1.0,0,4,4,0,2,0,3,3,11
Harrison Barnes,12.7,2023-04-09,SAC,@,DEN,L,17.566666666666666,5,7,0.714,5,7,0.714,2,2,1.0,0,0,0,0,0,0,1,1,17
Nikola Vučević,8.0,2023-04-09,CHI,,DET,W,17.45,4,9,0.444,0,0,0.0,0,0,0.0,0,7,7,0,3,0,0,1,8
Jacob Gilyard,7.2,2023-04-09,MEM,@,OKC,L,40.78333333333333,1,3,0.333,1,3,0.333,0,0,0.0,0,4,4,7,3,0,2,3,3
Rui Hachimura,8.2,2023-04-09,LAL,,UTA,W,23.371666666666666,5,14,0.357,0,6,0.0,2,3,0.667,2,3,5,2,0,1,0,0,12
Boban Marjanovic,11.1,2023-04-09,HOU,@,WAS,W,12.633333333333333,5,7,0.714,0,0,0.0,0,1,0.0,3,3,6,1,1,1,1,0,10
Udoka Azubuike,13.0,2023-04-09,UTA,@,LAL,L,26.533333333333335,6,6,1.0,0,0,0.0,0,1,0.0,2,4,6,1,0,1,0,2,12
Vlatko Čančar,11.9,2023-04-09,DEN,,SAC,W,21.55,2,4,0.5,1,1,1.0,6,7,0.857,1,2,3,2,2,0,1,1,11
Franz Wagner,9.6,2023-04-09,ORL,@,MIA,L,15.1,2,5,0.4,0,1,0.0,6,6,1.0,0,4,4,3,2,0,3,0,10
Peyton Watson,8.1,2023-04-09,DEN,,SAC,W,26.316666666666666,4,10,0.4,0,2,0.0,5,7,0.714,2,2,4,0,1,1,2,1,13
Jalen Suggs,9.0,2023-04-09,ORL,@,MIA,L,15.283333333333333,3,6,0.5,2,3,0.667,0,0,0.0,3,4,7,2,0,1,1,1,8
Markieff Morris,1.6,2023-04-09,DAL,,SAS,L,26.8,4,17,0.235,2,11,0.182,0,0,0.0,0,7,7,2,0,0,0,4,10
PJ Dozier,5.2,2023-04-09,SAC,@,DEN,L,24.35,2,8,0.25,0,3,0.0,0,0,0.0,1,3,4,6,3,0,2,2,4
Aaron Holiday,4.2,2023-04-09,ATL,@,BOS,L,31.316666666666666,3,12,0.25,1,5,0.2,0,0,0.0,1,1,2,6,2,0,2,2,7
Andre Drummond,8.1,2023-04-09,CHI,,DET,W,12.666666666666666,3,7,0.429,0,0,0.0,2,4,0.5,5,5,10,0,1,0,1,1,8
Patty Mills,2.1,2023-04-09,BKN,,PHI,L,35.233333333333334,3,11,0.273,2,9,0.222,4,7,0.571,0,2,2,2,1,0,4,3,12
Ochai Agbaji,4.6,2023-04-09,UTA,@,LAL,L,26.683333333333334,4,13,0.308,0,3,0.0,0,0,0.0,0,1,1,8,1,0,2,2,8
Frank Kaminsky,8.7,2023-04-09,HOU,@,WAS,W,16.986666666666668,3,7,0.429,1,3,0.333,0,0,0.0,2,4,6,3,0,1,0,0,7
Cory Joseph,4.3,2023-04-09,DET,@,CHI,L,37.11666666666667,2,10,0.2,1,7,0.143,0,1,0.0,2,2,4,9,0,0,2,1,5
